Chromosome	Source	Type	Start	Stop	Score	Strand	Phase	Name	GeneID	BioType	Function	Chr	length	TPM_SRR6344892	TPM_SRR6344893	TPM_SRR6344900	Mmean	log_2
chr6	EviAnn	gene	70760058	70819995	.	+	.	LOC_00017321	geneID=LOC_00017321	protein_coding	function_unknown	chr6	23825	7.3338943781	5.0870543267	6.9907203495	6.4705563515	2.6938897634
chr6	EviAnn	gene	70844998	70851269	.	-	.	LOC_00017322	geneID=LOC_00017322	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	70858380	70873500	.	-	.	LOC_00017323	geneID=LOC_00017323	protein_coding	Nxph3:_Neurexophilin-3_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	71031481	71113121	.	-	.	LOC_00017324	geneID=LOC_00017324	protein_coding	NGFR:_Tumor_necrosis_factor_receptor_superfamily_member_16_(Gallus_gallus)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	71266074	71323899	.	+	.	LOC_00017325	geneID=LOC_00017325	protein_coding	PHB1:_Prohibitin_1_(Gallus_gallus)	chr6	2133	50.9883225612	45.6817870518	39.1067060597	45.2589385576	5.5001308449
chr6	EviAnn	gene	71334804	71338169	.	-	.	XLOC_017737U_lncRNA	geneID=XLOC_017737U_lncRNA	lncRNA	function_unknown	chr6	1116	7.2822386246	4.3010422419	2.7134883077	4.7655897247	2.2526547535
chr6	EviAnn	gene	71337890	71383992	.	+	.	LOC_00017326	geneID=LOC_00017326	protein_coding	ZNF652:_Zinc_finger_protein_652_(Homo_sapiens)	chr6	11955	29.6311704383	20.677382	24.5014344725	24.9366623036	4.6401964726
chr6	EviAnn	gene	71387089	71412090	.	+	.	LOC_00017327	geneID=LOC_00017327	protein_coding	PHOSPHO1:_Phosphoethanolamine/phosphocholine_phosphatase_(Gallus_gallus)	chr6	2404	32.9111997035	24.4590467924	17.6354165224	25.0018876727	4.6439651191
chr6	EviAnn	gene	71412851	71443634	.	-	.	LOC_00017328	geneID=LOC_00017328	protein_coding	ABI3:_ABI_gene_family_member_3_(Homo_sapiens)	chr6	2224	1.1822466324	2.3740824893	1.9805447687	1.8456246301	0.8841091622
chr6	EviAnn	gene	71455410	71464795	.	+	.	LOC_00017329	geneID=LOC_00017329	protein_coding	GNGT2:_Guanine_nucleotide-binding_protein_G(I)/G(S)/G(O)_subunit_gamma-T2_(Bos_taurus)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	71509995	71572375	.	+	.	LOC_00017330	geneID=LOC_00017330	protein_coding	B4GALNT2:_Beta-1,4_N-acetylgalactosaminyltransferase_2_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	71604645	71702227	.	-	.	LOC_00017331	geneID=LOC_00017331	protein_coding	IGF2BP1:_Insulin-like_growth_factor_2_mRNA-binding_protein_1_(Gallus_gallus)	chr6	1731	5.7996582868	142.8065290643	122.300641754	90.3022763684	6.496690451
chr6	EviAnn	gene	71725474	71732257	.	+	.	LOC_00017332	geneID=LOC_00017332	protein_coding	Gip:_Gastric_inhibitory_polypeptide_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	71739342	71753141	.	+	.	LOC_00017333	geneID=LOC_00017333	protein_coding	SNF8:_Vacuolar-sorting_protein_SNF8_(Homo_sapiens)	chr6	2299	19.0266487964	14.3017605578	18.0816242502	17.1366778681	4.0990155493
chr6	EviAnn	gene	71760853	71794115	.	-	.	LOC_00017334	geneID=LOC_00017334	protein_coding	Ube2z:_Ubiquitin-conjugating_enzyme_E2_Z_(Mus_musculus)	chr6	12144	41.9048302996	33.9918338445	42.8902756623	39.5956466021	5.3072699148
chr6	EviAnn	gene	71794321	71843528	.	+	.	LOC_00017335	geneID=LOC_00017335	protein_coding	CALCOCO2:_Calcium-binding_and_coiled-coil_domain-containing_protein_2_(Pongo_abelii)	chr6	17659	89.6340981533	98.4782063722	111.9017327515	100.0046790924	6.6439236932
chr6	EviAnn	gene	71853196	71854158	.	+	.	LOC_00017336	geneID=LOC_00017336	protein_coding	ARF:_ADP-ribosylation_factor_(Cryptococcus_neoformans_var._neoformans_serotype_D_(strain_JEC21_/_ATCC_MYA-565))	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	71893678	71932961	.	+	.	LOC_00017337	geneID=LOC_00017337	protein_coding	Ttll6:_Tubulin_polyglutamylase_TTLL6_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	72003314	72009985	.	+	.	LOC_00017338	geneID=LOC_00017338	protein_coding	HOXB13:_Homeobox_protein_Hox-B13_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	72099688	72144496	.	+	.	LOC_00017339	geneID=LOC_00017339	protein_coding	Hoxb9:_Homeobox_protein_Hox-B9_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	72153934	72155742	.	+	.	LOC_00017340	geneID=LOC_00017340	protein_coding	HOXB8:_Homeobox_protein_Hox-B8_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	72158438	72164242	.	+	.	LOC_00017341	geneID=LOC_00017341	protein_coding	HOXB7:_Homeobox_protein_Hox-B7_(Gorilla_gorilla_gorilla)	chr6	1662	0.8629197606	3.6100805821	0.6625649166	1.7118550864	0.7755605785
chr6	EviAnn	gene	72167216	72178271	.	+	.	LOC_00017342	geneID=LOC_00017342	protein_coding	Hoxb6:_Homeobox_protein_Hox-B6_(Mus_musculus)	chr6	1522	2.9839334427	1.8922325133	1.9896537132	2.2886065564	1.1944694647
chr6	EviAnn	gene	72180716	72184256	.	+	.	LOC_00017343	geneID=LOC_00017343	protein_coding	HOXB5:_Homeobox_protein_Hox-B5_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	72199016	72254099	.	+	.	LOC_00017345	geneID=LOC_00017345	protein_coding	hoxb3a:_Homeobox_protein_Hox-B3a_(Danio_rerio)	chr6	27495	32.7920179782	20.4777478287	33.1316074534	28.8004577534	4.8480198369
chr6	EviAnn	gene	72203993	72207831	.	+	.	LOC_00017344	geneID=LOC_00017344	protein_coding	HOXB4:_Homeobox_protein_Hox-B4_(Gallus_gallus)	chr6	2132	18.3868287444	15.7597288901	8.6514134293	14.2659903546	3.8345079981
chr6	EviAnn	gene	72260435	72264115	.	+	.	LOC_00017346	geneID=LOC_00017346	protein_coding	HOXB2:_Homeobox_protein_Hox-B2_(Homo_sapiens)	chr6	2148	3.0045516244	1.6759647842	2.3069473982	2.3291546023	1.2198064045
chr6	EviAnn	gene	72290820	72294625	.	+	.	LOC_00017347	geneID=LOC_00017347	protein_coding	HOXB1:_Homeobox_protein_Hox-B1_(Gallus_gallus)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	72387713	72821167	.	+	.	LOC_00017348	geneID=LOC_00017348	protein_coding	SKAP1:_Src_kinase-associated_phosphoprotein_1_(Homo_sapiens)	chr6	1860	9.252726723	8.3870323717	5.7723296728	7.8040295891	2.964219248
chr6	EviAnn	gene	72400083	72400169	.	+	.	LOC_00017349	geneID=LOC_00017349	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	72809850	72851675	.	-	.	LOC_00017350	geneID=LOC_00017350	protein_coding	SNX11:_Sorting_nexin-11_(Bos_taurus)	chr6	17843	17.8035778858	9.4422858422	14.2407640081	13.828875912	3.7896119859
chr6	EviAnn	gene	72848518	72851675	.	-	.	XLOC_017742U_lncRNA	geneID=XLOC_017742U_lncRNA	lncRNA	function_unknown	chr6	2125	17.7724923487	8.3575828824	18.3962318332	14.8421023548	3.8916235563
chr6	EviAnn	gene	72857579	72871455	.	+	.	LOC_00017351	geneID=LOC_00017351	protein_coding	Cbx1:_Chromobox_protein_homolog_1_(Mus_musculus)	chr6	2406	108.0894870161	114.2135868148	84.2134879559	102.1721872623	6.6748587172
chr6	EviAnn	gene	72869888	72906212	.	-	.	LOC_00017352	geneID=LOC_00017352	protein_coding	NFE2L1:_Endoplasmic_reticulum_membrane_sensor_NFE2L1_(Gallus_gallus)	chr6	8437	73.292335842400007	57.5176334776	64.6391877418	65.1497190206	6.0256870516
chr6	EviAnn	gene	72923865	72955579	.	+	.	LOC_00017353	geneID=LOC_00017353	protein_coding	COPZ2:_Coatomer_subunit_zeta-2_(Homo_sapiens)	chr6	1022	9.8231002881	7.0449556878	2.4243263265	6.4307941008	2.6849968984
chr6	EviAnn	gene	73028288	73062576	.	-	.	LOC_00017354	geneID=LOC_00017354	protein_coding	Cdk5rap3:_CDK5_regulatory_subunit-associated_protein_3_(Mus_musculus)	chr6	4600	22.2400685073	12.9390310783	19.510088185	18.2297292569	4.1882212299
chr6	EviAnn	gene	73070030	73080892	.	+	.	LOC_00017355	geneID=LOC_00017355	protein_coding	PRR15L:_Proline-rich_protein_15-like_protein_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	73097401	73107846	.	-	.	LOC_00017356	geneID=LOC_00017356	protein_coding	Pnpo:_Pyridoxine-5'-phosphate_oxidase_(Rattus_norvegicus)	chr6	3013	5.3946088981	4.2216735235	3.5634029842	4.3932284686	2.1352815283
chr6	EviAnn	gene	73302645	73310343	.	-	.	LOC_00017357	geneID=LOC_00017357	protein_coding	Goannatyrotoxin-Vere1_(Varanus_eremius)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	73388232	73400155	.	-	.	LOC_00017358	geneID=LOC_00017358	protein_coding	TMEM101:_Transmembrane_protein_101_(Bos_taurus)	chr6	6422	24.9748220394	14.649529365	22.1625488503	20.5956334182	4.3642665918
chr6	EviAnn	gene	73405081	73477270	.	-	.	LOC_00017359	geneID=LOC_00017359	protein_coding	ETV4:_ETS_translocation_variant_4_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	73547144	73561840	.	-	.	LOC_00017360	geneID=LOC_00017360	protein_coding	Meox1:_Homeobox_protein_MOX-1_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	73641242	73649696	.	-	.	LOC_00017361	geneID=LOC_00017361	protein_coding	Sost:_Sclerostin_(Rattus_norvegicus)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	73670256	73699777	.	-	.	LOC_00017362	geneID=LOC_00017362	protein_coding	Dusp3:_Dual_specificity_protein_phosphatase_3_(Mus_musculus)	chr6	5818	2.2596394899	2.8050661194	4.3532496567	3.139318422	1.6504513693
chr6	EviAnn	gene	73699392	73714897	.	+	.	LOC_00017363	geneID=LOC_00017363	protein_coding	rab18b:_Ras-related_protein_Rab-18-B_(Danio_rerio)	chr6	1600	1.3445368519	3.4499735083	5.3338546303	3.3761216635	1.7553668946
chr6	EviAnn	gene	73731198	73755052	.	+	.	LOC_00017364	geneID=LOC_00017364	protein_coding	CFAP97D1:_Sperm_axonemal_maintenance_protein_CFAP97D1_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	73767698	73859962	.	-	.	LOC_00017365	geneID=LOC_00017365	protein_coding	MPP3:_MAGUK_p55_subfamily_member_3_(Homo_sapiens)	chr6	2440	0.587775673	1.967198009	1.3539133911	1.3029623577	0.3817954053
chr6	EviAnn	gene	73880000	73907721	.	+	.	LOC_00017366	geneID=LOC_00017366	protein_coding	Kcnj3:_G_protein-activated_inward_rectifier_potassium_channel_1_(Rattus_norvegicus)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	73919884	73920945	.	-	.	LOC_00017367	geneID=LOC_00017367	protein_coding	LRRTM3:_Leucine-rich_repeat_transmembrane_neuronal_protein_3_(Macaca_fascicularis)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	73943074	73957908	.	-	.	LOC_00017368	geneID=LOC_00017368	protein_coding	LSM12:_Protein_LSM12_(Gallus_gallus)	chr6	7770	34.5776501432	30.0847110699	32.4898555803	32.3840722645	5.0172125094
chr6	EviAnn	gene	73962157	73984653	.	+	.	LOC_00017369	geneID=LOC_00017369	protein_coding	G6pc3:_Glucose-6-phosphatase_3_(Mus_musculus)	chr6	5778	4.7574089603	2.0768272508	2.7157937353	3.1833433155	1.6705427564
chr6	EviAnn	gene	73981309	74126917	.	-	.	LOC_00017370	geneID=LOC_00017370	protein_coding	HDAC5:_Histone_deacetylase_5_(Cricetulus_griseus)	chr6	18361	83.3430754905	74.3352496821	69.3449549702	75.6744267143	6.2417339356
chr6	EviAnn	gene	74130600	74176502	.	-	.	LOC_00017371	geneID=LOC_00017371	protein_coding	Ccdc47:_PAT_complex_subunit_CCDC47_(Rattus_norvegicus)	chr6	10729	67.6828608846	46.1027310819	54.8590041445	56.2148653703	5.8128797798
chr6	EviAnn	gene	74176624	74222010	.	+	.	LOC_00017372	geneID=LOC_00017372	protein_coding	DDX42:_ATP-dependent_RNA_helicase_DDX42_(Gallus_gallus)	chr6	22609	82.5061059656	56.4832674561	65.0705622956	68.0199785724	6.0878866465
chr6	EviAnn	gene	74206111	74240402	.	-	.	LOC_00017373	geneID=LOC_00017373	protein_coding	PTH1R:_Parathyroid_hormone/parathyroid_hormone-related_peptide_receptor_(Didelphis_virginiana)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	74280037	74302506	.	+	.	LOC_00017374	geneID=LOC_00017374	protein_coding	Arl5c:_ADP-ribosylation_factor-like_protein_5C_(Mus_musculus)	chr6	2622	1.0939531976	1.4645196467	0.7349618841	1.0978115761	0.1346304573
chr6	EviAnn	gene	74308134	74403704	.	+	.	LOC_00017375	geneID=LOC_00017375	protein_coding	Plxdc1:_Plexin_domain-containing_protein_1_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	74359245	74359358	.	+	.	LOC_00017376	geneID=LOC_00017376	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	74421164	74443649	.	+	.	LOC_00017377	geneID=LOC_00017377	protein_coding	FBXO47:_F-box_only_protein_47_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	74453059	74453136	.	-	.	LOC_00017378	geneID=LOC_00017378	protein_coding	function_unknown	chr6	78	6.1289429148	0	10.5882970329	5.5724133159	2.4783022692
chr6	EviAnn	gene	74456058	74518104	.	-	.	LOC_00017379	geneID=LOC_00017379	protein_coding	Lasp1:_LIM_and_SH3_domain_protein_1_(Mus_musculus)	chr6	5237	86.8116722425	78.1357376076	58.612704026	74.5200379587	6.219556504
chr6	EviAnn	gene	74518103	74544119	.	+	.	LOC_00017380	geneID=LOC_00017380	protein_coding	function_unknown	chr6	3283	6.2614908731	3.289648818	5.2828603533	4.9446666814	2.3058732726
chr6	EviAnn	gene	74548363	74562853	.	+	.	LOC_00017381	geneID=LOC_00017381	protein_coding	IRF3:_Interferon_regulatory_factor_3_(Bos_taurus)	chr6	8051	118.9948236117	93.0957948845	127.0990189859	113.063212494	6.8209857841
chr6	EviAnn	gene	74561559	74590068	.	-	.	LOC_00017382	geneID=LOC_00017382	protein_coding	function_unknown	chr6	28510	14.3450800337	9.5713049674	11.7804553449	11.898946782	3.572761976
chr6	EviAnn	gene	74562988	74590329	.	-	.	LOC_00017383	geneID=LOC_00017383	protein_coding	Scaf1:_Splicing_factor,_arginine/serine-rich_19_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	74591412	74616741	.	+	.	LOC_00017384	geneID=LOC_00017384	protein_coding	Rras2:_Ras-related_protein_R-Ras2_(Mus_musculus)	chr6	3084	23.9493810202	18.8325402132	10.8011616296	17.861027621	4.1587431821
chr6	EviAnn	gene	74618239	74666881	.	-	.	LOC_00017385	geneID=LOC_00017385	protein_coding	Prr12:_Proline-rich_protein_12_(Mus_musculus)	chr6	10104	19.6351823191	9.3823507575	12.0973179877	13.7049503548	3.776625197
chr6	EviAnn	gene	74674056	74709887	.	-	.	LOC_00017386	geneID=LOC_00017386	protein_coding	Prrg2:_Transmembrane_gamma-carboxyglutamic_acid_protein_2_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	74717230	74739109	.	+	.	LOC_00017387	geneID=LOC_00017387	protein_coding	nosip:_Nitric_oxide_synthase-interacting_protein_(Xenopus_tropicalis)	chr6	5334	127.5805996735	106.6358515787	107.9712508839	114.0625673787	6.8336816009
chr6	EviAnn	gene	74741085	74756902	.	-	.	LOC_00017388	geneID=LOC_00017388	protein_coding	Rcn1:_Reticulocalbin-1_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	74781757	74808631	.	+	.	LOC_00017389	geneID=LOC_00017389	protein_coding	PAX6:_Paired_box_protein_Pax-6_(Coturnix_japonica)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	74840165	74847638	.	-	.	LOC_00017390	geneID=LOC_00017390	protein_coding	function_unknown	chr6	5767	8.4967745108	4.6609664635	8.0674487884	7.0750632542	2.8227430463
chr6	EviAnn	gene	74869630	74918979	.	+	.	LOC_00017391	geneID=LOC_00017391	protein_coding	CPT1A:_Carnitine_O-palmitoyltransferase_1,_liver_isoform_(Homo_sapiens)	chr6	3661	44.7893304404	29.9587975399	25.6421309735	33.4634196513	5.0645129779
chr6	EviAnn	gene	74920662	74954986	.	-	.	LOC_00017392	geneID=LOC_00017392	protein_coding	Tsks:_Testis-specific_serine_kinase_substrate_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	74999669	75013068	.	-	.	LOC_00017393	geneID=LOC_00017393	protein_coding	fuz:_Protein_fuzzy_homolog_(Xenopus_tropicalis)	chr6	3802	16.7860816864	11.8673470632	14.0471778627	14.2335355374	3.8312221593
chr6	EviAnn	gene	75012905	75042339	.	+	.	LOC_00017394	geneID=LOC_00017394	protein_coding	med25:_Mediator_of_RNA_polymerase_II_transcription_subunit_25_(Xenopus_laevis)	chr6	4336	33.2964435657	28.2839156542	28.3168571019	29.9657387739	4.9052420374
chr6	EviAnn	gene	75041634	75042925	.	-	.	LOC_00017395	geneID=LOC_00017395	protein_coding	lhb:_Lutropin_subunit_beta_(Aquarana_catesbeiana)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	75055052	75072303	.	-	.	LOC_00017396	geneID=LOC_00017396	protein_coding	SAXO3:_Stabilizer_of_axonemal_microtubules_3_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	75067463	75072303	.	-	.	LOC_00017397	geneID=LOC_00017397	protein_coding	BDNF:_Neurotrophic_factor_BDNF_precursor_form_(Fragment)_(Macaca_mulatta)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	75079563	75094521	.	-	.	LOC_00017398	geneID=LOC_00017398	protein_coding	ntf4:_Neurotrophin-4_(Xenopus_laevis)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	75145909	75170948	.	-	.	LOC_00017399	geneID=LOC_00017399	protein_coding	Kcna3:_Potassium_voltage-gated_channel_subfamily_A_member_3_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	75187143	75208088	.	+	.	LOC_00017400	geneID=LOC_00017400	protein_coding	SNRNP70:_U1_small_nuclear_ribonucleoprotein_70_kDa_(Bos_taurus)	chr6	8547	347.2866867347	239.4646406606	300.902380124	295.8845691731	8.2088906495
chr6	EviAnn	gene	75208140	75220425	.	+	.	LOC_00017401	geneID=LOC_00017401	protein_coding	LIN7B:_Protein_lin-7_homolog_B_(Homo_sapiens)	chr6	3798	42.0408690933	31.5321433364	30.4434448656	34.6721524317	5.1157054961
chr6	EviAnn	gene	75241415	75314684	.	+	.	LOC_00017402	geneID=LOC_00017402	protein_coding	PPFIA3:_Liprin-alpha-3_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	75320878	75329539	.	-	.	LOC_00017403	geneID=LOC_00017403	protein_coding	HRC:_Sarcoplasmic_reticulum_histidine-rich_calcium-binding_protein_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	75335813	75385571	.	+	.	LOC_00017404	geneID=LOC_00017404	protein_coding	Trpm4:_Transient_receptor_potential_cation_channel_subfamily_M_member_4_(Mus_musculus)	chr6	3591	4.1934872575	1.0024985677	2.2232180348	2.4730679533	1.3063018817
chr6	EviAnn	gene	75398902	75414520	.	+	.	LOC_00017405	geneID=LOC_00017405	protein_coding	PNKP:_Bifunctional_polynucleotide_phosphatase/kinase_(Homo_sapiens)	chr6	3514	21.0867728628	10.3129543886	13.0832059525	14.8276444013	3.8902175167
chr6	EviAnn	gene	75415270	75429103	.	-	.	LOC_00017406	geneID=LOC_00017406	protein_coding	ruvbl2:_RuvB-like_2_(Xenopus_laevis)	chr6	1789	76.4250746469	65.4662384927	78.018407763	73.3032403009	6.1958050676
chr6	EviAnn	gene	75430530	75441863	.	-	.	LOC_00017407	geneID=LOC_00017407	protein_coding	BCL2L12:_Bcl-2-like_protein_12_(Homo_sapiens)	chr6	2654	28.189904356	156.8036188421	137.3366756071	107.4433996017	6.7474330485
chr6	EviAnn	gene	75447268	75474648	.	+	.	LOC_00017408	geneID=LOC_00017408	protein_coding	NR1H2:_Oxysterols_receptor_LXR-beta_(Homo_sapiens)	chr6	7806	88.127698007	61.8903779448	71.7334742876	73.9171834131	6.2078378793
chr6	EviAnn	gene	75501995	75535888	.	+	.	LOC_00017409	geneID=LOC_00017409	protein_coding	Pold1:_DNA_polymerase_delta_catalytic_subunit_(Rattus_norvegicus)	chr6	3695	6.3395994101	6.1704532948	3.2037120657	5.2379215902	2.3889944632
chr6	EviAnn	gene	75543531	75559206	.	+	.	LOC_00017410	geneID=LOC_00017410	protein_coding	Transcription_factor_Spi-B-like_(Paleosuchus_palpebrosus)	chr6	2395	12.1759959869	24.0499197091	10.3451419862	15.5236858941	3.956399242
chr6	EviAnn	gene	75583318	75658381	.	+	.	LOC_00017411	geneID=LOC_00017411	protein_coding	MYBPC2:_Myosin-binding_protein_C,_fast-type_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	75612698	75612739	.	-	.	LOC_00017412	geneID=LOC_00017412	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	75658573	75667528	.	-	.	LOC_00017413	geneID=LOC_00017413	protein_coding	GARIN5A:_Golgi-associated_RAB2_interactor_protein_5A_(Bos_taurus)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	75669336	75688275	.	+	.	LOC_00017414	geneID=LOC_00017414	protein_coding	emc10:_ER_membrane_protein_complex_subunit_10_(Xenopus_tropicalis)	chr6	8372	15.5317311133	11.1800383741	12.4955058152	13.0690917675	3.7080869799
chr6	EviAnn	gene	75689456	75726076	.	-	.	LOC_00017415	geneID=LOC_00017415	protein_coding	P65-C:_Synaptotagmin-C_(Diplobatis_ommata)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	75782821	75793024	.	+	.	LOC_00017416	geneID=LOC_00017416	protein_coding	C19orf81:_Putative_uncharacterized_protein_C19orf81_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	75805046	75920569	.	-	.	LOC_00017417	geneID=LOC_00017417	protein_coding	Shank1:_SH3_and_multiple_ankyrin_repeat_domains_protein_1_(Rattus_norvegicus)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	75959849	75979771	.	-	.	LOC_00017418	geneID=LOC_00017418	protein_coding	ZBED1:_E3_SUMO-protein_ligase_ZBED1_(Homo_sapiens)	chr6	2998	4.7040352391	4.4829542353	9.5499516935	6.245647056	2.6428510444
chr6	EviAnn	gene	76244614	76246563	.	+	.	LOC_00017419	geneID=LOC_00017419	protein_coding	LRRC4B:_Leucine-rich_repeat-containing_protein_4B_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	76324708	76345860	.	+	.	LOC_00017420	geneID=LOC_00017420	protein_coding	aspdh:_Aspartate_dehydrogenase_domain-containing_protein_(Xenopus_tropicalis)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	76347526	76363891	.	+	.	LOC_00017421	geneID=LOC_00017421	protein_coding	JOSD2:_Josephin-2_(Homo_sapiens)	chr6	7995	35.6973553184	29.988512688	33.6415161013	33.1091280359	5.0491571112
chr6	EviAnn	gene	76364200	76408540	.	+	.	LOC_00017422	geneID=LOC_00017422	protein_coding	rbfox1l:_RNA_binding_protein_fox-1_homolog_1-like_(Danio_rerio)	chr6	2490	2.0159053202	1.4457720307	0.5528026563	1.3381600024	0.4202506278
chr6	EviAnn	gene	76640026	76651010	.	+	.	LOC_00017423	geneID=LOC_00017423	protein_coding	THAP7:_THAP_domain-containing_protein_7_(Homo_sapiens)	chr6	1535	17.9076931419	22.5144850958	19.548686509	19.9902882489	4.32122737
chr6	EviAnn	gene	76652646	76655856	.	-	.	XLOC_017781U_lncRNA	geneID=XLOC_017781U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	76661484	76665952	.	+	.	LOC_00017424	geneID=LOC_00017424	protein_coding	BTN2A1:_Butyrophilin_subfamily_2_member_A1_(Homo_sapiens)	chr6	909	2.6295794684	3.4323168782	3.9371225491	3.3330062986	1.7368240438
chr6	EviAnn	gene	76683031	76684039	.	+	.	LOC_00017425	geneID=LOC_00017425	protein_coding	OR13H1:_Olfactory_receptor_13H1_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	76704173	76705117	.	+	.	LOC_00017426	geneID=LOC_00017426	protein_coding	OR5V1:_Olfactory_receptor_5V1_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	76719481	76720428	.	+	.	LOC_00017427	geneID=LOC_00017427	protein_coding	OR6N2:_Olfactory_receptor_6N2_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	76721492	76751317	.	-	.	LOC_00017428	geneID=LOC_00017428	protein_coding	SLC27A2:_Long-chain_fatty_acid_transport_protein_2_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	76764883	76801488	.	-	.	LOC_00017429	geneID=LOC_00017429	protein_coding	SLC27A2:_Long-chain_fatty_acid_transport_protein_2_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	76828578	76838498	.	+	.	LOC_00017430	geneID=LOC_00017430	protein_coding	ZBTB45:_Zinc_finger_and_BTB_domain-containing_protein_45_(Homo_sapiens)	chr6	8283	23.5190692439	15.2407377319	23.0327098804	20.5975056187	4.3643977309
chr6	EviAnn	gene	76841712	76874665	.	-	.	LOC_00017431	geneID=LOC_00017431	protein_coding	ZNF3:_Zinc_finger_protein_3_(Homo_sapiens)	chr6	15550	11.1444283547	5.8649067329	8.2500197332	8.4197849403	3.0737833842
chr6	EviAnn	gene	76873058	76883076	.	-	.	LOC_00017432	geneID=LOC_00017432	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr6	EviAnn	gene	76875563	76883264	.	-	.	LOC_00017433	geneID=LOC_00017433	protein_coding	ZNF3:_Zinc_finger_protein_3_(Homo_sapiens)	chr6	6095	33.373828777600004	22.7988405184	19.9640212473	25.3788968477	4.6655574554
