Chromosome	Source	Type	Start	Stop	Score	Strand	Phase	Name	GeneID	BioType	Function	Chr	length	TPM_SRR6344890	TPM_SRR6344891	TPM_SRR6344901	Fmean	log_2
chr9	EviAnn	gene	36577385	36789711	.	-	.	LOC_00021469	geneID=LOC_00021469	protein_coding	AMMECR1:_Nuclear_protein_AMMECR1_(Pongo_abelii)	chr9	5961	50.4245992446	42.5998652041	57.671325415	50.2319299546	5.6505328006
chr9	EviAnn	gene	36827553	36893555	.	-	.	LOC_00021470	geneID=LOC_00021470	protein_coding	CHRDL1:_Chordin-like_protein_1_(Gallus_gallus)	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	37047746	37177082	.	+	.	LOC_00021471	geneID=LOC_00021471	protein_coding	PAK3:_Serine/threonine-protein_kinase_PAK_3_(Pongo_pygmaeus)	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	37207869	37323467	.	-	.	LOC_00021472	geneID=LOC_00021472	protein_coding	CAPN5:_Calpain-5_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	37382650	37538076	.	-	.	LOC_00021473	geneID=LOC_00021473	protein_coding	DCX:_Neuronal_migration_protein_doublecortin_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	37627201	37637798	.	+	.	LOC_00021474	geneID=LOC_00021474	protein_coding	SERTM2:_Serine-rich_and_transmembrane_domain-containing_2_(Mus_musculus)	chr9	1562	3.7944622327	0.4503385398	5.7017834648	3.3155280791	1.7292386732
chr9	EviAnn	gene	37673364	37709887	.	+	.	LOC_00021476	geneID=LOC_00021476	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	37673404	37713256	.	+	.	LOC_00021475	geneID=LOC_00021475	protein_coding	Alg13:_UDP-N-acetylglucosamine_transferase_subunit_ALG13_(Rattus_norvegicus)	chr9	5721	3.4039965584	2.336155774	2.2313464324	2.6571662549	1.4098884979
chr9	EviAnn	gene	37673672	37682675	.	+	.	XLOC_019803U_lncRNA	geneID=XLOC_019803U_lncRNA	lncRNA	function_unknown	chr9	1435	40.909427628	34.5586970996	79.6488158471	51.7056468582	5.6922499431
chr9	EviAnn	gene	37818347	38038441	.	-	.	LOC_00021477	geneID=LOC_00021477	protein_coding	TRPC5:_Short_transient_receptor_potential_channel_5_(Bos_taurus)	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	38371521	38431665	.	+	.	LOC_00021478	geneID=LOC_00021478	protein_coding	LAS1L:_Ribosomal_biogenesis_protein_LAS1L_(Homo_sapiens)	chr9	2428	180.5239146802	167.6003131344	188.1743534197	178.7661937448	7.4819301258
chr9	EviAnn	gene	38437425	38485715	.	-	.	LOC_00021479	geneID=LOC_00021479	protein_coding	ZC3H12B:_Probable_ribonuclease_ZC3H12B_(Homo_sapiens)	chr9	4105	9.2818079116	10.3672210345	17.2844368616	12.3111552692	3.6218942444
chr9	EviAnn	gene	38499512	38522093	.	+	.	LOC_00021480	geneID=LOC_00021480	protein_coding	Zc4h2:_Zinc_finger_C4H2_domain-containing_protein_(Mus_musculus)	chr9	10034	9.9854174506	10.3228912368	8.8168339647	9.708380884	3.2792307101
chr9	EviAnn	gene	38713949	38733695	.	-	.	LOC_00021481	geneID=LOC_00021481	protein_coding	C8orf48:_Uncharacterized_protein_C8orf48_(Homo_sapiens)	chr9	2057	2.7441489027	1.1968890602	1.4432321783	1.7947567137	0.8437882944
chr9	EviAnn	gene	38843873	38847652	.	-	.	LOC_00021482	geneID=LOC_00021482	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	38873743	38876601	.	-	.	LOC_00021483	geneID=LOC_00021483	protein_coding	shisa1:_Protein_shisa-1_(Xenopus_laevis)	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	38953057	39002257	.	+	.	LOC_00021484	geneID=LOC_00021484	protein_coding	MTMR8:_Phosphatidylinositol-3,5-bisphosphate_3-phosphatase_MTMR8_(Gallus_gallus)	chr9	11004	76.5606695942	73.1619647938	97.2309872842	82.3178738908	6.3631338156
chr9	EviAnn	gene	39022545	39040379	.	+	.	LOC_00021485	geneID=LOC_00021485	protein_coding	Asb12:_Ankyrin_repeat_and_SOCS_box_protein_12_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	39064714	39086719	.	+	.	LOC_00021486	geneID=LOC_00021486	protein_coding	AMER1:_APC_membrane_recruitment_protein_1_(Homo_sapiens)	chr9	4828	18.0635534021	17.5565804254	14.0196793428	16.5466043901	4.0484632798
chr9	EviAnn	gene	39160229	39252613	.	+	.	LOC_00021487	geneID=LOC_00021487	protein_coding	function_unknown	chr9	24900	35.9652177738	19.895169951	48.4534658332	34.7712845193	5.1198244589
chr9	EviAnn	gene	39236185	39248914	.	-	.	LOC_00021488	geneID=LOC_00021488	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	39267059	39297755	.	+	.	LOC_00021489	geneID=LOC_00021489	protein_coding	CFDP2:_Craniofacial_development_protein_2_(Bos_taurus)	chr9	30697	17.6345604029	6.473552326	26.6244577975	16.9108568421	4.0798778552
chr9	EviAnn	gene	39311741	39527168	.	+	.	LOC_00021490	geneID=LOC_00021490	protein_coding	ARHGEF9:_Rho_guanine_nucleotide_exchange_factor_9_(Bos_taurus)	chr9	3059	31.1852473194	20.5233802947	39.0136938034	30.2407738058	4.9184231508
chr9	EviAnn	gene	39339636	39369558	.	+	.	LOC_00021491	geneID=LOC_00021491	protein_coding	function_unknown	chr9	29923	11.7712185234	5.1835060056	16.6180543039	11.1909262777	3.4842575486
chr9	EviAnn	gene	39369970	39384714	.	-	.	LOC_00021492	geneID=LOC_00021492	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	39763553	39958169	.	+	.	LOC_00021493	geneID=LOC_00021493	protein_coding	kdrl:_Vascular_endothelial_growth_factor_receptor_kdr-like_(Danio_rerio)	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	40032825	40056464	.	+	.	LOC_00021494	geneID=LOC_00021494	protein_coding	Cdx4:_Homeobox_protein_CDX-4_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	40093790	40123171	.	+	.	LOC_00021495	geneID=LOC_00021495	protein_coding	CHIC1:_Cysteine-rich_hydrophobic_domain-containing_protein_1_(Homo_sapiens)	chr9	5282	20.7321956233	20.4090237533	25.4044930515	22.1819041427	4.4713113098
chr9	EviAnn	gene	40131908	40175732	.	+	.	LOC_00021496	geneID=LOC_00021496	protein_coding	fip1l1:_Pre-mRNA_3'-end-processing_factor_FIP1_(Danio_rerio)	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	40176809	40241498	.	-	.	LOC_00021497	geneID=LOC_00021497	protein_coding	LNX2:_Ligand_of_Numb_protein_X_2_(Homo_sapiens)	chr9	5139	2.9656992782	3.3877919397	8.6075220862	4.9870044347	2.3181734859
chr9	EviAnn	gene	40328907	40356737	.	-	.	LOC_00021498	geneID=LOC_00021498	protein_coding	zgc:110179:_Ras-like_protein_family_member_11A-like_(Danio_rerio)	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	40369226	40437323	.	+	.	LOC_00021499	geneID=LOC_00021499	protein_coding	USP12:_Ubiquitin_carboxyl-terminal_hydrolase_12_(Bos_taurus)	chr9	3622	130.6762267972	106.9611847362	121.4703415617	119.702584365	6.90331049
chr9	EviAnn	gene	40499057	40500166	.	+	.	LOC_00021500	geneID=LOC_00021500	protein_coding	GPR12:_G-protein_coupled_receptor_12_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	40528086	40550649	.	-	.	LOC_00021501	geneID=LOC_00021501	protein_coding	WASF3:_Actin-binding_protein_WASF3_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	40641349	40781246	.	+	.	LOC_00021502	geneID=LOC_00021502	protein_coding	Slc16a2:_Monocarboxylate_transporter_8_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	40810525	40837782	.	-	.	LOC_00021503	geneID=LOC_00021503	protein_coding	rnf12-a:_E3_ubiquitin-protein_ligase_RNF12-A_(Xenopus_laevis)	chr9	22192	27.9793877171	26.7526093392	37.8716232884	30.8678734483	4.948034191
chr9	EviAnn	gene	40888957	40896536	.	-	.	LOC_00021504	geneID=LOC_00021504	protein_coding	NEXMIF:_Neurite_extension_and_migration_factor_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	41348740	41441165	.	-	.	LOC_00021505	geneID=LOC_00021505	protein_coding	ABCB7:_Iron-sulfur_clusters_transporter_ABCB7,_mitochondrial_(Homo_sapiens)	chr9	10962	146.98811301840001	131.6923693661	140.9347161632	139.8717328492	7.1279606226
chr9	EviAnn	gene	41442734	41478907	.	+	.	LOC_00021508	geneID=LOC_00021508	protein_coding	CFDP2:_Craniofacial_development_protein_2_(Bos_taurus)	chr9	26595	11.5250229782	6.5198420373	11.9776114976	10.007492171	3.323008582
chr9	EviAnn	gene	41442797	41478907	.	+	.	LOC_00021506	geneID=LOC_00021506	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	41442797	41478907	.	+	.	LOC_00021507	geneID=LOC_00021507	protein_coding	UPRT:_Uracil_phosphoribosyltransferase_homolog_(Gallus_gallus)	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	41481035	41526720	.	-	.	LOC_00021509	geneID=LOC_00021509	protein_coding	zdhhc15b:_Palmitoyltransferase_ZDHHC15B_(Danio_rerio)	chr9	18472	71.3992796955	55.1505391037	84.5200501207	70.3566229733	6.1366143319
chr9	EviAnn	gene	41824110	41826445	.	+	.	LOC_00021510	geneID=LOC_00021510	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	41907315	41927755	.	+	.	LOC_00021511	geneID=LOC_00021511	protein_coding	FGF16:_Fibroblast_growth_factor_16_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	41937339	42075758	.	-	.	LOC_00021512	geneID=LOC_00021512	protein_coding	ATRX:_Transcriptional_regulator_ATRX_(Pan_troglodytes)	chr9	11251	88.9026195628	71.0087333214	127.6835627964	95.8649718935	6.58293186
chr9	EviAnn	gene	42087963	42109198	.	-	.	LOC_00021513	geneID=LOC_00021513	protein_coding	MAGT1:_Dolichyl-diphosphooligosaccharide--protein_glycosyltransferase_subunit_MAGT1_(Gallus_gallus)	chr9	3579	99.6775477259	85.8403263524	74.4877975528	86.6685572104	6.4374367829
chr9	EviAnn	gene	42124357	42130188	.	+	.	LOC_00021514	geneID=LOC_00021514	protein_coding	Cox7b:_Cytochrome_c_oxidase_subunit_7B,_mitochondrial_(Mus_musculus)	chr9	1339	97.1700257291	133.0420786982	100.213989767	110.1420313981	6.7832213119
chr9	EviAnn	gene	42137211	42214453	.	+	.	LOC_00021515	geneID=LOC_00021515	protein_coding	ATP7A:_Copper-transporting_ATPase_1_(Homo_sapiens)	chr9	14493	55.1501789743	40.5394952366	63.0903474729	52.9266738946	5.7259230875
chr9	EviAnn	gene	42219434	42294253	.	-	.	LOC_00021516	geneID=LOC_00021516	protein_coding	AMOT:_Angiomotin_(Homo_sapiens)	chr9	14593	11.0240771156	20.3055836106	23.7205340692	18.3500649318	4.1977132629
chr9	EviAnn	gene	42295754	42327776	.	-	.	LOC_00021517	geneID=LOC_00021517	protein_coding	PGK:_Phosphoglycerate_kinase_(Gallus_gallus)	chr9	3436	118.7755655927	111.8812103371	122.9482184085	117.8683314461	6.8810323406
chr9	EviAnn	gene	42497088	42505716	.	+	.	LOC_00021518	geneID=LOC_00021518	protein_coding	Gpr83:_G-protein_coupled_receptor_83_(Rattus_norvegicus)	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	42574295	42639611	.	-	.	LOC_00021519	geneID=LOC_00021519	protein_coding	HEPH:_Hephaestin_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	42644290	42693390	.	+	.	LOC_00021520	geneID=LOC_00021520	protein_coding	HSF3:_Heat_shock_factor_protein_3_(Gallus_gallus)	chr9	7670	60.2372705181	53.5596373775	68.0059469856	60.6009516271	5.9212685436
chr9	EviAnn	gene	42696867	42735549	.	+	.	LOC_00021521	geneID=LOC_00021521	protein_coding	VSIG4:_V-set_and_immunoglobulin_domain-containing_protein_4_(Homo_sapiens)	chr9	7846	24.1011889896	13.6947169342	44.1185003405	27.3048020881	4.7710827947
chr9	EviAnn	gene	42835983	42918393	.	+	.	LOC_00021522	geneID=LOC_00021522	protein_coding	Arhgap20:_Rho_GTPase-activating_protein_20_(Rattus_norvegicus)	chr9	6314	15.8237952145	12.3941168676	22.6627681454	16.9602267425	4.0840835524
chr9	EviAnn	gene	42968915	42984401	.	-	.	LOC_00021524	geneID=LOC_00021524	protein_coding	function_unknown	chr9	13438	4.5786118316	2.1331093588	5.368366182	4.0266957908	2.0095964835
chr9	EviAnn	gene	42968915	42991369	.	-	.	LOC_00021523	geneID=LOC_00021523	protein_coding	FDX1:_Adrenodoxin,_mitochondrial_(Fragment)_(Gallus_gallus)	chr9	7191	3.7286042124	2.9101664266	3.2201478247	3.2863061546	1.716466889
chr9	EviAnn	gene	42969905	42983155	.	-	.	LOC_00021525	geneID=LOC_00021525	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	43008801	43081381	.	-	.	LOC_00021526	geneID=LOC_00021526	protein_coding	MSN:_Moesin_(Homo_sapiens)	chr9	1831	103.5840525622	87.4003559801	141.7077437597	110.8973841006	6.7930815247
chr9	EviAnn	gene	43093362	43101444	.	+	.	LOC_00021527	geneID=LOC_00021527	protein_coding	function_unknown	chr9	6606	15.46614119	6.5753448903	10.4260525739	10.8225128848	3.435963613
chr9	EviAnn	gene	43139520	43151066	.	-	.	LOC_00021528	geneID=LOC_00021528	protein_coding	Kcnc1:_Voltage-gated_potassium_channel_KCNC1_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	43159172	43172538	.	-	.	LOC_00021529	geneID=LOC_00021529	protein_coding	Kcnc1:_Voltage-gated_potassium_channel_KCNC1_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	43217127	43377288	.	+	.	LOC_00021530	geneID=LOC_00021530	protein_coding	OPHN1:_Oligophrenin-1_(Pongo_pygmaeus)	chr9	5552	43.1080486345	36.3624037008	73.2022593771	50.8909039042	5.669335911
chr9	EviAnn	gene	43446637	43737772	.	-	.	LOC_00021531	geneID=LOC_00021531	protein_coding	AR:_Androgen_receptor_(Papio_hamadryas)	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	43716984	43717043	.	-	.	LOC_00021532	geneID=LOC_00021532	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	43927271	43931220	.	+	.	LOC_00021533	geneID=LOC_00021533	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	44153360	44153434	.	-	.	LOC_00021534	geneID=LOC_00021534	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	44237496	44279733	.	+	.	LOC_00021535	geneID=LOC_00021535	protein_coding	EDA2R:_Tumor_necrosis_factor_receptor_superfamily_member_27_(Homo_sapiens)	chr9	25318	27.568090778	38.4040784257	56.3657411143	40.7793034393	5.3497652274
chr9	EviAnn	gene	44282478	44292843	.	+	.	LOC_00021536	geneID=LOC_00021536	protein_coding	yipf6:_Protein_YIPF6_(Xenopus_tropicalis)	chr9	4041	203.3130822398	188.3469340872	204.9678982418	198.875971523	7.635725168
chr9	EviAnn	gene	44389059	44494333	.	+	.	LOC_00021537	geneID=LOC_00021537	protein_coding	Stard13:_StAR-related_lipid_transfer_protein_13_(Mus_musculus)	chr9	5637	5.0068425518	2.2461803059	4.9505142367	4.0678456981	2.0242649558
chr9	EviAnn	gene	44389129	44466179	.	+	.	XLOC_019829U_lncRNA	geneID=XLOC_019829U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	44495947	44524185	.	-	.	LOC_00021538	geneID=LOC_00021538	protein_coding	RXFP1:_Relaxin_receptor_1_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	44511377	44516422	.	+	.	XLOC_019830U_lncRNA	geneID=XLOC_019830U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	45107032	45125659	.	+	.	XLOC_019831U_lncRNA	geneID=XLOC_019831U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	46029919	46030014	.	+	.	LOC_00021539	geneID=LOC_00021539	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	46692768	46847564	.	-	.	LOC_00021540	geneID=LOC_00021540	protein_coding	EFNB1:_Ephrin-B1_(Gallus_gallus)	chr9	21850	20.0600487343	14.9297531163	29.6057647554	21.5318555353	4.4284007458
chr9	EviAnn	gene	47007747	47007827	.	+	.	LOC_00021541	geneID=LOC_00021541	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	47020792	47025663	.	-	.	XLOC_020000U_lncRNA	geneID=XLOC_020000U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	47068744	47074214	.	+	.	XLOC_019836U_lncRNA	geneID=XLOC_019836U_lncRNA	lncRNA	function_unknown	chr9	361	2.3454491522	1.4614171727	13.1577998478	5.6548887242	2.4994986354
chr9	EviAnn	gene	47094713	47266610	.	-	.	LOC_00021542	geneID=LOC_00021542	protein_coding	EDA:_Ectodysplasin-A_(Bos_taurus)	chr9	3585	12.911201451	6.1317015265	25.0085365239	14.6838131671	3.8761547581
chr9	EviAnn	gene	47347452	47477636	.	-	.	LOC_00021543	geneID=LOC_00021543	protein_coding	nalf2:_NALCN_channel_auxiliary_factor_2_(Xenopus_tropicalis)	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	47526331	47539193	.	-	.	LOC_00021544	geneID=LOC_00021544	protein_coding	function_unknown	chr9	2718	30.8403264347	17.1457534737	36.6995145866	28.2285314983	4.8190821739
chr9	EviAnn	gene	47542460	47570473	.	+	.	LOC_00021545	geneID=LOC_00021545	protein_coding	IGBP1:_Immunoglobulin-binding_protein_1_(Homo_sapiens)	chr9	1646	321.6732689391	312.5044406778	318.6964410512	317.6247168894	8.3111793741
chr9	EviAnn	gene	47574615	47658330	.	+	.	LOC_00021546	geneID=LOC_00021546	protein_coding	dgat2:_Diacylglycerol_O-acyltransferase_2_(Danio_rerio)	NA	NA	NA	NA	NA	NA	NA
chr9	EviAnn	gene	47738696	47794166	.	+	.	LOC_00021547	geneID=LOC_00021547	protein_coding	arr3:_Arrestin-C_(Lithobates_pipiens)	chr9	1083	1.3030273068	0.6495187434	1.644724981	1.1990903437	0.2619403606
chrZ	EviAnn	gene	374768	387229	.	-	.	LOC_00019012	geneID=LOC_00019012	protein_coding	CDCA8:_Borealin_(Pongo_abelii)	chrZ	2939	5.6658411582	7.3597943426	3.2323686595	5.4193347201	2.4381157566
chrZ	EviAnn	gene	385689	411297	.	+	.	LOC_00019013	geneID=LOC_00019013	protein_coding	ZNF665:_Zinc_finger_protein_665_(Pongo_abelii)	chrZ	15621	58.6839255596	56.2436828692	62.1264564553	59.018021628	5.8830836552
chrZ	EviAnn	gene	412862	422502	.	-	.	LOC_00019014	geneID=LOC_00019014	protein_coding	ZKSCAN1:_Zinc_finger_protein_with_KRAB_and_SCAN_domains_1_(Homo_sapiens)	chrZ	4711	4.6130651725	2.2397435761	5.8605765004	4.237795083	2.0833138284
chrZ	EviAnn	gene	445140	472207	.	+	.	LOC_00019016	geneID=LOC_00019016	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chrZ	EviAnn	gene	445456	480291	.	+	.	LOC_00019015	geneID=LOC_00019015	protein_coding	ADAMTSL5:_ADAMTS-like_protein_5_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chrZ	EviAnn	gene	482537	483574	.	-	.	LOC_00019017	geneID=LOC_00019017	protein_coding	FUT3:_3-galactosyl-N-acetylglucosaminide_4-alpha-L-fucosyltransferase_FUT3_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chrZ	EviAnn	gene	490099	494021	.	-	.	LOC_00019018	geneID=LOC_00019018	protein_coding	Klhl21:_Kelch-like_protein_21_(Rattus_norvegicus)	chrZ	1644	1.3734098036	2.7811965902	1.8057959797	1.9868007912	0.9904472264
chrZ	EviAnn	gene	494449	500920	.	-	.	LOC_00019019	geneID=LOC_00019019	protein_coding	LSM7:_U6_snRNA-associated_Sm-like_protein_LSm7_(Homo_sapiens)	chrZ	3200	49.6558460453	71.4419874105	60.8589361086	60.6522565215	5.9224894156
chrZ	EviAnn	gene	501508	524083	.	+	.	LOC_00019020	geneID=LOC_00019020	protein_coding	SPPL2B:_Signal_peptide_peptidase-like_2B_(Gallus_gallus)	chrZ	7376	176.8564903862	185.0601389222	235.4536639829	199.1234310971	7.6375191845
chrZ	EviAnn	gene	539502	555683	.	+	.	LOC_00019021	geneID=LOC_00019021	protein_coding	TMPRSS9:_Transmembrane_protease_serine_9_(Homo_sapiens)	chrZ	3243	2.6108761762	2.4944283657	0.3661706556	1.8238250658	0.8669673585
chrZ	EviAnn	gene	558725	561327	.	-	.	LOC_00019022	geneID=LOC_00019022	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chrZ	EviAnn	gene	559513	561864	.	-	.	LOC_00019023	geneID=LOC_00019023	protein_coding	TIMM13:_Mitochondrial_import_inner_membrane_translocase_subunit_Tim13_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chrZ	EviAnn	gene	623198	625045	.	+	.	LOC_00019024	geneID=LOC_00019024	protein_coding	LINGO3:_Leucine-rich_repeat_and_immunoglobulin-like_domain-containing_nogo_receptor-interacting_protein_3_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chrZ	EviAnn	gene	636110	656522	.	+	.	LOC_00019025	geneID=LOC_00019025	protein_coding	LMNB2:_Lamin-B2_(Gallus_gallus)	chrZ	6390	127.9998593178	187.9387820494	177.2409948886	164.3932120853	7.3610069201
chrZ	EviAnn	gene	676137	677638	.	-	.	XLOC_020163U_lncRNA	geneID=XLOC_020163U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA	NA	NA	NA
chrZ	EviAnn	gene	695646	727805	.	-	.	LOC_00019026	geneID=LOC_00019026	protein_coding	THOP1:_Thimet_oligopeptidase_(Homo_sapiens)	chrZ	13528	20.1537330239	19.0312640802	23.7226168429	20.969204649	4.3902002367
chrZ	EviAnn	gene	716535	748795	.	+	.	LOC_00019027	geneID=LOC_00019027	protein_coding	SGTA:_Small_glutamine-rich_tetratricopeptide_repeat-containing_protein_alpha_(Homo_sapiens)	chrZ	8041	22.3233322366	25.8722879417	25.2901266584	24.4952489456	4.6144300487
chrZ	EviAnn	gene	725067	733038	.	-	.	LOC_00019028	geneID=LOC_00019028	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chrZ	EviAnn	gene	742503	748795	.	+	.	XLOC_020010U_lncRNA	geneID=XLOC_020010U_lncRNA	lncRNA	function_unknown	chrZ	5635	2.8549131739	1.2483208503	2.4761356479	2.193123224	1.1329868743
chrZ	EviAnn	gene	749065	762682	.	+	.	LOC_00019029	geneID=LOC_00019029	protein_coding	SLC39A3:_Zinc_transporter_ZIP3_(Bos_taurus)	chrZ	9703	58.3785508907	56.0394168524	73.828115936	62.7486945597	5.9715135401
chrZ	EviAnn	gene	769763	787408	.	+	.	LOC_00019030	geneID=LOC_00019030	protein_coding	DIRAS1:_GTP-binding_protein_Di-Ras1_(Homo_sapiens)	chrZ	5615	12.8174723481	17.9772097371	24.0036114009	18.2660978287	4.19109656
chrZ	EviAnn	gene	843936	895861	.	+	.	XLOC_020008U_lncRNA	geneID=XLOC_020008U_lncRNA	lncRNA	function_unknown	chrZ	7716	4.7551377532	4.4670828353	5.3480206597	4.8567470827	2.2799903593
chrZ	EviAnn	gene	884876	887086	.	-	.	LOC_00019031	geneID=LOC_00019031	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chrZ	EviAnn	gene	906270	918757	.	-	.	LOC_00019032	geneID=LOC_00019032	protein_coding	function_unknown	chrZ	5583	1.314370156	1.4174411589	1.4888841221	1.406898479	0.4925182283
chrZ	EviAnn	gene	918847	926266	.	+	.	LOC_00019033	geneID=LOC_00019033	protein_coding	GNG7:_Guanine_nucleotide-binding_protein_G(I)/G(S)/G(O)_subunit_gamma-7_(Bos_taurus)	chrZ	4569	2.9032783078	5.3884893782	3.6386255434	3.9767977431	1.9916071897
chrZ	EviAnn	gene	959472	973138	.	+	.	LOC_00019034	geneID=LOC_00019034	protein_coding	FUT3:_3-galactosyl-N-acetylglucosaminide_4-alpha-L-fucosyltransferase_FUT3_(Pongo_pygmaeus)	chrZ	3470	10.817680129	10.1358616588	6.7587769067	9.2374395648	3.2074930206
chrZ	EviAnn	gene	995933	997016	.	+	.	XLOC_020017U_lncRNA	geneID=XLOC_020017U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA	NA	NA	NA
chrZ	EviAnn	gene	1033051	1036914	.	-	.	LOC_00019035	geneID=LOC_00019035	protein_coding	GADD45B:_Growth_arrest_and_DNA_damage-inducible_protein_GADD45_beta_(Homo_sapiens)	chrZ	2641	17.0987180398	30.4970077619	19.8964392483	22.49738835	4.4916856282
chrZ	EviAnn	gene	1064788	1070599	.	+	.	LOC_00019036	geneID=LOC_00019036	protein_coding	CARTPT:_Cocaine-_and_amphetamine-regulated_transcript_protein_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chrZ	EviAnn	gene	1072142	1093909	.	-	.	LOC_00019037	geneID=LOC_00019037	protein_coding	ZP4:_Zona_pellucida_sperm-binding_protein_4_(Sus_scrofa)	chrZ	1691	4.1726155329	3.223875336	5.2668159503	4.2211022731	2.0776197848
chrZ	EviAnn	gene	1097830	1141982	.	+	.	LOC_00019038	geneID=LOC_00019038	protein_coding	Map1b:_Microtubule-associated_protein_1B_(Rattus_norvegicus)	chrZ	29106	75.7709707358	72.9505885433	81.3937131639	76.7050908143	6.2612504255
chrZ	EviAnn	gene	1122048	1122128	.	-	.	LOC_00019039	geneID=LOC_00019039	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chrZ	EviAnn	gene	1133708	1199996	.	+	.	LOC_00019040	geneID=LOC_00019040	protein_coding	FCHO1:_F-BAR_domain_only_protein_1_(Homo_sapiens)	chrZ	3779	404.5702212837	372.2365019946	410.7827944054	395.8631725613	8.6288580484
chrZ	EviAnn	gene	1236227	1237375	.	+	.	LOC_00019041	geneID=LOC_00019041	protein_coding	B3GNT3:_N-acetyllactosaminide_beta-1,3-N-acetylglucosaminyltransferase_3_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chrZ	EviAnn	gene	1244086	1294030	.	-	.	LOC_00019042	geneID=LOC_00019042	protein_coding	Jak3:_Tyrosine-protein_kinase_JAK3_(Mus_musculus)	chrZ	5612	13.4781132439	6.1105049817	19.3612734174	12.9832972143	3.6985849089
