"Chromosome","Source","Type","Start","Stop","Score","Strand","Phase","Name","GeneID","BioType","Function","Length","rna_10","rna_16","rna_KI01","Mmean","value"
"chr7","EviAnn","gene",49861483,49941279,".","-",".","LOC_00019926","geneID=LOC_00019926","protein_coding","slc23a2:_Solute_carrier_family_23_member_2_(Xenopus_tropicalis)",1806.4,60.8233,37.5658,58.1014,52.1635,5.704968767816
"chr7","EviAnn","gene",49973065,50044802,".","-",".","LOC_00019927","geneID=LOC_00019927","protein_coding","CNOT4:_CCR4-NOT_transcription_complex_subunit_4_(Homo_sapiens)",3635,0.582467,0.81043,0.597018,0.663305,-0.592255693920831
"chr7","EviAnn","gene",50054107,50066747,".","-",".","LOC_00019928","geneID=LOC_00019928","protein_coding","POLR3H:_DNA-directed_RNA_polymerase_III_subunit_RPC8_(Homo_sapiens)",5922.14,89.6123,57.9593,72.5376,73.3697333333333,6.19711313649561
"chr7","EviAnn","gene",50068182,50119612,".","+",".","LOC_00019929","geneID=LOC_00019929","protein_coding","NUP205:_Nuclear_pore_complex_protein_Nup205_(Homo_sapiens)",6346,0.977861,0.752559,1.57098,1.10046666666667,0.138115446398926
"chr7","EviAnn","gene",50120366,50133451,".","+",".","LOC_00019930","geneID=LOC_00019930","protein_coding","Arl1:_ADP-ribosylation_factor-like_protein_1_(Rattus_norvegicus)",4592.65,94.3439,53.442,73.0193,73.6017333333333,6.20166783728321
"chr7","EviAnn","gene",50132848,50225689,".","-",".","LOC_00019931","geneID=LOC_00019931","protein_coding","UTP20:_Small_subunit_processome_component_20_homolog_(Homo_sapiens)",10796.5,50.133,31.7566,54.2319,45.3738333333333,5.5037886434315
"chr7","EviAnn","gene",50730653,50774574,".","-",".","LOC_00019938","geneID=LOC_00019938","protein_coding","SCYL2:_SCY1-like_protein_2_(Homo_sapiens)",10690.9,0,1.76011,0,0.586703333333333,-0.769296906236174
"chr7","EviAnn","gene",50777188,50801860,".","-",".","LOC_00019939","geneID=LOC_00019939","protein_coding","ACTR6:_Actin-related_protein_6_(Gallus_gallus)",5967.88,83.0583,42.0754,61.7867,62.3068,5.96131771866508
"chr7","EviAnn","gene",50806852,50862156,".","+",".","LOC_00019940","geneID=LOC_00019940","protein_coding","BLTP3B:_Bridge-like_lipid_transfer_protein_family_member_3B_(Homo_sapiens)",6962.67,0,0.756241,0.394666,0.383635666666667,-1.38219124071717
"chr7","EviAnn","gene",50870426,51451051,".","+",".","LOC_00019941","geneID=LOC_00019941","protein_coding","Anks1b:_Ankyrin_repeat_and_sterile_alpha_motif_domain-containing_protein_1B_(Rattus_norvegicus)",6271,112.851,117.703,143.13,124.561333333333,6.9607124823285
"chr7","EviAnn","gene",51422417,51525918,".","-",".","LOC_00019942","geneID=LOC_00019942","protein_coding","Apaf1:_Apoptotic_protease-activating_factor_1_(Rattus_norvegicus)",10053.3,9.91303,13.451,11.0549,11.4729766666667,3.52016784239592
"chr7","EviAnn","gene",51453033,51479047,".","-",".","LOC_00019943","geneID=LOC_00019943","protein_coding","function_unknown",14722,0,1.30028,0.317747,0.539342333333333,-0.890726818515008
"chr7","EviAnn","gene",51525630,51541402,".","+",".","LOC_00019944","geneID=LOC_00019944","protein_coding","Ikbip:_Inhibitor_of_nuclear_factor_kappa-B_kinase-interacting_protein_(Mus_musculus)",3492.02,147.669,173.91,178.875,166.818,7.38213115667276
"chr7","EviAnn","gene",51540692,51554743,".","-",".","LOC_00019945","geneID=LOC_00019945","protein_coding","Slc25a3:_Solute_carrier_family_25_member_3_(Mus_musculus)",2022.19,59.1419,90.4192,61.7319,70.431,6.13813866156746
"chr7","EviAnn","gene",51557532,51585607,".","-",".","LOC_00019946","geneID=LOC_00019946","protein_coding","Tmpo:_Lamina-associated_polypeptide_2,_isoform_beta_(Rattus_norvegicus)",3647.71,29.0163,8.5365,6.22356,14.59212,3.8671175937223
"chr7","EviAnn","gene",52706922,52846592,".","-",".","LOC_00019949","geneID=LOC_00019949","protein_coding","CFAP54:_Cilia-_and_flagella-associated_protein_54_(Homo_sapiens)",6362,0.650217,0.75061,0.391728,0.597518333333333,-0.742945115679646
"chr7","EviAnn","gene",53029242,53074916,".","-",".","LOC_00019952","geneID=LOC_00019952","protein_coding","Elk3:_ETS_domain-containing_protein_Elk-3_(Mus_musculus)",6796,10.935,10.1694,10.5055,10.5366333333333,3.39734206535508
"chr7","EviAnn","gene",53145690,53163116,".","+",".","LOC_00019954","geneID=LOC_00019954","protein_coding","Hal:_Histidine_ammonia-lyase_(Rattus_norvegicus)",2699,5.59839,17.5582,23.5739,15.57683,3.96132975905699
"chr7","EviAnn","gene",53187020,53214258,".","+",".","LOC_00019956","geneID=LOC_00019956","protein_coding","CCDC38:_Coiled-coil_domain-containing_protein_38_(Macaca_fascicularis)",1759,15.3474,11.7783,3.0698,10.0651666666667,3.33129915658354
"chr7","EviAnn","gene",53203247,53219253,".","-",".","LOC_00019957","geneID=LOC_00019957","protein_coding","pol:_RNA-directed_DNA_polymerase_from_mobile_element_jockey_(Drosophila_melanogaster)",8710,42.8414,24.4276,21.3205,29.5298333333333,4.88410130879736
"chr7","EviAnn","gene",53263827,53331778,".","+",".","LOC_00019958","geneID=LOC_00019958","protein_coding","Ntn4:_Netrin-4_(Mus_musculus)",4177,2.51642,1.16137,2.42385,2.03388,1.02423456193288
"chr7","EviAnn","gene",53371908,53399026,".","+",".","LOC_00019959","geneID=LOC_00019959","protein_coding","usp44-a:_Ubiquitin_carboxyl-terminal_hydrolase_44-A_(Xenopus_laevis)",2352.22,210.667,191.047,194.415,198.709666666667,7.63451824712747
"chr7","EviAnn","gene",53381440,53416590,".","-",".","LOC_00019960","geneID=LOC_00019960","protein_coding","METAP2:_Methionine_aminopeptidase_2_(Bos_taurus)",24487,114.178,95.0849,80.7397,96.6675333333333,6.59495952374306
"chr7","EviAnn","gene",53416677,53470552,".","+",".","LOC_00019961","geneID=LOC_00019961","protein_coding","C3orf20:_Uncharacterized_protein_C3orf20_(Homo_sapiens)",3802.17,197.206,146.116,159.101,167.474333333333,7.38779619871787
"chr7","EviAnn","gene",53471769,53527204,".","-",".","LOC_00019962","geneID=LOC_00019962","protein_coding","VEZT:_Vezatin_(Homo_sapiens)",4390.48,44.9042,19.738,26.6341,30.4254333333333,4.92720590551409
"chr7","EviAnn","gene",53527439,53614699,".","+",".","LOC_00019963","geneID=LOC_00019963","protein_coding","FGD6:_FYVE,_RhoGEF_and_PH_domain-containing_protein_6_(Homo_sapiens)",10343,35.3761,30.8112,28.9224,31.7032333333333,4.98655807960808
"chr7","EviAnn","gene",53620009,53676548,".","+",".","LOC_00019964","geneID=LOC_00019964","protein_coding","nr2c1-a:_Nuclear_receptor_subfamily_2_group_C_member_1-A_(Xenopus_laevis)",12220.8,8.42553,8.61896,4.30626,7.11691666666667,2.83125234327549
"chr7","EviAnn","gene",53927663,53965771,".","+",".","LOC_00019967","geneID=LOC_00019967","protein_coding","Cep83:_Centrosomal_protein_of_83_kDa_(Mus_musculus)",3450,10.4639,18.4588,5.92601,11.6162366666667,3.5380708467865
"chr7","EviAnn","gene",53966579,54058349,".","-",".","LOC_00019968","geneID=LOC_00019968","protein_coding","PLXNC1:_Plexin-C1_(Homo_sapiens)",6765,39.9788,22.1963,19.8584,27.3445,4.77317877724099
"chr7","EviAnn","gene",54171446,54263734,".","-",".","LOC_00019970","geneID=LOC_00019970","protein_coding","Cradd:_Death_domain-containing_protein_CRADD_(Mus_musculus)",20896,793.084,372.27,575.234,580.196,9.1803965390851
"chr7","EviAnn","gene",54264081,54284080,".","-",".","LOC_00019972","geneID=LOC_00019972","protein_coding","MRPL42:_Large_ribosomal_subunit_protein_mL42_(Bos_taurus)",4227.95,540.406,281.627,295.511,372.514666666667,8.54115341833131
"chr7","EviAnn","gene",54297931,54315341,".","+",".","LOC_00019973","geneID=LOC_00019973","protein_coding","UBE2N:_Ubiquitin-conjugating_enzyme_E2_N_(Pongo_abelii)",9312.92,12.0971,22.2048,17.0811,17.1276666666667,4.09825671871347
"chr7","EviAnn","gene",54316058,54341539,".","-",".","LOC_00019974","geneID=LOC_00019974","protein_coding","NUDT4:_Diphosphoinositol_polyphosphate_phosphohydrolase_2_(Pongo_abelii)",8559.47,31.1672,37.6173,37.2285,35.3376666666667,5.14313487729065
"chr7","EviAnn","gene",54568650,54605089,".","-",".","LOC_00019976","geneID=LOC_00019976","protein_coding","PLEKHG7:_Pleckstrin_homology_domain-containing_family_G_member_7_(Homo_sapiens)",3170,10.1004,6.98876,16.2032,11.0974533333333,3.47215673678667
"chr7","EviAnn","gene",54881190,54908436,".","+",".","LOC_00019977","geneID=LOC_00019977","protein_coding","BTG1:_Protein_BTG1_(Gallus_gallus)",24769,5.32945,3.39567,7.92568,5.55026666666667,2.47255708847813
"chr7","EviAnn","gene",54908550,54942029,".","+",".","LOC_00019978","geneID=LOC_00019978","protein_coding","function_unknown",16602,5.65369,3.39776,4.86115,4.63753333333333,2.21335765147185
"chr7","EviAnn","gene",55634779,55677961,".","+",".","LOC_00019982","geneID=LOC_00019982","protein_coding","EPYC:_Epiphycan_(Gallus_gallus)",1026,0,2.75431,0,0.918103333333333,-0.123271555520843
"chr7","EviAnn","gene",56222941,56312639,".","+",".","LOC_00019984","geneID=LOC_00019984","protein_coding","ATP2B1:_Plasma_membrane_calcium-transporting_ATPase_1_(Gallus_gallus)",6919.75,0,1.05408,0.733491,0.595857,-0.746961955717594
"chr7","EviAnn","gene",56445931,56453327,".","+",".","LOC_00019986","geneID=LOC_00019986","protein_coding","DUSP6:_Dual_specificity_protein_phosphatase_6_(Homo_sapiens)",3142,0.679746,1.56776,1.63564,1.294382,0.372263450541763
"chr7","EviAnn","gene",56478222,56491739,".","-",".","LOC_00019987","geneID=LOC_00019987","protein_coding","function_unknown",13160,0.154707,0.178683,0,0.11113,-3.16967976412994
"chr7","EviAnn","gene",56673599,56683843,".","-",".","LOC_00019988","geneID=LOC_00019988","protein_coding","CFDP2:_Craniofacial_development_protein_2_(Bos_taurus)",8061,16.4792,15.2862,22.3573,18.0409,4.17319940649336
"chr7","EviAnn","gene",57064422,57108184,".","-",".","LOC_00019990","geneID=LOC_00019990","protein_coding","TMTC3:_Protein_O-mannosyl-transferase_TMTC3_(Homo_sapiens)",8970,0.685613,0,0.826439,0.504017333333333,-0.98845474551923
"chr7","EviAnn","gene",57108482,57182284,".","+",".","LOC_00019991","geneID=LOC_00019991","protein_coding","CEP290:_Centrosomal_protein_of_290_kDa_(Homo_sapiens)",8309,25.2087,19.9758,14.2985,19.8276666666667,4.30944300510695
"chr7","EviAnn","gene",57179289,57192628,".","-",".","LOC_00019992","geneID=LOC_00019992","protein_coding","RLIG1:_RNA_ligase_1_(Bos_taurus)",4229.34,271.729,167.289,212.105,217.041,7.76182378963079
"chr7","EviAnn","gene",61117312,61193648,".","-",".","LOC_00020001","geneID=LOC_00020001","protein_coding","METTL25:_Probable_methyltransferase-like_protein_25_(Homo_sapiens)",22612.4,2.80151,1.99591,3.09872,2.63204666666667,1.39618506854569
"chr7","EviAnn","gene",62022673,62033112,".","-",".","LOC_00020008","geneID=LOC_00020008","protein_coding","MYF5:_Myogenic_factor_5_(Homo_sapiens)",2654,1.62875,0.938766,0,0.855838666666667,-0.224589233701062
"chr7","EviAnn","gene",62046781,62049565,".","-",".","LOC_00020009","geneID=LOC_00020009","protein_coding","MYF6:_Myogenic_factor_6_(Sus_scrofa)",1302.5,0,4.32247,0,1.44082333333333,0.526893450190607
"chr7","EviAnn","gene",62091112,62229610,".","-",".","LOC_00020010","geneID=LOC_00020010","protein_coding","PTPRQ:_Phosphatidylinositol_phosphatase_PTPRQ_(Homo_sapiens)",8899.53,0,0.620616,0,0.206872,-2.27318970437659
"chr7","EviAnn","gene",62239283,62369908,".","-",".","LOC_00020011","geneID=LOC_00020011","protein_coding","OTOGL:_Otogelin-like_protein_(Homo_sapiens)",9507,0,0.248698,0,0.0828993333333333,-3.59249568999051
"chr7","EviAnn","gene",62376354,62380290,".","-",".","LOC_00020012","geneID=LOC_00020012","protein_coding","Rps16:_Small_ribosomal_subunit_protein_uS9_(Rattus_norvegicus)",677,4.11701,9.40057,9.76711,7.76156333333333,2.95634726917651
"chr7","EviAnn","gene",62450935,62602267,".","+",".","LOC_00020013","geneID=LOC_00020013","protein_coding","PPP1R12A:_Protein_phosphatase_1_regulatory_subunit_12A_(Homo_sapiens)",5811,1.42791,3.73102,0.479662,1.87953066666667,0.910372454772781
"chr7","EviAnn","gene",62621403,62705578,".","+",".","LOC_00020014","geneID=LOC_00020014","protein_coding","Pawr:_PRKC_apoptosis_WT1_regulator_protein_(Mus_musculus)",2762,0,0.899435,1.87652,0.925318333333333,-0.111978319621641
"chr7","EviAnn","gene",63614753,63966064,".","-",".","LOC_00020016","geneID=LOC_00020016","protein_coding","NAV3:_Neuron_navigator_3_(Homo_sapiens)",9736,10.7201,103.891,42.3167,52.3092666666667,5.70899463963508
"chr7","EviAnn","gene",64774529,64893002,".","+",".","LOC_00020020","geneID=LOC_00020020","protein_coding","OSBPL8:_Oxysterol-binding_protein-related_protein_8_(Homo_sapiens)",9645.3,30.3468,23.4289,35.1532,29.6429666666667,4.88961793460634
"chr7","EviAnn","gene",64959393,64966738,".","-",".","LOC_00020021","geneID=LOC_00020021","protein_coding","pol:_RNA-directed_DNA_polymerase_from_mobile_element_jockey_(Drosophila_melanogaster)",3249,8.08434,1.06109,7.27137,5.47226666666667,2.45213853528661
"chr7","EviAnn","gene",65265033,65285787,".","+",".","LOC_00020024","geneID=LOC_00020024","protein_coding","Krr1:_KRR1_small_subunit_processome_component_homolog_(Mus_musculus)",12459.7,35.9781,35.5158,21.5088,31.0009,4.95423819447362
"chr7","EviAnn","gene",65286067,65297684,".","-",".","LOC_00020025","geneID=LOC_00020025","protein_coding","GLIPR1:_Glioma_pathogenesis-related_protein_1_(Homo_sapiens)",2489,3.49131,0,3.14783,2.21304666666667,1.14603387366885
"chr7","EviAnn","gene",65300884,65319169,".","-",".","LOC_00020026","geneID=LOC_00020026","protein_coding","GLIPR1L1:_GLIPR1-like_protein_1_(Bos_taurus)",822,0,3.63406,0,1.21135333333333,0.276619738605375
"chr7","EviAnn","gene",65456826,65589755,".","+",".","LOC_00020030","geneID=LOC_00020030","protein_coding","KCNC2:_Voltage-gated_potassium_channel_KCNC2_(Homo_sapiens)",1912,1.16531,0,0,0.388436666666667,-1.36424870380744
"chr7","EviAnn","gene",67055282,67432109,".","-",".","LOC_00020033","geneID=LOC_00020033","protein_coding","Trhde:_Thyrotropin-releasing_hormone-degrading_ectoenzyme_(Mus_musculus)",3084,0,0.799559,0,0.266519666666667,-1.907686100531
"chr7","EviAnn","gene",67683519,67751170,".","-",".","LOC_00020035","geneID=LOC_00020035","protein_coding","TBC1D15:_TBC1_domain_family_member_15_(Homo_sapiens)",33781.9,29.1549,23.5589,27.5665,26.7601,4.74201160209374
"chr7","EviAnn","gene",67731411,67751371,".","-",".","LOC_00020036","geneID=LOC_00020036","protein_coding","Rab21:_Ras-related_protein_Rab-21_(Mus_musculus)",8697.57,143.809,100.131,109.453,117.797666666667,6.88016715235763
"chr7","EviAnn","gene",67774873,67802050,".","-",".","LOC_00020037","geneID=LOC_00020037","protein_coding","TMEM19:_Transmembrane_protein_19_(Homo_sapiens)",13310,0.305877,1.87907,5.77121,2.65205233333333,1.40710924464188
"chr7","EviAnn","gene",67830295,67887670,".","+",".","LOC_00020038","geneID=LOC_00020038","protein_coding","ZFC3H1:_Zinc_finger_C3H1_domain-containing_protein_(Homo_sapiens)",7193,3.72488,5.01244,4.83419,4.52383666666667,2.17754684169646
"chr7","EviAnn","gene",67908322,68022257,".","-",".","LOC_00020039","geneID=LOC_00020039","protein_coding","LGR5:_Leucine-rich_repeat-containing_G-protein_coupled_receptor_5_(Homo_sapiens)",2679,0.806197,0,0,0.268732333333333,-1.89575818093004
"chr7","EviAnn","gene",68147266,68198767,".","+",".","LOC_00020040","geneID=LOC_00020040","protein_coding","TSPAN8:_Tetraspanin-8_(Pongo_abelii)",705,3.89378,1.55629,0,1.81669,0.861312259077457
"chr7","EviAnn","gene",68650283,68731924,".","-",".","LOC_00020045","geneID=LOC_00020045","protein_coding","CNOT2:_CCR4-NOT_transcription_complex_subunit_2_(Homo_sapiens)",16556,91.4615,87.9317,79.7991,86.3974333333333,6.43291654880072
"chr7","EviAnn","gene",68707302,68733585,".","+",".","LOC_00020046","geneID=LOC_00020046","protein_coding","function_unknown",26284,302.418,212.135,224.875,246.476,7.94530336430216
"chr7","EviAnn","gene",68865342,68903831,".","-",".","LOC_00020048","geneID=LOC_00020048","protein_coding","RAB3IP:_Rab-3A-interacting_protein_(Homo_sapiens)",3759,1.12446,5.18868,4.0606,3.45791333333333,1.78990171075663
"chr7","EviAnn","gene",68903217,68939091,".","+",".","LOC_00020049","geneID=LOC_00020049","protein_coding","BEST3:_Bestrophin-3_(Homo_sapiens)",2089,3.17007,2.43445,0,1.86817333333333,0.901628317755907
"chr7","EviAnn","gene",68941987,68962397,".","-",".","LOC_00020050","geneID=LOC_00020050","protein_coding","CTSE:_Cathepsin_E_(Homo_sapiens)",1253.5,0,4.74729,0,1.58243,0.662141682347781
"chr7","EviAnn","gene",68966770,68967609,".","+",".","LOC_00020052","geneID=LOC_00020052","protein_coding","LRRC10:_Leucine-rich_repeat-containing_protein_10_(Homo_sapiens)",840,37.0398,60.0852,22.0598,39.7282666666667,5.31209394529915
"chr7","EviAnn","gene",68969411,68986973,".","-",".","LOC_00020053","geneID=LOC_00020053","protein_coding","CCT2:_T-complex_protein_1_subunit_beta_(Bos_taurus)",3052,4.90786,130.974,10.965,48.9489533333333,5.61320610615753
"chr7","EviAnn","gene",68988025,69031254,".","-",".","LOC_00020054","geneID=LOC_00020054","protein_coding","FRS2:_Fibroblast_growth_factor_receptor_substrate_2_(Homo_sapiens)",27424.1,0.442065,0.510675,0.311125,0.421288333333333,-1.24712013074413
"chr7","EviAnn","gene",69041075,69086162,".","-",".","LOC_00020056","geneID=LOC_00020056","protein_coding","CPSF6:_Cleavage_and_polyadenylation_specificity_factor_subunit_6_(Gallus_gallus)",7359.25,104.397,78.6717,67.1541,83.4076,6.38210694118033
"chr7","EviAnn","gene",69124447,69178039,".","+",".","LOC_00020057","geneID=LOC_00020057","protein_coding","Cpm:_Carboxypeptidase_M_(Mus_musculus)",2351,155.071,165.856,143.967,154.964666666667,7.27579549536623
"chr7","EviAnn","gene",69173854,69193688,".","-",".","LOC_00020058","geneID=LOC_00020058","protein_coding","MDM2:_E3_ubiquitin-protein_ligase_Mdm2_(Equus_caballus)",2556.53,61.0675,54.3575,58.1228,57.8492666666667,5.85422676583518
"chr7","EviAnn","gene",69204618,69220592,".","-",".","LOC_00020059","geneID=LOC_00020059","protein_coding","slc35e3:_Solute_carrier_family_35_member_E3_(Danio_rerio)",5812,1.42766,0.411983,1.71998,1.186541,0.246761952596518
"chr7","EviAnn","gene",69220669,69229127,".","+",".","LOC_00020060","geneID=LOC_00020060","protein_coding","function_unknown",6283,26.2829,31.8883,27.2209,28.4640333333333,4.83106820010081
"chr7","EviAnn","gene",69229366,69263922,".","-",".","LOC_00020061","geneID=LOC_00020061","protein_coding","Nup107:_Nuclear_pore_complex_protein_Nup107_(Mus_musculus)",3410,34.8975,34.5003,41.2461,36.8813,5.20481760397616
"chr7","EviAnn","gene",69268005,69305914,".","-",".","LOC_00020062","geneID=LOC_00020062","protein_coding","RAP1B:_Ras-related_protein_Rap-1b_(Pongo_abelii)",8212.16,60.0306,56.0589,46.5356,54.2083666666667,5.76044363312629
"chr7","EviAnn","gene",69618288,69659149,".","-",".","LOC_00020065","geneID=LOC_00020065","protein_coding","DYRK2:_Dual_specificity_tyrosine-phosphorylation-regulated_kinase_2_(Gallus_gallus)",18188.9,100.11,129.796,98.57,109.492,6.77468165337325
"chr7","EviAnn","gene",69737923,69776994,".","-",".","LOC_00020066","geneID=LOC_00020066","protein_coding","CAND1:_Cullin-associated_NEDD8-dissociated_protein_1_(Homo_sapiens)",24368,9.46445,5.08123,7.76641,7.43736333333333,2.89479125303785
"chr7","EviAnn","gene",70015527,70380731,".","+",".","LOC_00020067","geneID=LOC_00020067","protein_coding","GRIP1:_Glutamate_receptor-interacting_protein_1_(Homo_sapiens)",3840,24.1891,26.637,17.8681,22.8980666666667,4.5171538884865
"chr7","EviAnn","gene",70377644,70433272,".","-",".","LOC_00020068","geneID=LOC_00020068","protein_coding","Helb:_DNA_helicase_B_(Mus_musculus)",7476.71,7.55656,7.24066,3.44672,6.08131333333333,2.60438292479984
"chr7","EviAnn","gene",70381780,70413185,".","-",".","LOC_00020069","geneID=LOC_00020069","protein_coding","function_unknown",28924,3.10018,3.93178,2.53653,3.18949666666667,1.67332877076188
"chr7","EviAnn","gene",71055742,71085225,".","-",".","LOC_00020076","geneID=LOC_00020076","protein_coding","LEMD3:_Inner_nuclear_membrane_protein_Man1_(Homo_sapiens)",6435,11.7587,9.14248,9.285,10.06206,3.33085379243045
"chr7","EviAnn","gene",71215924,71284631,".","-",".","LOC_00020078","geneID=LOC_00020078","protein_coding","TBC1D30:_TBC1_domain_family_member_30_(Homo_sapiens)",20350.5,82.2032,45.4603,71.2198,66.2944333333333,6.05081582888191
"chr7","EviAnn","gene",71287493,71314627,".","+",".","LOC_00020079","geneID=LOC_00020079","protein_coding","GNS:_N-acetylglucosamine-6-sulfatase_(Homo_sapiens)",5527,3.0078,7.06145,9.96426,6.67783666666667,2.73938080692727
"chr7","EviAnn","gene",71314506,71404798,".","-",".","LOC_00020080","geneID=LOC_00020080","protein_coding","RASSF3:_Ras_association_domain-containing_protein_3_(Homo_sapiens)",4967,5.46066,6.25181,9.10663,6.9397,2.79487329711662
"chr7","EviAnn","gene",71454232,71500606,".","-",".","LOC_00020083","geneID=LOC_00020083","protein_coding","XPOT:_Exportin-T_(Homo_sapiens)",7742,35.4423,19.9405,28.8203,28.0677,4.81083894233079
"chr7","EviAnn","gene",71506248,71514400,".","+",".","LOC_00020084","geneID=LOC_00020084","protein_coding","RPL18A:_Large_ribosomal_subunit_protein_eL20_(Homo_sapiens)",733,0,5.13033,12.4766,5.86897666666667,2.55310897239343
"chr7","EviAnn","gene",71516375,71543907,".","+",".","LOC_00020085","geneID=LOC_00020085","protein_coding","KICS2:_KICSTOR_subunit_2_(Homo_sapiens)",20493,0.19766,0,1.41191,0.536523333333333,-0.8982871799125
"chr7","EviAnn","gene",71554955,71710990,".","-",".","LOC_00020087","geneID=LOC_00020087","protein_coding","Srgap1:_SLIT-ROBO_Rho_GTPase-activating_protein_1_(Mus_musculus)",3198,3.33545,4.61589,0.802638,2.91799266666667,1.54497625756117
"chr7","EviAnn","gene",71744539,71773425,".","-",".","LOC_00020088","geneID=LOC_00020088","protein_coding","RXYLT1:_Ribitol-5-phosphate_xylosyltransferase_1_(Homo_sapiens)",995.899,17.4287,2.01807,3.41266,7.61981,2.92975502455912
"chr7","EviAnn","gene",71926448,72155127,".","+",".","LOC_00020089","geneID=LOC_00020089","protein_coding","AVPR1A:_Vasopressin_V1a_receptor_(Homo_sapiens)",7345.91,56.6422,75.0106,134.369,88.6739333333333,6.47043816584466
"chr7","EviAnn","gene",72156665,72274091,".","-",".","LOC_00020090","geneID=LOC_00020090","protein_coding","MON2:_Protein_MON2_homolog_(Homo_sapiens)",24175.2,40.9478,35.7906,26.4328,34.3904,5.10393399105623
"chr7","EviAnn","gene",72280162,72376266,".","-",".","LOC_00020091","geneID=LOC_00020091","protein_coding","USP15:_Ubiquitin_carboxyl-terminal_hydrolase_15_(Homo_sapiens)",9574.7,23.0004,37.287,22.8826,27.7233333333333,4.79302882618473
"chr7","EviAnn","gene",74686266,74695662,".","-",".","LOC_00020096","geneID=LOC_00020096","protein_coding","atp23:_Mitochondrial_inner_membrane_protease_ATP23_homolog_(Xenopus_laevis)",1586,24.4368,6.61598,22.4118,17.8215266666667,4.15554902434473
"chr7","EviAnn","gene",74694722,74722195,".","+",".","LOC_00020097","geneID=LOC_00020097","protein_coding","RPAP3:_RNA_polymerase_II-associated_protein_3_(Gallus_gallus)",3039,42.2593,48.7298,42.6009,44.53,5.47670570666818
"chr7","EviAnn","gene",75153880,75194329,".","+",".","LOC_00020099","geneID=LOC_00020099","protein_coding","SLC38A4:_Sodium-coupled_neutral_amino_acid_transporter_4_(Pongo_abelii)",3885,1.62917,9.39754,2.08832,4.37167666666667,2.12818670186836
"chr7","EviAnn","gene",75325685,75345329,".","+",".","LOC_00020100","geneID=LOC_00020100","protein_coding","Slc38a2:_Sodium-coupled_neutral_amino_acid_symporter_2_(Rattus_norvegicus)",6526,1.58347,1.0968,0.381602,1.020624,0.0294514722455151
"chr7","EviAnn","gene",75375600,75436645,".","+",".","LOC_00020101","geneID=LOC_00020101","protein_coding","SLC38A1:_Sodium-coupled_neutral_amino_acid_symporter_1_(Homo_sapiens)",10377,0.196972,0,0,0.0656573333333333,-3.92890003360281
"chr7","EviAnn","gene",75466211,75526905,".","+",".","LOC_00020103","geneID=LOC_00020103","protein_coding","SCAF11:_Protein_SCAF11_(Homo_sapiens)",19701.9,4.92235,6.99154,7.12697,6.34695333333333,2.66606423508704
"chr7","EviAnn","gene",75526964,75664123,".","-",".","LOC_00020104","geneID=LOC_00020104","protein_coding","ARID2:_AT-rich_interactive_domain-containing_protein_2_(Homo_sapiens)",15430.2,51.9153,169.306,105.045,108.755433333333,6.76494366841192
"chr7","EviAnn","gene",75665638,75717021,".","+",".","LOC_00020106","geneID=LOC_00020106","protein_coding","F52C9.6:_Putative_uncharacterized_transposon-derived_protein_F52C9.6_(Caenorhabditis_elegans)",51030,11.309,6.55277,8.25152,8.70443,3.12174982767562
"chr7","EviAnn","gene",75759009,75869001,".","-",".","LOC_00020107","geneID=LOC_00020107","protein_coding","ANO6:_Anoctamin-6_(Homo_sapiens)",5090.92,6.96029,7.70613,2.89582,5.85408,2.54944246129409
"chr7","EviAnn","gene",75906743,75925724,".","+",".","LOC_00020108","geneID=LOC_00020108","protein_coding","DBX2:_Homeobox_protein_DBX2_(Homo_sapiens)",1137,0,1.94871,0,0.64957,-0.622443090828961
"chr7","EviAnn","gene",76594075,76613922,".","+",".","LOC_00020111","geneID=LOC_00020111","protein_coding","TWF1:_Twinfilin-1_(Pongo_abelii)",4495,37.7546,20.4383,36.4836,31.5588333333333,4.97997196768724
"chr7","EviAnn","gene",76617334,76644511,".","-",".","LOC_00020112","geneID=LOC_00020112","protein_coding","IRAK4:_Interleukin-1_receptor-associated_kinase_4_(Homo_sapiens)",10035,2.03815,1.29399,1.52703,1.61972333333333,0.695747405878244
"chr7","EviAnn","gene",76644797,76666558,".","+",".","LOC_00020113","geneID=LOC_00020113","protein_coding","PUS7L:_Pseudouridylate_synthase_PUS7L_(Homo_sapiens)",2571.31,0,0,1.77148,0.590493333333333,-0.760007323192504
"chr7","EviAnn","gene",77308368,77402506,".","+",".","LOC_00020115","geneID=LOC_00020115","protein_coding","PRICKLE1:_Prickle-like_protein_1_(Homo_sapiens)",2108.19,47.0752,57.5459,14.8299,39.817,5.31531262061259
"chr7","EviAnn","gene",77407718,77473973,".","-",".","LOC_00020116","geneID=LOC_00020116","protein_coding","Pphln1:_Periphilin-1_(Mus_musculus)",1977.2,0,0,2.15746,0.719153333333333,-0.475628689097502
"chr7","EviAnn","gene",77474067,77491122,".","+",".","LOC_00020117","geneID=LOC_00020117","protein_coding","ZCRB1:_Zinc_finger_CCHC-type_and_RNA-binding_motif-containing_protein_1_(Homo_sapiens)",8172.3,4.77615,2.63288,5.756,4.38834333333333,2.13367640311584
