"Chromosome","Source","Type","Start","Stop","Score","Strand","Phase","Name","GeneID","BioType","Function","Length","rna_30","rna_35","rna_L007","Fmean","value"
"chr8","EviAnn","gene",15689299,15754934,".","-",".","LOC_00014656","geneID=LOC_00014656","protein_coding","Tent4b:_Terminal_nucleotidyltransferase_4B_(Mus_musculus)",2232,6.90786,29.661,23.6855,20.0847866666667,4.32803123256765
"chr8","EviAnn","gene",15720494,15757559,".","-",".","LOC_00014657","geneID=LOC_00014657","protein_coding","function_unknown",165,0,110.422,0,36.8073333333333,5.20192132610525
"chr8","EviAnn","gene",15762632,15808960,".","-",".","LOC_00014658","geneID=LOC_00014658","protein_coding","HEATR3:_HEAT_repeat-containing_protein_3_(Homo_sapiens)",1852.5,0,6.85333,0,2.28444333333333,1.19184265627675
"chr8","EviAnn","gene",15808975,15812665,".","+",".","LOC_00014659","geneID=LOC_00014659","protein_coding","function_unknown",375,22.4533,0,19.6801,14.0444666666667,3.81192993459094
"chr8","EviAnn","gene",15933593,16333290,".","+",".","LOC_00014663","geneID=LOC_00014663","protein_coding","ZNF423:_Zinc_finger_protein_423_(Homo_sapiens)",3763.12,0,4.07484,0,1.35828,0.44178091181561
"chr8","EviAnn","gene",17164120,17208348,".","+",".","LOC_00014665","geneID=LOC_00014665","protein_coding","N4BP1:_NEDD4-binding_protein_1_(Gallus_gallus)",2703,7.49949,20.9101,4.81904,11.07621,3.46939240681847
"chr8","EviAnn","gene",17164266,17208348,".","+",".","LOC_00014666","geneID=LOC_00014666","protein_coding","function_unknown",564,0,52.4638,10.385,20.9496,4.38885079305898
"chr8","EviAnn","gene",17253651,17276499,".","+",".","LOC_00014667","geneID=LOC_00014667","protein_coding","SIAH1:_E3_ubiquitin-protein_ligase_SIAH1_(Homo_sapiens)",849,48.8303,12.1113,72.1383,44.3599666666667,5.47118637630554
"chr8","EviAnn","gene",17280212,17347023,".","-",".","LOC_00014668","geneID=LOC_00014668","protein_coding","Lonp2:_Lon_protease_homolog_2,_peroxisomal_(Mus_musculus)",2475,12.3608,3.57367,17.8404,11.25829,3.4929158107722
"chr8","EviAnn","gene",17745577,17949377,".","-",".","LOC_00014670","geneID=LOC_00014670","protein_coding","Phkb:_Phosphorylase_b_kinase_regulatory_subunit_beta_(Mus_musculus)",693,18.0882,15.3606,0,11.1496,3.47892004822866
"chr8","EviAnn","gene",17877733,17877846,".","+",".","LOC_00014671","geneID=LOC_00014671","protein_coding","function_unknown",114,0,0,1179.16,393.053333333333,8.6185812745615
"chr8","EviAnn","gene",18139102,18174713,".","+",".","LOC_00014673","geneID=LOC_00014673","protein_coding","NETO2:_Neuropilin_and_tolloid-like_protein_2_(Homo_sapiens)",1461,3.67516,0,28.0651,10.5800866666667,3.40327954020869
"chr8","EviAnn","gene",18214757,18232911,".","+",".","LOC_00014674","geneID=LOC_00014674","protein_coding","DNAJA2:_DnaJ_homolog_subfamily_A_member_2_(Bos_taurus)",1108.5,0,7.70153,5.01095,4.23749333333333,2.08321109852048
"chr8","EviAnn","gene",18310203,18329716,".","+",".","LOC_00014678","geneID=LOC_00014678","protein_coding","UPF0547_protein_C16orf87_homolog_(Bos_taurus)",438,34.9443,30.7802,82.9963,49.5736,5.63150012500004
"chr8","EviAnn","gene",18310264,18346196,".","+",".","LOC_00014679","geneID=LOC_00014679","protein_coding","function_unknown",288,1106.18,343.415,440.265,629.953333333333,9.29910114812975
"chr8","EviAnn","gene",18351109,18431843,".","+",".","LOC_00014680","geneID=LOC_00014680","protein_coding","MYLK3:_Myosin_light_chain_kinase_3_(Homo_sapiens)",2149,0,3.7007,2.18378,1.96149333333333,0.971952432033268
"chr8","EviAnn","gene",18405285,18418878,".","-",".","LOC_00014681","geneID=LOC_00014681","protein_coding","ORC6:_Origin_recognition_complex_subunit_6_(Homo_sapiens)",759,192.86,204.214,312.055,236.376333333333,7.88494178581528
"chr8","EviAnn","gene",18411916,18454057,".","+",".","LOC_00014682","geneID=LOC_00014682","protein_coding","VPS35:_Vacuolar_protein_sorting-associated_protein_35_(Homo_sapiens)",2025,0,1.93777,0,0.645923333333333,-0.630565157806653
"chr8","EviAnn","gene",18457485,18465705,".","-",".","LOC_00014683","geneID=LOC_00014683","protein_coding","Hrh3:_Histamine_H3_receptor_(Mus_musculus)",1329,32.7428,7.05889,3.51553,14.4390733333333,3.85190625121888
"chr8","EviAnn","gene",19583053,19598292,".","-",".","LOC_00014685","geneID=LOC_00014685","protein_coding","UQCRFS1:_Cytochrome_b-c1_complex_subunit_Rieske,_mitochondrial_(Gallus_gallus)",825,7.22948,25.1218,0,10.78376,3.43078838870609
"chr8","EviAnn","gene",20222473,20243709,".","+",".","LOC_00014689","geneID=LOC_00014689","protein_coding","Plekhf1:_Pleckstrin_homology_domain-containing_family_F_member_1_(Rattus_norvegicus)",822,0,19.567,6.47083,8.67927666666667,3.11757481307338
"chr8","EviAnn","gene",20236469,20271372,".","-",".","LOC_00014688","geneID=LOC_00014688","protein_coding","function_unknown",465,159.254,238.401,138.327,178.660666666667,7.48107824020903
"chr8","EviAnn","gene",20323084,20365836,".","-",".","LOC_00014692","geneID=LOC_00014692","protein_coding","F13E9.13:_Uncharacterized_protein_F13E9.13,_mitochondrial_(Caenorhabditis_elegans)",647.25,0,0,36.3666,12.1222,3.59957964527099
"chr8","EviAnn","gene",20449088,20517513,".","+",".","LOC_00014694","geneID=LOC_00014694","protein_coding","URI1:_Unconventional_prefoldin_RPB5_interactor_(Bos_taurus)",1245,4.41193,11.4223,15.164,10.3327433333333,3.36915143408103
"chr8","EviAnn","gene",22172311,22355137,".","-",".","LOC_00014698","geneID=LOC_00014698","protein_coding","TSHZ3:_Teashirt_homolog_3_(Homo_sapiens)",3243,0,1.32504,0,0.44168,-1.17892658864487
"chr8","EviAnn","gene",23339875,23391201,".","+",".","LOC_00014699","geneID=LOC_00014699","protein_coding","ZNF507:_Zinc_finger_protein_507_(Pongo_abelii)",2826,3.57626,18.8645,0,7.48025333333333,2.90308713061488
"chr8","EviAnn","gene",23537163,23671422,".","+",".","LOC_00014702","geneID=LOC_00014702","protein_coding","Pdcd5:_Programmed_cell_death_protein_5_(Mus_musculus)",348,51.0084,0,0,17.0028,4.08770044204343
"chr8","EviAnn","gene",23611655,23646944,".","+",".","LOC_00014705","geneID=LOC_00014705","protein_coding","function_unknown",261,517.787,226.034,76.2785,273.3665,8.09469264689173
"chr8","EviAnn","gene",23619403,23716031,".","-",".","LOC_00014703","geneID=LOC_00014703","protein_coding","ANKRD27:_Ankyrin_repeat_domain-containing_protein_27_(Pongo_abelii)",1414.73,201.97,52.6868,130.241,128.299266666667,7.00336911406524
"chr8","EviAnn","gene",23742835,23754599,".","+",".","LOC_00014707","geneID=LOC_00014707","protein_coding","NUDT19:_Acyl-coenzyme_A_diphosphatase_NUDT19_(Gallus_gallus)",724.868,110.854,136.445,275.477,174.258666666667,7.44508659936106
"chr8","EviAnn","gene",23744939,23755706,".","+",".","LOC_00014708","geneID=LOC_00014708","protein_coding","Transposable_element_Tcb2_transposase_(Caenorhabditis_briggsae)",465,159.254,168.283,55.3308,127.6226,6.99574002060823
"chr8","EviAnn","gene",23899632,23911263,".","+",".","LOC_00014712","geneID=LOC_00014712","protein_coding","RNF182:_E3_ubiquitin-protein_ligase_RNF182_(Ailuropoda_melanoleuca)",786,199.812,59.3035,218.762,159.2925,7.31553453154361
"chr8","EviAnn","gene",23982275,24041867,".","-",".","LOC_00014714","geneID=LOC_00014714","protein_coding","RHPN2:_Rhophilin-2_(Bos_taurus)",1946.25,0,5.70511,5.68788,3.79766333333333,1.92511201479257
"chr8","EviAnn","gene",24060668,24091118,".","+",".","LOC_00014715","geneID=LOC_00014715","protein_coding","GPATCH1:_G_patch_domain-containing_protein_1_(Homo_sapiens)",1934.4,0,28.0472,0,9.34906666666667,3.22482234547282
"chr8","EviAnn","gene",24133031,24156684,".","+",".","LOC_00014717","geneID=LOC_00014717","protein_coding","Lrp3:_Low-density_lipoprotein_receptor-related_protein_3_(Rattus_norvegicus)",2667,0,9.79044,0,3.26348,1.70641119787733
"chr8","EviAnn","gene",24172041,24250647,".","-",".","LOC_00014718","geneID=LOC_00014718","protein_coding","Slc7a10:_Asc-type_amino_acid_transporter_1_(Rattus_norvegicus)",1497,0,3.37121,0,1.12373666666667,0.168303998010693
"chr8","EviAnn","gene",24274909,24303123,".","+",".","LOC_00014719","geneID=LOC_00014719","protein_coding","hnrnpc:_Heterogeneous_nuclear_ribonucleoprotein_C_(Xenopus_laevis)",598.5,0,10.2547,0,3.41823333333333,1.77325088073355
"chr8","EviAnn","gene",24298922,24307985,".","-",".","LOC_00014720","geneID=LOC_00014720","protein_coding","Exosc6:_Exosome_complex_component_MTR3_(Mus_musculus)",852,20.8355,54.2582,35.9098,37.0011666666667,5.20949885529595
"chr8","EviAnn","gene",24445454,24450257,".","-",".","LOC_00014726","geneID=LOC_00014726","protein_coding","function_unknown",390,273.452,371.039,165.731,270.074,8.07721094818306
"chr8","EviAnn","gene",24476098,24499960,".","-",".","LOC_00014727","geneID=LOC_00014727","protein_coding","csgA:_C-signal_(Myxococcus_xanthus)",729,8.46488,0,0,2.82162666666667,1.49652711558263
"chr8","EviAnn","gene",24513479,24525701,".","-",".","LOC_00014728","geneID=LOC_00014728","protein_coding","SPCC663.06c:_Uncharacterized_oxidoreductase_C663.06c_(Schizosaccharomyces_pombe_(strain_972_/_ATCC_24843))",777,0,67.8373,0,22.6124333333333,4.49904434434256
"chr8","EviAnn","gene",24700327,24845786,".","+",".","LOC_00014731","geneID=LOC_00014731","protein_coding","Ripor1:_Rho_family-interacting_cell_polarization_regulator_1_(Mus_musculus)",3006,11.7231,14.361,37.2981,21.1274,4.40104333078767
"chr8","EviAnn","gene",24848942,24939498,".","+",".","LOC_00014733","geneID=LOC_00014733","protein_coding","Carmil2:_Capping_protein,_Arp2/3_and_myosin-I_linker_protein_2_(Mus_musculus)",4476,2.20666,4.72434,5.66687,4.19929,2.07014542311338
"chr8","EviAnn","gene",24942953,24986622,".","-",".","LOC_00014734","geneID=LOC_00014734","protein_coding","Acd:_Adrenocortical_dysplasia_protein_homolog_(Rattus_norvegicus)",1629,16.2634,8.39836,5.58241,10.08139,3.3336226630758
"chr8","EviAnn","gene",24974588,25012027,".","+",".","LOC_00014736","geneID=LOC_00014736","protein_coding","Pard6a:_Partitioning_defective_6_homolog_alpha_(Mus_musculus)",1096.2,0,15.0663,9.98496,8.35042,3.06184876245839
"chr8","EviAnn","gene",25007154,25028258,".","-",".","LOC_00014737","geneID=LOC_00014737","protein_coding","ENKD1:_Enkurin_domain-containing_protein_1_(Homo_sapiens)",762,7.99528,0,0,2.66509333333333,1.41418605800484
"chr8","EviAnn","gene",25030741,25035458,".","+",".","LOC_00014738","geneID=LOC_00014738","protein_coding","Uncharacterized_protein_C16orf86_homolog_(Rattus_norvegicus)",807,59.4618,77.5207,83.3248,73.4357666666667,6.19841098935478
"chr8","EviAnn","gene",25315718,25343870,".","+",".","LOC_00014746","geneID=LOC_00014746","protein_coding","Tsnaxip1:_Translin-associated_factor_X-interacting_protein_1_(Mus_musculus)",2124,0,2.08717,2.08305,1.39007333333333,0.475160994348499
"chr8","EviAnn","gene",25344406,25365158,".","-",".","LOC_00014747","geneID=LOC_00014747","protein_coding","CENPT:_Centromere_protein_T_(Gallus_gallus)",1669.91,0,0,26.318,8.77266666666667,3.13301545179124
"chr8","EviAnn","gene",25363813,25372076,".","+",".","LOC_00014748","geneID=LOC_00014748","protein_coding","Thap11:_THAP_domain-containing_protein_11_(Mus_musculus)",825,28.9179,18.8414,0,15.9197666666667,3.99274728558615
"chr8","EviAnn","gene",25522995,25568645,".","+",".","LOC_00014753","geneID=LOC_00014753","protein_coding","PSKH1:_Serine/threonine-protein_kinase_H1_(Bos_taurus)",1138.5,0,14.1733,0,4.72443333333333,2.24014129733021
"chr8","EviAnn","gene",25568866,25580192,".","-",".","LOC_00014754","geneID=LOC_00014754","protein_coding","CTRL:_Chymotrypsin-like_protease_CTRL-1_(Homo_sapiens)",798,30.1552,0,19.5057,16.5536333333333,4.04907600174965
"chr8","EviAnn","gene",25627856,25694950,".","+",".","LOC_00014757","geneID=LOC_00014757","protein_coding","E2F4:_Transcription_factor_E2F4_(Homo_sapiens)",1356.6,0,15.8655,1.74049,5.86866333333333,2.55303194763441
"chr8","EviAnn","gene",25695555,25809827,".","-",".","LOC_00014758","geneID=LOC_00014758","protein_coding","grrA:_SCF_E3_ubiquitin_ligase_complex_F-box_protein_grrA_(Emericella_nidulans_(strain_FGSC_A4_/_ATCC_38163_/_CBS_112.46_/_NRRL_194_/_M139))",1986,5.22824,8.98611,11.208,8.47411666666667,3.08306299101745
"chr8","EviAnn","gene",25721053,25739553,".","+",".","LOC_00014760","geneID=LOC_00014760","protein_coding","pol:_RNA-directed_DNA_polymerase_from_mobile_element_jockey_(Drosophila_melanogaster)",1710,89.553,111.592,103.434,101.526333333333,6.6657101639048
"chr8","EviAnn","gene",25915556,25929832,".","-",".","LOC_00014764","geneID=LOC_00014764","protein_coding","PDP2:_[Pyruvate_dehydrogenase_[acetyl-transferring]]-phosphatase_2,_mitochondrial_(Homo_sapiens)",1675.5,0,2.82871,0,0.942903333333333,-0.0848182218333715
"chr8","EviAnn","gene",26044851,26068961,".","+",".","LOC_00014768","geneID=LOC_00014768","protein_coding","Dync1li2:_Cytoplasmic_dynein_1_light_intermediate_chain_2_(Mus_musculus)",1422,7.57884,6.53095,6.13894,6.74957666666667,2.75479701919264
"chr8","EviAnn","gene",26081371,26125374,".","+",".","LOC_00014769","geneID=LOC_00014769","protein_coding","CMTM4:_CKLF-like_MARVEL_transmembrane_domain-containing_protein_4_(Homo_sapiens)",459,48.7279,42.9569,155.224,82.3029333333333,6.36287194509731
"chr8","EviAnn","gene",26200554,26232311,".","+",".","LOC_00014772","geneID=LOC_00014772","protein_coding","TK2:_Thymidine_kinase_2,_mitochondrial_(Homo_sapiens)",712,0,6.61799,0,2.20599666666667,1.14143061097141
"chr8","EviAnn","gene",26232191,26242579,".","-",".","LOC_00014773","geneID=LOC_00014773","protein_coding","SPATA2:_Spermatogenesis-associated_protein_2_(Homo_sapiens)",1800,0,0,4.99571,1.66523666666667,0.735727230487103
"chr8","EviAnn","gene",33158597,33173603,".","-",".","LOC_00014781","geneID=LOC_00014781","protein_coding","F52C9.6:_Putative_uncharacterized_transposon-derived_protein_F52C9.6_(Caenorhabditis_elegans)",750,65.2779,56.8142,0,40.6973666666667,5.34686354245385
"chr8","EviAnn","gene",34065755,34945440,".","+",".","LOC_00014787","geneID=LOC_00014787","protein_coding","WWOX:_WW_domain-containing_oxidoreductase_(Gallus_gallus)",906.5,0,3.99866,33.4402,12.47962,3.64150210020434
"chr8","EviAnn","gene",34428784,34442262,".","+",".","LOC_00014790","geneID=LOC_00014790","protein_coding","function_unknown",348,0,22.5175,0,7.50583333333333,2.90801225560684
"chr8","EviAnn","gene",36744478,36867251,".","+",".","LOC_00014794","geneID=LOC_00014794","protein_coding","CDYL2:_Chromodomain_Y-like_protein_2_(Homo_sapiens)",1305.91,79.3416,80.2459,157.524,105.703833333333,6.72388388655881
"chr8","EviAnn","gene",36829624,36867362,".","+",".","LOC_00014795","geneID=LOC_00014795","protein_coding","function_unknown",363,308.553,62.9253,166.339,179.272433333333,7.48600985226506
"chr8","EviAnn","gene",36938744,36958369,".","+",".","LOC_00014797","geneID=LOC_00014797","protein_coding","CENPN:_Centromere_protein_N_(Gallus_gallus)",1002,11.3935,4.93097,19.6086,11.97769,3.58227779375809
"chr8","EviAnn","gene",36959754,36977514,".","+",".","LOC_00014798","geneID=LOC_00014798","protein_coding","ATMIN:_ATM_interactor_(Homo_sapiens)",2400,6.38802,6.62955,0,4.33919,2.11742575878808
"chr8","EviAnn","gene",36984003,36992945,".","-",".","LOC_00014799","geneID=LOC_00014799","protein_coding","Uncharacterized_protein_C16orf46_homolog_(Rattus_norvegicus)",1341,32.408,13.972,34.7941,27.0580333333333,4.75798507820193
"chr8","EviAnn","gene",37015126,37016200,".","+",".","LOC_00014800","geneID=LOC_00014800","protein_coding","PPP1R3D:_Protein_phosphatase_1_regulatory_subunit_3D_(Homo_sapiens)",1065,21.1873,32.0638,13.6678,22.3063,4.47937932499394
"chr8","EviAnn","gene",37058193,37074122,".","-",".","LOC_00014801","geneID=LOC_00014801","protein_coding","GCSH:_Glycine_cleavage_system_H_protein,_mitochondrial_(Homo_sapiens)",423.75,0,10.9102,0,3.63673333333333,1.86264314279047
"chr8","EviAnn","gene",37059094,37065962,".","-",".","LOC_00014802","geneID=LOC_00014802","protein_coding","Transposable_element_Tcb1_transposase_(Caenorhabditis_briggsae)",549,12.4487,21.8204,21.5942,18.6211,4.218866394297
"chr8","EviAnn","gene",37081341,37192127,".","-",".","LOC_00014803","geneID=LOC_00014803","protein_coding","PKD1L2:_Polycystin-1-like_protein_2_(Homo_sapiens)",4420.5,0,3.10174,0,1.03391333333333,0.0481152583699985
"chr8","EviAnn","gene",37295429,37354263,".","+",".","LOC_00014804","geneID=LOC_00014804","protein_coding","GAN:_Gigaxonin_(Homo_sapiens)",1409.14,0,21.3507,0,7.1169,2.83124896471331
"chr8","EviAnn","gene",37405742,37630466,".","+",".","LOC_00014805","geneID=LOC_00014805","protein_coding","CMIP:_C-Maf-inducing_protein_(Homo_sapiens)",1980.43,0,1.95738,0,0.65246,-0.616038636991092
"chr8","EviAnn","gene",37717509,37825689,".","+",".","LOC_00014806","geneID=LOC_00014806","protein_coding","PLCG2:_1-phosphatidylinositol_4,5-bisphosphate_phosphodiesterase_gamma-2_(Homo_sapiens)",2307.33,0,0,46.6496,15.5498666666667,3.95883030481472
"chr8","EviAnn","gene",37824310,37997033,".","-",".","LOC_00014808","geneID=LOC_00014808","protein_coding","SLC12A4:_Solute_carrier_family_12_member_4_(Oryctolagus_cuniculus)",1959.69,0,15.4339,0,5.14463333333333,2.36306825748229
"chr8","EviAnn","gene",38116730,38167556,".","+",".","LOC_00014811","geneID=LOC_00014811","protein_coding","GALR1:_Galanin_receptor_type_1_(Homo_sapiens)",1077,10.4539,18.0774,0,9.51043333333333,3.24951107753255
"chr8","EviAnn","gene",38173562,38182043,".","-",".","LOC_00014813","geneID=LOC_00014813","protein_coding","Ddx28:_Probable_ATP-dependent_RNA_helicase_DDX28_(Mus_musculus)",1719,0,13.1795,2.62872,5.26940666666667,2.39764052405445
"chr8","EviAnn","gene",38311860,38392694,".","+",".","LOC_00014816","geneID=LOC_00014816","protein_coding","NFATC3:_Nuclear_factor_of_activated_T-cells,_cytoplasmic_3_(Homo_sapiens)",2338.88,0,52.3409,0,17.4469666666667,4.12490432585772
"chr8","EviAnn","gene",38403982,38500416,".","-",".","LOC_00014817","geneID=LOC_00014817","protein_coding","ESRP2:_Epithelial_splicing_regulatory_protein_2_(Gallus_gallus)",2185.5,0,2.0586,2.05462,1.37107333333333,0.455305737278285
"chr8","EviAnn","gene",39217145,39221482,".","-",".","LOC_00014823","geneID=LOC_00014823","protein_coding","function_unknown",312,0,108.321,0,36.107,5.17420665184187
"chr8","EviAnn","gene",39222976,39232627,".","+",".","LOC_00014824","geneID=LOC_00014824","protein_coding","Slc7a6os:_Probable_RNA_polymerase_II_nuclear_localization_protein_SLC7A6OS_(Mus_musculus)",511.641,41.1607,26.5834,34.1399,33.9613333333333,5.08582119558123
"chr8","EviAnn","gene",39233156,39293031,".","-",".","LOC_00014825","geneID=LOC_00014825","protein_coding","SLC7A6:_Y+L_amino_acid_transporter_2_(Homo_sapiens)",1551,3.43608,0,2.94919,2.12842333333333,1.08978512459844
"chr8","EviAnn","gene",39393892,39395493,".","+",".","LOC_00014827","geneID=LOC_00014827","protein_coding","Tmem30b:_Cell_cycle_control_protein_50B_(Mus_musculus)",1092,0,0,4.4221,1.47403333333333,0.559769149460763
"chr8","EviAnn","gene",39508053,39531560,".","+",".","LOC_00014829","geneID=LOC_00014829","protein_coding","OSGIN1:_Oxidative_stress-induced_growth_inhibitor_1_(Homo_sapiens)",1089,5.15886,3.0938,0,2.75088666666667,1.45989670351961
"chr8","EviAnn","gene",39977571,40031787,".","-",".","LOC_00014833","geneID=LOC_00014833","protein_coding","MBTPS1:_Membrane-bound_transcription_factor_site-1_protease_(Homo_sapiens)",2169.43,0,11.927,2.78546,4.90415333333333,2.29400408705915
"chr8","EviAnn","gene",40053490,40071374,".","+",".","LOC_00014835","geneID=LOC_00014835","protein_coding","DNAAF1:_Dynein_axonemal_assembly_factor_1_(Bos_taurus)",1407.75,0,2.91397,0,0.971323333333333,-0.0419764761238162
"chr8","EviAnn","gene",40187283,40197735,".","+",".","LOC_00014840","geneID=LOC_00014840","protein_coding","B3GNT9:_UDP-GlcNAc:betaGal_beta-1,3-N-acetylglucosaminyltransferase_9_(Homo_sapiens)",1275,51.509,62.9555,36.8779,50.4474666666667,5.65670991785223
"chr8","EviAnn","gene",40854789,41131453,".","+",".","LOC_00014845","geneID=LOC_00014845","protein_coding","gna0:_Guanine_nucleotide-binding_protein_G(o)_subunit_alpha_(Xenopus_laevis)",1065,0,13.7416,18.2238,10.6551333333333,3.41347674132898
"chr8","EviAnn","gene",41153124,41201791,".","-",".","LOC_00014846","geneID=LOC_00014846","protein_coding","Amfr:_E3_ubiquitin-protein_ligase_AMFR_(Mus_musculus)",1524,49.0626,9.05377,33.8025,30.6396233333333,4.93732665656041
"chr8","EviAnn","gene",41200372,41214189,".","-",".","LOC_00014848","geneID=LOC_00014848","protein_coding","tc1a:_Transposable_element_Tc1_transposase_(Caenorhabditis_elegans)",537,89.9656,67.6352,22.2935,59.9647666666667,5.90604316418098
"chr8","EviAnn","gene",41202725,41225476,".","-",".","LOC_00014847","geneID=LOC_00014847","protein_coding","nudt21:_Cleavage_and_polyadenylation_specificity_factor_subunit_5_(Xenopus_laevis)",638.25,0,20.2033,9.00744,9.73691333333333,3.28346450080325
"chr8","EviAnn","gene",41226140,41251735,".","+",".","LOC_00014849","geneID=LOC_00014849","protein_coding","OGFOD1:_Prolyl_3-hydroxylase_OGFOD1_(Pongo_abelii)",1513.2,353.259,297.38,336.119,328.919333333333,8.36158999966401
"chr8","EviAnn","gene",41229085,41293720,".","-",".","LOC_00014850","geneID=LOC_00014850","protein_coding","Bbs2:_BBSome_complex_member_BBS2_(Rattus_norvegicus)",2169,14.2506,23.9299,0,12.7268333333333,3.66980159011909
"chr8","EviAnn","gene",41637949,41652402,".","+",".","LOC_00014856","geneID=LOC_00014856","protein_coding","HERPUD1:_Homocysteine-responsive_endoplasmic_reticulum-resident_ubiquitin-like_domain_member_1_protein_(Homo_sapiens)",927,6.25931,16.3324,4.66578,9.08583,3.18361831216866
"chr8","EviAnn","gene",41734863,41852096,".","+",".","LOC_00014857","geneID=LOC_00014857","protein_coding","NLRC5:_Protein_NLRC5_(Homo_sapiens)",4410,2.24099,1.91921,3.72307,2.62775666666667,1.39383168660131
"chr8","EviAnn","gene",41857717,42044236,".","+",".","LOC_00014858","geneID=LOC_00014858","protein_coding","CPNE2:_Copine-2_(Homo_sapiens)",1635,3.23939,8.36377,19.4582,10.3537866666667,3.37208659267124
"chr8","EviAnn","gene",42044295,42071885,".","-",".","LOC_00014859","geneID=LOC_00014859","protein_coding","F52C9.6:_Putative_uncharacterized_transposon-derived_protein_F52C9.6_(Caenorhabditis_elegans)",600,32.9623,57.6243,57.0809,49.2225,5.6212460287096
"chr8","EviAnn","gene",42045647,42072082,".","-",".","LOC_00014860","geneID=LOC_00014860","protein_coding","Psme3ip1:_PSME3-interacting_protein_(Mus_musculus)",580.5,0,6.8179,18.6498,8.48923333333333,3.0856342691916
"chr8","EviAnn","gene",42072198,42118398,".","+",".","LOC_00014861","geneID=LOC_00014861","protein_coding","Rspry1:_RING_finger_and_SPRY_domain-containing_protein_1_(Mus_musculus)",1644,9.65893,13.854,0,7.83764333333333,2.97041992188895
"chr8","EviAnn","gene",42118564,42136184,".","+",".","LOC_00014862","geneID=LOC_00014862","protein_coding","ARL2BP:_ADP-ribosylation_factor-like_protein_2-binding_protein_(Pongo_abelii)",521.044,134.261,186.563,334.199,218.341,7.77043925433475
"chr8","EviAnn","gene",42134838,42175772,".","-",".","LOC_00014863","geneID=LOC_00014863","protein_coding","PLLP:_Plasmolipin_(Bos_taurus)",572.174,46.9508,19.1229,22.6726,29.5821,4.88665256625765
"chr8","EviAnn","gene",42337798,42366499,".","+",".","LOC_00014865","geneID=LOC_00014865","protein_coding","TTN:_Titin_(Homo_sapiens)",1353,0,3.45732,0,1.15244,0.204691640931607
"chr8","EviAnn","gene",42369337,42416331,".","-",".","LOC_00014866","geneID=LOC_00014866","protein_coding","DRC7:_Dynein_regulatory_complex_subunit_7_(Homo_sapiens)",2556,7.96106,1.70792,0,3.22299333333333,1.6884012042284
"chr8","EviAnn","gene",42416001,42440555,".","+",".","LOC_00014867","geneID=LOC_00014867","protein_coding","Tecta:_Alpha-tectorin_(Mus_musculus)",996,5.73798,0,4.93789,3.55862333333333,1.83131923717749
"chr8","EviAnn","gene",42668440,42732382,".","+",".","LOC_00014872","geneID=LOC_00014872","protein_coding","Ccdc102a:_Coiled-coil_domain-containing_protein_102A_(Mus_musculus)",1180,0,24.6648,0,8.2216,3.0394191831334
"chr8","EviAnn","gene",42836534,42855468,".","-",".","LOC_00014874","geneID=LOC_00014874","protein_coding","COQ9:_Ubiquinone_biosynthesis_protein_COQ9,_mitochondrial_(Homo_sapiens)",795.75,0,0,6.53324,2.17774666666667,1.12283613770916
"chr8","EviAnn","gene",42857387,42871234,".","+",".","LOC_00014876","geneID=LOC_00014876","protein_coding","CIAPIN1:_Anamorsin_(Homo_sapiens)",774,15.6742,0,0,5.22473333333333,2.38535740494562
"chr8","EviAnn","gene",42857697,42863205,".","+",".","LOC_00014875","geneID=LOC_00014875","protein_coding","function_unknown",504,394.934,334.943,575.409,435.095333333333,8.76518773293916
"chr8","EviAnn","gene",42941971,42967333,".","+",".","LOC_00014879","geneID=LOC_00014879","protein_coding","Cfdp1:_Craniofacial_development_protein_1_(Mus_musculus)",603.429,0,5.94919,11.8134,5.92086333333333,2.56580755354135
"chr8","EviAnn","gene",43226223,43269971,".","-",".","LOC_00014886","geneID=LOC_00014886","protein_coding","ZNRF1:_E3_ubiquitin-protein_ligase_ZNRF1_(Homo_sapiens)",732,16.8398,0,29.0777,15.3058333333333,3.93600969010433
"chr8","EviAnn","gene",43280162,43365690,".","+",".","LOC_00014887","geneID=LOC_00014887","protein_coding","WDR59:_GATOR2_complex_protein_WDR59_(Homo_sapiens)",1716,3.06994,2.64104,0,1.90366,0.92877583152652
"chr8","EviAnn","gene",43377656,43492010,".","+",".","LOC_00014888","geneID=LOC_00014888","protein_coding","FA2H:_Fatty_acid_2-hydroxylase_(Macaca_fascicularis)",870,0,30.0831,0,10.0277,3.32591883552303
"chr8","EviAnn","gene",43580532,43615506,".","+",".","LOC_00014890","geneID=LOC_00014890","protein_coding","rfwd3.S:_E3_ubiquitin-protein_ligase_rfwd3.S_(Xenopus_laevis)",1587.86,0,6.43008,4.27792,3.56933333333333,1.83565463825753
"chr8","EviAnn","gene",43631664,43720350,".","+",".","LOC_00014891","geneID=LOC_00014891","protein_coding","GLG1:_Golgi_apparatus_protein_1_(Gallus_gallus)",1935,2.68955,8.84177,0,3.84377333333333,1.94252326313621
"chr8","EviAnn","gene",43723451,43775279,".","+",".","LOC_00014893","geneID=LOC_00014893","protein_coding","PDPR:_Pyruvate_dehydrogenase_phosphatase_regulatory_subunit,_mitochondrial_(Homo_sapiens)",2217,2.31947,8.17352,0,3.49766333333333,1.80639142970968
