Chromosome	Source	Type	Start	Stop	Score	Strand	Phase	Name	GeneID	BioType	Function	Length	SRR2889295	SRR2889296	SRR2889297
NC_052565.1	BestRefSeq	gene	542140	582796	.	+	.	gene-HDAC7	Name=HDAC7	protein_coding	Dbxref=CGNC:4743,GeneID:426885	2841	4.87446	5.3949	5.25187
NC_052565.1	BestRefSeq	gene	583763	589286	.	-	.	gene-TWIST3	Name=TWIST3	protein_coding	Dbxref=CGNC:52920,GeneID:426886	486	0	0	0
NC_052565.1	BestRefSeq%2CGnomon	gene	599320	612685	.	-	.	gene-SLC48A1	Name=SLC48A1	protein_coding	Dbxref=CGNC:52921,GeneID:426887	444	6.54535	7.13457	11.6728
NC_052565.1	Gnomon	gene	622587	635460	.	+	.	gene-RAPGEF3	Name=RAPGEF3	protein_coding	Dbxref=CGNC:4776,GeneID:426888	2859	4.58038	5.17434	3.81241
NC_052565.1	Gnomon	gene	637726	644507	.	+	.	gene-ENDOU	Name=ENDOU	protein_coding	Dbxref=CGNC:66124,GeneID:100858035	1083	0	0	0
NC_052565.1	BestRefSeq%2CGnomon	gene	653760	658090	.	-	.	gene-NEUROD4	Name=NEUROD4	protein_coding	Dbxref=CGNC:49575,GeneID:395959	993	0	0	0
NC_052565.1	Gnomon	gene	668497	679871	.	-	.	gene-TESPA1	Name=TESPA1	protein_coding	Dbxref=CGNC:78352,GeneID:107055393	1743	0.333452	0.222041	0.1198
NC_052565.1	Gnomon	gene	684008	692318	.	+	.	gene-PPP1R1A	Name=PPP1R1A	protein_coding	Dbxref=CGNC:65275,GeneID:100857781	522	16.0385	13.6675	8.74626
NC_052565.1	Gnomon	gene	692435	706215	.	-	.	gene-PDE1B	Name=PDE1B	protein_coding	Dbxref=CGNC:59015,GeneID:777528	1647	0.236516	0.35436	0.16956
NC_052565.1	BestRefSeq%2CGnomon	gene	708239	716946	.	-	.	gene-NCKAP1L	Name=NCKAP1L	protein_coding	Dbxref=CGNC:52476,GeneID:425499	3393	3.38978	3.27644	2.29085
NC_052565.1	BestRefSeq%2CGnomon	gene	717942	722413	.	+	.	gene-GTSF2	Name=GTSF2	protein_coding	Dbxref=CGNC:67256,GeneID:101747763	530.482	8.76517	9.99709	11.2603
NC_052565.1	Gnomon	gene	726940	740914	.	+	.	gene-ITGA5	Name=ITGA5	protein_coding	Dbxref=CGNC:49148,GeneID:378932	2652	4.2503	3.4669	4.34495
NC_052565.1	Gnomon	gene	741981	749567	.	+	.	gene-ZNF385A	Name=ZNF385A	protein_coding	Dbxref=CGNC:69104,GeneID:101749643	1071	0.95936	0.191658	0.786376
NC_052565.1	Gnomon	gene	751253	755552	.	-	.	gene-COPZ1	Name=COPZ1	protein_coding	Dbxref=CGNC:78373,GeneID:107055416	640.5	0	0	0
NC_052565.1	BestRefSeq	gene	754448	754508	.	-	.	gene-MIR148B	Name=MIR148B	miRNA	Dbxref=CGNC:86173,GeneID:114482292,miRBase:MI0040733	NA	NA	NA	NA
NC_052565.1	BestRefSeq%2CGnomon	gene	761805	768240	.	-	.	gene-HNRNPA1	Name=HNRNPA1	protein_coding	Dbxref=CGNC:63519,GeneID:424136	1122.69	64.5111	75.6584	72.3752
NC_052565.1	Gnomon	gene	768626	773979	.	+	.	gene-CBX5	Name=CBX5	protein_coding	Dbxref=CGNC:58306,GeneID:776802	570	17.99	9.61342	8.61021
NC_052565.1	Gnomon	gene	774917	778064	.	+	.	gene-SMUG1	Name=SMUG1	protein_coding	Dbxref=CGNC:10773,GeneID:431025	639	6.83778	7.90957	9.61786
NC_052565.1	Gnomon	gene	780459	784063	.	+	.	gene-LOC112530920	Name=LOC112530920	lncRNA	Dbxref=CGNC:85086,GeneID:112530920	NA	NA	NA	NA
NC_052565.1	BestRefSeq	gene	831513	836365	.	-	.	gene-HOXC8	Name=HOXC8	protein_coding	Dbxref=CGNC:49437,GeneID:395711	729	0	0	0
NC_052565.1	Gnomon	gene	833262	838015	.	+	.	gene-LOC121108089	Name=LOC121108089	lncRNA	Dbxref=CGNC:87967,GeneID:121108089	NA	NA	NA	NA
NC_052565.1	BestRefSeq	gene	844426	847413	.	-	.	gene-HOXC9	Name=HOXC9	protein_coding	Dbxref=CGNC:8844,GeneID:425723	789	0	0	0
NC_052565.1	BestRefSeq	gene	856403	856510	.	-	.	gene-MIR196A2	Name=MIR196A2	miRNA	Dbxref=CGNC:59170,GeneID:777886,miRBase:MI0001282	NA	NA	NA	NA
NC_052565.1	BestRefSeq	gene	858022	862788	.	-	.	gene-HOXC10	Name=HOXC10	protein_coding	Dbxref=CGNC:13664,GeneID:770471	1065	0	0	0
NC_052565.1	Gnomon	gene	872091	876450	.	-	.	gene-HOXC11	Name=HOXC11	protein_coding	Dbxref=CGNC:10516,GeneID:430698	903	0	0	0
NC_052565.1	Gnomon	gene	882412	885573	.	-	.	gene-LOC107055410	Name=LOC107055410	lncRNA	Dbxref=CGNC:78367,GeneID:107055410	NA	NA	NA	NA
NC_052565.1	Gnomon	gene	892459	896472	.	-	.	gene-HOXC12	Name=HOXC12	protein_coding	Dbxref=CGNC:13573,GeneID:429400	804	0	0	0
NC_052565.1	Gnomon	gene	905542	909510	.	-	.	gene-HOXC13	Name=HOXC13	protein_coding	Dbxref=CGNC:66674,GeneID:771955	888	0	0	0
NC_052565.1	Gnomon	gene	965821	967854	.	+	.	gene-ATP5G2	Name=ATP5G2	protein_coding	Dbxref=CGNC:64862,GeneID:100858216	504	168.936	209.374	197.578
NC_052565.1	Gnomon	gene	968527	1015052	.	+	.	gene-ATF7	Name=ATF7	protein_coding	Dbxref=CGNC:2200,GeneID:769661	1443	5.61101	6.15131	4.62251
NC_052565.1	BestRefSeq	gene	978215	978279	.	+	.	gene-MIR2130	Name=MIR2130	miRNA	Dbxref=CGNC:60864,GeneID:100316005,miRBase:MI0010735	NA	NA	NA	NA
NC_052565.1	BestRefSeq	gene	1007368	1007429	.	+	.	gene-MIR7477	Name=MIR7477	miRNA	Dbxref=CGNC:71975,GeneID:102466833,miRBase:MI0024150	NA	NA	NA	NA
NC_052565.1	Gnomon	gene	1015306	1016514	.	+	.	gene-NPFF	Name=NPFF	protein_coding	Dbxref=CGNC:78366,GeneID:107055409	318	0	0	0
NC_052565.1	Gnomon	gene	1016665	1021622	.	-	.	gene-TARBP2	Name=TARBP2	protein_coding	Dbxref=CGNC:78370,GeneID:107055413	1008	11.118	11.1058	9.49558
NC_052565.1	Gnomon	gene	1023079	1032686	.	+	.	gene-MAP3K12	Name=MAP3K12	protein_coding	Dbxref=CGNC:69963,GeneID:101750513	1977	0.387793	0.581001	0.198312
NC_052565.1	Gnomon	gene	1033141	1048072	.	-	.	gene-PCBP2	Name=PCBP2	protein_coding	Dbxref=CGNC:3236,GeneID:426023	1031.54	196.01	196.838	201.837
NC_052565.1	Gnomon	gene	1048981	1053469	.	-	.	gene-AMHR2	Name=AMHR2	protein_coding	Dbxref=CGNC:69372,GeneID:107051468	1095	0	0	0
NC_052565.1	BestRefSeq%2CGnomon	gene	1056515	1072469	.	-	.	gene-SP1	Name=SP1	protein_coding	Dbxref=CGNC:49253,GeneID:395303	2264.12	49.0281	53.236	49.3687
NC_052565.1	Gnomon	gene	1072576	1074968	.	-	.	gene-LOC124417471	Name=LOC124417471	protein_coding	Dbxref=GeneID:124417471	687	0	0	0.336919
NC_052565.1	Gnomon	gene	1084287	1085465	.	+	.	gene-SP7	Name=SP7	protein_coding	Dbxref=CGNC:78369,GeneID:107055412	1149	0	0.176757	0
NC_052565.1	Gnomon	gene	1088044	1094515	.	+	.	gene-AAAS	Name=AAAS	protein_coding	Dbxref=CGNC:62874,GeneID:100859661	1734	21.1265	18.0872	18.6404
NC_052565.1	Gnomon	gene	1095716	1098376	.	-	.	gene-C12orf10	Name=C12orf10	protein_coding	Dbxref=CGNC:10193,GeneID:426187	1107	3.69373	3.32064	4.91936
NC_052565.1	BestRefSeq%2CGnomon	gene	1098821	1128668	.	-	.	gene-VDR	Name=VDR	protein_coding	Dbxref=CGNC:10190,GeneID:395988	1152	2.29356	2.01467	1.42974
NC_052565.1	Gnomon	gene	1132638	1137163	.	+	.	gene-TMEM106C	Name=TMEM106C	protein_coding	Dbxref=CGNC:10189,GeneID:426186	819	4.21891	3.42422	5.95187
NC_052565.1	BestRefSeq	gene	1138569	1141506	.	-	.	gene-COL2A1	Name=COL2A1	protein_coding	Dbxref=CGNC:49161,GeneID:395069	165	0	0	0
NC_052565.1	Gnomon	gene	1152611	1166526	.	-	.	gene-SENP1	Name=SENP1	protein_coding	Dbxref=CGNC:10180,GeneID:426185	2184	1.04523	1.13099	0.623489
NC_052565.1	BestRefSeq%2CGnomon	gene	1166793	1174134	.	+	.	gene-PFKM	Name=PFKM	protein_coding	Dbxref=CGNC:10017,GeneID:374064	2349	0.725219	1.12677	0.576727
NC_052565.1	BestRefSeq%2CGnomon	gene	1174361	1177400	.	-	.	gene-ASB8	Name=ASB8	protein_coding	Dbxref=CGNC:10013,GeneID:426183	855	14.2671	12.3857	15.9181
NC_052565.1	Gnomon	gene	1178563	1180754	.	+	.	gene-LOC107049457	Name=LOC107049457	protein_coding	Dbxref=CGNC:72476,GeneID:107049457	630	0	0.732413	0
NC_052565.1	Gnomon	gene	1181638	1185286	.	+	.	gene-ZNF853	Name=ZNF853	protein_coding	Dbxref=CGNC:57738,GeneID:776211	882	6.02803	5.29896	5.93487
NC_052565.1	Gnomon	gene	1185448	1187694	.	-	.	gene-PFDN5	Name=PFDN5	protein_coding	Dbxref=CGNC:63762,GeneID:100859376	468	153.655	147.472	140.332
NC_052565.1	Gnomon	gene	1188010	1200187	.	-	.	gene-ESPL1	Name=ESPL1	protein_coding	Dbxref=CGNC:7565,GeneID:425536	6078	1.58619	1.46467	1.10056
NC_052565.1	Gnomon	gene	1202030	1205494	.	+	.	gene-IGBP1L	Name=IGBP1L	lncRNA	Dbxref=CGNC:84643,GeneID:100859554	NA	NA	NA	NA
NC_052565.1	Gnomon	gene	1205486	1209277	.	-	.	gene-CSAD	Name=CSAD	protein_coding	Dbxref=CGNC:52706,GeneID:426184	1261.99	23.5387	25.0763	24.5945
NC_052565.1	BestRefSeq	gene	1208201	1208265	.	-	.	gene-MIR12287	Name=MIR12287	miRNA	Dbxref=CGNC:86261,GeneID:114483280,miRBase:MI0040759	NA	NA	NA	NA
NC_052565.1	Gnomon	gene	1209437	1214474	.	+	.	gene-ZNF740	Name=ZNF740	protein_coding	Dbxref=CGNC:63794,GeneID:100859343	579.193	24.9796	31.0865	28.0103
NC_052565.1	Gnomon	gene	1214354	1221360	.	-	.	gene-LOC107049666	Name=LOC107049666	protein_coding	Dbxref=CGNC:72682,GeneID:107049666	2263.5	0	0.346466	0.088678
NC_052565.1	Gnomon	gene	1222024	1228676	.	-	.	gene-LOC107051537	Name=LOC107051537	protein_coding	Dbxref=CGNC:74546,GeneID:107051537	1095	6.73276	12.3296	8.62128
NC_052565.1	Gnomon	gene	1231323	1233845	.	+	.	gene-MFSD5	Name=MFSD5	protein_coding	Dbxref=CGNC:10798,GeneID:777286	1374	9.68428	10.6742	10.3576
NC_052565.1	Gnomon	gene	1234487	1235890	.	-	.	gene-LOC107049862	Name=LOC107049862	protein_coding	Dbxref=CGNC:72878,GeneID:107049862	690	3.58786	2.28088	1.67525
NC_052565.1	Gnomon	gene	1236600	1240081	.	+	.	gene-SPRYD3	Name=SPRYD3	protein_coding	Dbxref=CGNC:64655,GeneID:100858430	1269	30.8202	38.2664	33.1276
NC_052565.1	Gnomon	gene	1239638	1252792	.	-	.	gene-TNS2	Name=TNS2	protein_coding	Dbxref=CGNC:72877,GeneID:107049861	3850.3	56.1201	59.1252	49.7309
NC_052565.1	Gnomon	gene	1254128	1255599	.	-	.	gene-LOC107050011	Name=LOC107050011	protein_coding	Dbxref=CGNC:73026,GeneID:107050011	1041	0	0	0
NC_052565.1	BestRefSeq%2CGnomon	gene	1256266	1260357	.	-	.	gene-PRKAG1	Name=PRKAG1	protein_coding	Dbxref=CGNC:53741,GeneID:429688	924.094	37.6336	35.3132	39.8371
NC_052565.1	Gnomon	gene	1261775	1290017	.	-	.	gene-KMT2D	Name=KMT2D	protein_coding	Dbxref=CGNC:52597,GeneID:425846	16090.2	4.83263	4.58101	4.75113
NC_052565.1	Gnomon	gene	1292272	1297425	.	-	.	gene-DHH	Name=DHH	protein_coding	Dbxref=CGNC:78365,GeneID:107055407	1236	0.651343	0.749618	0.833758
NC_052565.1	Gnomon	gene	1298304	1303777	.	-	.	gene-LMBR1L	Name=LMBR1L	protein_coding	Dbxref=CGNC:78364,GeneID:107055406	1467	0.67184	0.536851	0.687627
NC_052565.1	Gnomon	gene	1307173	1310946	.	-	.	gene-LOC100859737	Name=LOC100859737	protein_coding	Dbxref=CGNC:63412,GeneID:100859737	1356	385.479	360.376	381.342
NC_052565.1	BestRefSeq	gene	1313736	1317544	.	-	.	gene-TUBA1A	Name=TUBA1A	protein_coding	Dbxref=CGNC:53544,GeneID:429035	1356	123.176	182.905	147.715
NC_052565.1	Gnomon	gene	1321608	1325291	.	+	.	gene-LOC100857858	Name=LOC100857858	protein_coding	Dbxref=CGNC:65201,GeneID:100857858	1347	98.0543	148.237	158.415
NC_052565.1	Gnomon	gene	1325955	1329870	.	+	.	gene-LOC107055405	Name=LOC107055405	protein_coding	Dbxref=CGNC:78363,GeneID:107055405	933	0.451004	0	0.693599
NC_052565.1	Gnomon	gene	1329604	1331884	.	-	.	gene-PYM1	Name=PYM1	protein_coding	Dbxref=CGNC:64838,GeneID:100858240	621	10.4581	10.0747	13.8246
NC_052565.1	Gnomon	gene	1332539	1339425	.	+	.	gene-DGKA	Name=DGKA	protein_coding	Dbxref=CGNC:67528,GeneID:101748037	2223	1.79482	2.81706	2.27227
NC_052565.1	BestRefSeq%2CGnomon	gene	1339431	1343416	.	-	.	gene-PMEL	Name=PMEL	protein_coding	Dbxref=CGNC:49600,GeneID:396007	2160	0.08814	0	0.090132
NC_052565.1	BestRefSeq	gene	1344337	1346999	.	+	.	gene-CDK2	Name=CDK2	protein_coding	Dbxref=CGNC:61495,GeneID:100529062	897	18.9046	30.4508	17.4476
NC_052565.1	BestRefSeq%2CGnomon	gene	1348033	1353159	.	+	.	gene-RAB5B	Name=RAB5B	protein_coding	Dbxref=CGNC:61494,GeneID:100529061	648	43.8261	54.3754	59.5726
NC_052565.1	BestRefSeq%2CGnomon	gene	1352722	1356284	.	+	.	gene-SUOX	Name=SUOX	protein_coding	Dbxref=CGNC:49732,GeneID:107055404	1519.04	30.1215	29.8168	25.073
NC_052565.1	Gnomon	gene	1356967	1369664	.	+	.	gene-IKZF4	Name=IKZF4	protein_coding	Dbxref=CGNC:67294,GeneID:101747801	1587	3.07952	3.9372	3.27727
NC_052565.1	Gnomon	gene	1366085	1367627	.	-	.	gene-LOC112530903	Name=LOC112530903	lncRNA	Dbxref=CGNC:85082,GeneID:112530903	NA	NA	NA	NA
NC_052565.1	Gnomon	gene	1371694	1373116	.	+	.	gene-RPS26	Name=RPS26	protein_coding	Dbxref=CGNC:65286,GeneID:100857770	348	1612.38	1520.12	1627.15
NC_052565.1	BestRefSeq%2CGnomon	gene	1373726	1390658	.	+	.	gene-ERBB3	Name=ERBB3	protein_coding	Dbxref=CGNC:54346,GeneID:693245	3947.93	26.7092	26.4583	20.8829
NC_052565.1	Gnomon	gene	1391022	1401520	.	+	.	gene-PA2G4	Name=PA2G4	protein_coding	Dbxref=CGNC:4474,GeneID:425279	1185	24.7698	24.2299	26.0691
NC_052565.1	Gnomon	gene	1402720	1404911	.	+	.	gene-ZC3H10	Name=ZC3H10	protein_coding	Dbxref=CGNC:64948,GeneID:100858126	1386	2.86286	1.85872	1.75837
NC_052565.1	Gnomon	gene	1405198	1415609	.	+	.	gene-ESYT1	Name=ESYT1	protein_coding	Dbxref=CGNC:78358,GeneID:107055399	3162	5.76837	6.99596	4.93297
NC_052565.1	BestRefSeq%2CGnomon	gene	1416077	1419928	.	+	.	gene-MYL6	Name=MYL6	protein_coding	Dbxref=CGNC:66052,GeneID:100996929	456	522.264	664.143	554.339
NC_052565.1	Gnomon	gene	1419983	1429094	.	-	.	gene-SMARCC2	Name=SMARCC2	protein_coding	Dbxref=CGNC:67132,GeneID:101747634	3433.89	13.7145	16.7242	12.2048
NC_052565.1	tRNAscan-SE	gene	1429921	1430002	.	+	.	gene-TRNAS-CGA-3	Name=TRNAS-CGA	tRNA	Dbxref=GeneID:112530967	NA	NA	NA	NA
NC_052565.1	Gnomon	gene	1430219	1439344	.	-	.	gene-RNF41	Name=RNF41	protein_coding	Dbxref=CGNC:13681,GeneID:426468	954	18.2305	28.3031	20.4903
NC_052565.1	Gnomon	gene	1439462	1442768	.	+	.	gene-NABP2	Name=NABP2	protein_coding	Dbxref=CGNC:78361,GeneID:107055402	600	34.3868	37.086	36.9735
NC_052565.1	Gnomon	gene	1442922	1447714	.	+	.	gene-SLC39A5	Name=SLC39A5	protein_coding	Dbxref=CGNC:64243,GeneID:100858866	1689	40.2644	33.7821	24.2462
NC_052565.1	BestRefSeq%2CGnomon	gene	1450901	1470960	.	-	.	gene-ANKRD52	Name=ANKRD52	protein_coding	Dbxref=CGNC:52797,GeneID:426469	3031.09	9.04512	9.44516	7.196
NC_052565.1	Gnomon	gene	1471993	1475107	.	+	.	gene-COQ10A	Name=COQ10A	protein_coding	Dbxref=CGNC:15532,GeneID:770970	801	4.60571	11.7302	9.01439
NC_052565.1	Gnomon	gene	1474059	1480438	.	-	.	gene-CS	Name=CS	protein_coding	Dbxref=CGNC:64209,GeneID:100858903	1432.66	26.763	29.3203	34.7674
NC_052565.1	Gnomon	gene	1481162	1483277	.	-	.	gene-CNPY2	Name=CNPY2	protein_coding	Dbxref=CGNC:64183,GeneID:100858933	573	233.475	229.103	279.99
NC_052565.1	BestRefSeq%2CGnomon	gene	1483452	1493643	.	-	.	gene-PAN2	Name=PAN2	protein_coding	Dbxref=CGNC:2005,GeneID:429172	3594	4.99423	5.65667	5.31405
NC_052565.1	Gnomon	gene	1494880	1496466	.	+	.	gene-IL23A	Name=IL23A	protein_coding	Dbxref=CGNC:64154,GeneID:100858964	543	0	0	0.920016
NC_052565.1	Gnomon	gene	1496415	1501912	.	-	.	gene-STAT2	Name=STAT2	protein_coding	Dbxref=CGNC:64367,GeneID:100858732	2886.05	3.43377	3.29978	3.93745
NC_052565.1	Gnomon	gene	1502363	1503488	.	-	.	gene-APOF	Name=APOF	protein_coding	Dbxref=CGNC:78360,GeneID:107055401	948	4.42573	7.07345	2.49545
NC_052565.1	Gnomon	gene	1503496	1510624	.	-	.	gene-TIMELESS	Name=TIMELESS	protein_coding	Dbxref=CGNC:70619,GeneID:101751192	3639	1.16895	0.964474	0.519359
NC_052565.1	BestRefSeq	gene	1511032	1512968	.	-	.	gene-MIP	Name=MIP	protein_coding	Dbxref=CGNC:49050,GeneID:374124	789	0	0	0
NC_052565.1	Gnomon	gene	1513723	1516547	.	-	.	gene-LOC100857335	Name=LOC100857335	protein_coding	Dbxref=CGNC:65677,GeneID:100857335	789	0.275978	0	1.41611
NC_052565.1	Gnomon	gene	1516873	1520310	.	+	.	gene-RBMS2	Name=RBMS2	protein_coding	Dbxref=CGNC:78359,GeneID:107055400	1182.31	12.3315	16.9794	15.1382
NC_052565.1	Gnomon	gene	1524543	1539032	.	-	.	gene-BAZ2A	Name=BAZ2A	protein_coding	Dbxref=CGNC:67272,GeneID:101747779	5274	5.12379	7.01925	5.65873
NC_052565.1	BestRefSeq	gene	1539623	1542570	.	-	.	gene-ATP5B	Name=ATP5B	protein_coding	Dbxref=CGNC:15470,GeneID:426673	1602	1112.7	1051.73	963.924
NC_052565.1	cmsearch	gene	1541218	1541290	.	-	.	gene-LOC112530966	Name=LOC112530966	snoRNA	Dbxref=CGNC:85104,GeneID:112530966	NA	NA	NA	NA
NC_052565.1	cmsearch	gene	1541997	1542071	.	-	.	gene-LOC112530962	Name=LOC112530962	snoRNA	Dbxref=CGNC:85103,GeneID:112530962	NA	NA	NA	NA
NC_052565.1	BestRefSeq%2CGnomon	gene	1543053	1550518	.	-	.	gene-PTGES3	Name=PTGES3	protein_coding	Dbxref=CGNC:66721,GeneID:100859133	484.483	68.637	59.6773	64.3815
NC_052565.1	BestRefSeq	gene	1550829	1561144	.	-	.	gene-NACA	Name=NACA	protein_coding	Dbxref=CGNC:49862,GeneID:396544	648	359.113	413.818	385.769
NC_052565.1	Gnomon	gene	1561390	1564116	.	-	.	gene-PRIM1	Name=PRIM1	protein_coding	Dbxref=CGNC:24269,GeneID:426646	1260	15.7735	13.2092	14.194
NC_052565.1	Gnomon	gene	1564769	1566503	.	+	.	gene-RDH16	Name=RDH16	protein_coding	Dbxref=CGNC:57947,GeneID:776432	954	40.0877	48.972	55.1546
NC_052565.1	Gnomon	gene	1566949	1569231	.	+	.	gene-LOC100859726	Name=LOC100859726	protein_coding	Dbxref=CGNC:63423,GeneID:100859726	954	0.98576	2.14919	1.58778
NC_052565.1	Gnomon	gene	1569636	1573900	.	-	.	gene-LOC121108093	Name=LOC121108093	lncRNA	Dbxref=CGNC:87971,GeneID:121108093	NA	NA	NA	NA
NC_052565.1	Gnomon	gene	1574125	1577223	.	+	.	gene-GPR182	Name=GPR182	protein_coding	Dbxref=CGNC:64202,GeneID:100858910	1098	50.7095	62.385	68.9512
NC_052565.1	Gnomon	gene	1578787	1584702	.	-	.	gene-TAC3	Name=TAC3	protein_coding	Dbxref=CGNC:78378,GeneID:107055422	2115	2.52433	2.79147	2.48929
NC_052565.1	BestRefSeq%2CGnomon	gene	1585793	1593556	.	-	.	gene-MYO1A	Name=MYO1A	protein_coding	Dbxref=CGNC:49639,GeneID:396072	3138	0.177999	0.403107	0.121282
NC_052565.1	Gnomon	gene	1593926	1598734	.	-	.	gene-NEMP1	Name=NEMP1	protein_coding	Dbxref=CGNC:55155,GeneID:769312	1320	1.2095	4.29955	3.5449
NC_052565.1	Gnomon	gene	1599117	1603831	.	+	.	gene-NAB2	Name=NAB2	protein_coding	Dbxref=CGNC:65903,GeneID:100873158	1899	0.405045	0.60685	0.517879
NC_052565.1	BestRefSeq	gene	1599646	1599706	.	+	.	gene-MIR12267	Name=MIR12267	miRNA	Dbxref=CGNC:86174,GeneID:114482296,miRBase:MI0040734	NA	NA	NA	NA
NC_052565.1	Gnomon	gene	1604624	1617086	.	-	.	gene-STAT6	Name=STAT6	protein_coding	Dbxref=CGNC:63933,GeneID:100859196	2680.45	21.9936	31.9993	24.8292
NC_052565.1	BestRefSeq	gene	1616096	1684420	.	+	.	gene-LRP1	Name=LRP1	protein_coding	Dbxref=CGNC:49684,GeneID:396170	13632	109.531	121.346	113.178
NC_052565.1	BestRefSeq	gene	1674127	1674236	.	+	.	gene-MIR6619	Name=MIR6619	miRNA	Dbxref=CGNC:71789,GeneID:102465361,miRBase:MI0022438	NA	NA	NA	NA
NC_052565.1	Gnomon	gene	1691001	1697134	.	-	.	gene-LOC107050760	Name=LOC107050760	protein_coding	Dbxref=CGNC:73773,GeneID:107050760	721	0	0	0
NC_052565.1	Gnomon	gene	1698615	1722578	.	-	.	gene-R3HDM2	Name=R3HDM2	protein_coding	Dbxref=CGNC:10687,GeneID:426509	3153	4.90008	5.01207	5.67181
NC_052565.1	Gnomon	gene	1709400	1712159	.	+	.	gene-LOC112530954	Name=LOC112530954	lncRNA	Dbxref=CGNC:85100,GeneID:112530954	NA	NA	NA	NA
NC_052565.1	Gnomon	gene	1719829	1725203	.	+	.	gene-LOC112530951	Name=LOC112530951	lncRNA	Dbxref=CGNC:85099,GeneID:112530951	NA	NA	NA	NA
NC_052565.1	Gnomon	gene	1728416	1733218	.	+	.	gene-LOC107049250	Name=LOC107049250	protein_coding	Dbxref=CGNC:72270,GeneID:107049250	996	153.047	145.579	183.828
NC_052565.1	Gnomon	gene	1737867	1740580	.	+	.	gene-INHBE	Name=INHBE	protein_coding	Dbxref=CGNC:72267,GeneID:107049247	1050	1.76695	2.74553	3.82235
NC_052565.1	BestRefSeq%2CGnomon	gene	1743459	1758719	.	+	.	gene-GLI1	Name=GLI1	protein_coding	Dbxref=CGNC:10848,GeneID:396045	3843	2.64107	3.0695	2.89265
NC_052565.1	Gnomon	gene	1760419	1763103	.	+	.	gene-DNAJC14	Name=DNAJC14	protein_coding	Dbxref=CGNC:52783,GeneID:426418	1698	17.2703	20.7915	22.2331
NC_052565.1	BestRefSeq%2CGnomon	gene	1763304	1765345	.	-	.	gene-ORMDL2	Name=ORMDL2	protein_coding	Dbxref=CGNC:52329,GeneID:425059	462	37.599	44.296	37.6374
NC_052565.1	BestRefSeq%2CGnomon	gene	1765573	1788106	.	+	.	gene-SARNP	Name=SARNP	protein_coding	Dbxref=CGNC:52328,GeneID:425058	633	25.8661	22.5651	31.0836
NC_052565.1	Gnomon	gene	1796686	1804732	.	-	.	gene-GDF11	Name=GDF11	protein_coding	Dbxref=CGNC:72266,GeneID:107049246	1107	8.3109	7.93264	8.51428
NC_052565.1	Gnomon	gene	1804951	1808632	.	+	.	gene-INPP1	Name=INPP1	protein_coding	Dbxref=CGNC:72268,GeneID:107049248	1166.23	4.17523	5.4147	5.68729
NC_052565.1	Gnomon	gene	1810588	1813745	.	+	.	gene-CD63	Name=CD63	protein_coding	Dbxref=CGNC:72269,GeneID:107049249	720	536.344	669.512	622.195
NC_052565.1	BestRefSeq%2CGnomon	gene	1814041	1817174	.	-	.	gene-RDH5	Name=RDH5	protein_coding	Dbxref=CGNC:49327,GeneID:395452	960	5.01459	7.62256	5.58756
NC_052565.1	Gnomon	gene	1817362	1818710	.	-	.	gene-BLOC1S1	Name=BLOC1S1	protein_coding	Dbxref=CGNC:65724,GeneID:100857285	378	90.1509	79.4013	75.9698
NC_052565.1	Gnomon	gene	1822682	1835160	.	+	.	gene-ITGA7	Name=ITGA7	protein_coding	Dbxref=CGNC:68572,GeneID:101749098	3390	0.164173	0.546579	0.335557
NC_052565.1	Gnomon	gene	1834576	1838329	.	+	.	gene-MCRS1	Name=MCRS1	protein_coding	Dbxref=CGNC:303,GeneID:426664	1542	39.9254	36.8309	38.1254
NC_052565.1	Gnomon	gene	1838647	1860169	.	-	.	gene-SPATS2	Name=SPATS2	protein_coding	Dbxref=CGNC:286,GeneID:426663	1611	11.2682	11.9812	11.2821
NC_052565.1	Gnomon	gene	1856254	1863254	.	-	.	gene-DNAJC22	Name=DNAJC22	protein_coding	Dbxref=CGNC:54075,GeneID:430880	906	35.727	35.2219	36.6353
NC_052565.1	Gnomon	gene	1869499	1873395	.	+	.	gene-C1QL4	Name=C1QL4	protein_coding	Dbxref=CGNC:64011,GeneID:100859113	696	0	0	0
NC_052565.1	Gnomon	gene	1873756	1875811	.	-	.	gene-LOC107049257	Name=LOC107049257	protein_coding	Dbxref=CGNC:72277,GeneID:107049257	984	2.96498	2.32707	1.30247
NC_052565.1	Gnomon	gene	1876207	1879973	.	-	.	gene-PRPH	Name=PRPH	protein_coding	Dbxref=CGNC:67702,GeneID:101748212	1020	0.406128	0.608519	0
NC_052565.1	Gnomon	gene	1881697	1893990	.	-	.	gene-EIF4B	Name=EIF4B	protein_coding	Dbxref=CGNC:64731,GeneID:100858349	1788.75	110.433	124.188	126.021
NC_052565.1	Gnomon	gene	1895368	1902551	.	-	.	gene-KRT18	Name=KRT18	protein_coding	Dbxref=CGNC:68805,GeneID:101749333	1251.89	194.843	251.447	232.402
NC_052565.1	Gnomon	gene	1906683	1916011	.	+	.	gene-KRT8	Name=KRT8	protein_coding	Dbxref=CGNC:52926,GeneID:426896	1366.13	48.7337	54.304	46.7907
