Chromosome	Source	Type	Start	Stop	Score	Strand	Phase	Name	GeneID	BioType	Function	Length	rna_10	rna_16	rna_KI01
chr6	EviAnn	gene	105296484	105350493	.	+	.	LOC_00018059	geneID=LOC_00018059	protein_coding	Stx1b:_Syntaxin-1B_(Rattus_norvegicus)	1554	0	1.69263	0
chr6	EviAnn	gene	105381979	105382077	.	-	.	LOC_00018060	geneID=LOC_00018060	protein_coding	function_unknown	99	0	0	0
chr6	EviAnn	gene	105385450	105442016	.	-	.	LOC_00018061	geneID=LOC_00018061	protein_coding	Hsd3b7:_3_beta-hydroxysteroid_dehydrogenase_type_7_(Mus_musculus)	2864.5	0	2.42834	0
chr6	EviAnn	gene	105460651	105502882	.	-	.	LOC_00018062	geneID=LOC_00018062	protein_coding	Setd1a:_Histone-lysine_N-methyltransferase_SETD1A_(Mus_musculus)	11897.6	0	0.188237	0
chr6	EviAnn	gene	105460669	105501934	.	-	.	LOC_00018063	geneID=LOC_00018063	protein_coding	function_unknown	22599	33.0858	9.47241	25.2902
chr6	EviAnn	gene	105502975	105509823	.	+	.	XLOC_017188U_lncRNA	geneID=XLOC_017188U_lncRNA	lncRNA	function_unknown	5210	10.8872	14.461	19.259
chr6	EviAnn	gene	105511745	105533172	.	-	.	LOC_00018064	geneID=LOC_00018064	protein_coding	orai2:_Protein_orai-2_(Xenopus_laevis)	7945	27.9447	27.8743	27.9586
chr6	EviAnn	gene	105536308	105581502	.	-	.	LOC_00018065	geneID=LOC_00018065	protein_coding	FBXL19:_F-box/LRR-repeat_protein_19_(Homo_sapiens)	13349.7	39.6843	39.5808	45.4842
chr6	EviAnn	gene	105589034	105609431	.	+	.	LOC_00018066	geneID=LOC_00018066	protein_coding	Znf436:_Zinc_finger_protein_436_(Mus_musculus)	10842	0.565121	2.24113	0
chr6	EviAnn	gene	105604856	105612511	.	-	.	LOC_00018067	geneID=LOC_00018067	protein_coding	function_unknown	7520	199.562	115.362	178.153
chr6	EviAnn	gene	105630314	105636424	.	+	.	LOC_00018068	geneID=LOC_00018068	protein_coding	Ctf2:_Cardiotrophin-2_(Mus_musculus)	618	0	0	0
chr6	EviAnn	gene	105659586	105672412	.	-	.	LOC_00018069	geneID=LOC_00018069	protein_coding	Ctf2:_Cardiotrophin-2_(Mus_musculus)	2119.5	0	0	0
chr6	EviAnn	gene	105676675	105694164	.	+	.	LOC_00018070	geneID=LOC_00018070	protein_coding	Bcl7c:_B-cell_CLL/lymphoma_7_protein_family_member_C_(Mus_musculus)	4109.33	0	0	0
chr6	EviAnn	gene	105716489	105724678	.	+	.	LOC_00018071	geneID=LOC_00018071	protein_coding	TRIM69:_E3_ubiquitin-protein_ligase_TRIM69_(Homo_sapiens)	1383	0	0	6.04593
chr6	EviAnn	gene	105757115	105772837	.	+	.	LOC_00018072	geneID=LOC_00018072	protein_coding	Znf629:_Zinc_finger_protein_629_(Mus_musculus)	6987	0.885641	2.47792	0
chr6	EviAnn	gene	105780848	105788314	.	+	.	LOC_00018073	geneID=LOC_00018073	protein_coding	ZNF271:_Zinc_finger_protein_271_(Pongo_abelii)	2780	0	0	1.08162
chr6	EviAnn	gene	105790370	105805703	.	+	.	LOC_00018074	geneID=LOC_00018074	protein_coding	Mapk7:_Mitogen-activated_protein_kinase_7_(Rattus_norvegicus)	3653	2.31776	0	0.697432
chr6	EviAnn	gene	105813263	105827965	.	+	.	LOC_00018075	geneID=LOC_00018075	protein_coding	Zinc-binding_protein_A33_(Pleurodeles_waltl)	1464	0	0	0
chr6	EviAnn	gene	105831588	105832535	.	+	.	LOC_00018076	geneID=LOC_00018076	protein_coding	OR10A4:_Olfactory_receptor_10A4_(Homo_sapiens)	948	0	0	0
chr6	EviAnn	gene	105861153	105862083	.	+	.	LOC_00018077	geneID=LOC_00018077	processed_pseudogene	pseudo=true	NA	NA	NA	NA
chr6	EviAnn	gene	105867688	105872452	.	+	.	LOC_00018078	geneID=LOC_00018078	protein_coding	OR5V1:_Olfactory_receptor_5V1_(Homo_sapiens)	975	0	0	0
chr6	EviAnn	gene	105933507	106068250	.	+	.	LOC_00018079	geneID=LOC_00018079	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	1323	0	0	0
chr6	EviAnn	gene	105950542	105951474	.	+	.	LOC_00018080	geneID=LOC_00018080	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	933	0	0	0
chr6	EviAnn	gene	105965585	105979613	.	+	.	LOC_00018081	geneID=LOC_00018081	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2406	0	0	0
chr6	EviAnn	gene	105992077	105993039	.	+	.	LOC_00018082	geneID=LOC_00018082	protein_coding	OR11A1:_Olfactory_receptor_11A1_(Homo_sapiens)	963	0	0	0
chr6	EviAnn	gene	105998455	105999429	.	-	.	LOC_00018083	geneID=LOC_00018083	protein_coding	OR10C1:_Olfactory_receptor_10C1_(Homo_sapiens)	975	0	0	0
chr6	EviAnn	gene	106425703	107916784	.	-	.	LOC_00018084	geneID=LOC_00018084	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	1356	0	0	0
chr6	EviAnn	gene	106515736	106534700	.	+	.	LOC_00018085	geneID=LOC_00018085	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	1779	0	0	0
chr6	EviAnn	gene	106563084	106572674	.	+	.	LOC_00018086	geneID=LOC_00018086	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2394	0	0	0
chr6	EviAnn	gene	106737200	106742813	.	-	.	XLOC_018041U_lncRNA	geneID=XLOC_018041U_lncRNA	lncRNA	function_unknown	846	4355.02	3805.17	1948.53
chr6	EviAnn	gene	106757577	106792396	.	-	.	LOC_00018087	geneID=LOC_00018087	protein_coding	function_unknown	2974	0	0	0
chr6	EviAnn	gene	106870057	106878297	.	-	.	LOC_00018088	geneID=LOC_00018088	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2415	0	0	0
chr6	EviAnn	gene	106905817	106923219	.	-	.	LOC_00018089	geneID=LOC_00018089	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2415	0	0	0
chr6	EviAnn	gene	106963516	106993149	.	-	.	LOC_00018090	geneID=LOC_00018090	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2415	0	1.03934	0
chr6	EviAnn	gene	107009313	107021424	.	-	.	LOC_00018091	geneID=LOC_00018091	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2367	0	1.0622	0
chr6	EviAnn	gene	107028227	107061277	.	-	.	LOC_00018092	geneID=LOC_00018092	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2271	0	0	0
chr6	EviAnn	gene	107078786	107089888	.	-	.	LOC_00018093	geneID=LOC_00018093	protein_coding	SLC39A2:_Zinc_transporter_ZIP2_(Homo_sapiens)	1277.67	0	0	0
chr6	EviAnn	gene	107093650	107128913	.	-	.	LOC_00018094	geneID=LOC_00018094	protein_coding	METTL17:_Ribosome_assembly_protein_METTL17,_mitochondrial_(Bos_taurus)	6367	0.324846	2.74694	0
chr6	EviAnn	gene	107138770	107139213	.	-	.	LOC_00018095	geneID=LOC_00018095	protein_coding	Ang:_Angiogenin_(Mus_musculus)	427.5	0	0	0
chr6	EviAnn	gene	107150088	107154148	.	-	.	LOC_00018096	geneID=LOC_00018096	protein_coding	Ribonuclease_(Chelydra_serpentina)	1573.5	0	1.7139	0
chr6	EviAnn	gene	107172301	107172735	.	+	.	LOC_00018097	geneID=LOC_00018097	protein_coding	Ribonuclease_(Chelydra_serpentina)	435	0	0	0
chr6	EviAnn	gene	107727183	107735117	.	+	.	LOC_00018098	geneID=LOC_00018098	protein_coding	Ribonuclease_(Chelydra_serpentina)	1253	0	2.16932	0
chr6	EviAnn	gene	107785447	107791102	.	+	.	LOC_00018099	geneID=LOC_00018099	protein_coding	Ribonuclease_(Chelydra_serpentina)	1379.5	0	0	0
chr6	EviAnn	gene	108022776	108031442	.	-	.	LOC_00018100	geneID=LOC_00018100	protein_coding	Ribonuclease_(Chelydra_serpentina)	629	0	0	0
chr6	EviAnn	gene	108038566	108041318	.	+	.	LOC_00018101	geneID=LOC_00018101	protein_coding	ANG:_Angiogenin_(Sus_scrofa)	1088	0	0	0
chr6	EviAnn	gene	108103154	108103216	.	+	.	LOC_00018102	geneID=LOC_00018102	protein_coding	function_unknown	63	0	0	0
chr6	EviAnn	gene	108180693	108183796	.	+	.	LOC_00018103	geneID=LOC_00018103	protein_coding	C-type_lectin_(Micrurus_corallinus)	483	0	0	0
chr6	EviAnn	gene	108193176	108196222	.	-	.	LOC_00018104	geneID=LOC_00018104	protein_coding	C-type_lectin_BfL-2_(Bungarus_fasciatus)	504	0	0	0
chr6	EviAnn	gene	108254928	108258026	.	+	.	LOC_00018105	geneID=LOC_00018105	protein_coding	C-type_lectin_BfL-2_(Bungarus_fasciatus)	489	0	0	0
chr6	EviAnn	gene	108263708	108267743	.	+	.	LOC_00018106	geneID=LOC_00018106	protein_coding	Ribonuclease_(Chelydra_serpentina)	706	3.88625	0	0
chr6	EviAnn	gene	108292559	108326744	.	-	.	LOC_00018107	geneID=LOC_00018107	protein_coding	PNP:_Purine_nucleoside_phosphorylase_(Bos_taurus)	18080.1	43.5179	35.0682	31.06
chr6	EviAnn	gene	108307047	108326244	.	+	.	LOC_00018108	geneID=LOC_00018108	protein_coding	function_unknown	15209	106.747	188.882	142.418
chr6	EviAnn	gene	108338621	108351929	.	+	.	LOC_00018109	geneID=LOC_00018109	protein_coding	Pip4p1:_Type_1_phosphatidylinositol_4,5-bisphosphate_4-phosphatase_(Mus_musculus)	3908.23	60.982	55.7719	52.0465
chr6	EviAnn	gene	108351611	108360855	.	-	.	LOC_00018110	geneID=LOC_00018110	protein_coding	apex1:_DNA_repair_nuclease_APEX1_(Danio_rerio)	2046.16	179.279	100.324	168.146
chr6	EviAnn	gene	108360884	108377586	.	+	.	LOC_00018111	geneID=LOC_00018111	protein_coding	osgep:_tRNA_N6-adenosine_threonylcarbamoyltransferase_(Xenopus_laevis)	1364.33	0	3.07952	0
chr6	EviAnn	gene	108378046	108414089	.	-	.	LOC_00018112	geneID=LOC_00018112	protein_coding	SLC12A3:_Solute_carrier_family_12_member_3_(Homo_sapiens)	3948	1.06791	0	0
chr6	EviAnn	gene	108430015	108440611	.	+	.	LOC_00018113	geneID=LOC_00018113	protein_coding	KLHL33:_Kelch-like_protein_33_(Homo_sapiens)	1835	0	0	0
chr6	EviAnn	gene	108442018	108522015	.	+	.	LOC_00018114	geneID=LOC_00018114	protein_coding	TEP1:_Telomerase_protein_component_1_(Homo_sapiens)	8330	1.72555	1.41603	0.891351
chr6	EviAnn	gene	108505344	108547175	.	-	.	LOC_00018115	geneID=LOC_00018115	protein_coding	Parp2:_Poly_[ADP-ribose]_polymerase_2_(Mus_musculus)	5062.44	37.7504	17.1464	18.7725
chr6	EviAnn	gene	108550930	108554870	.	-	.	LOC_00018116	geneID=LOC_00018116	protein_coding	Prf1:_Perforin-1_(Mus_musculus)	1929	27.694	26.5769	31.868
chr6	EviAnn	gene	108585011	108635385	.	+	.	LOC_00018117	geneID=LOC_00018117	protein_coding	Parp14:_Protein_mono-ADP-ribosyltransferase_PARP14_(Mus_musculus)	11295.9	12.7945	16.1198	10.646
chr6	EviAnn	gene	108635613	108642367	.	+	.	XLOC_017220U_lncRNA	geneID=XLOC_017220U_lncRNA	lncRNA	function_unknown	2391	0	0	0
chr6	EviAnn	gene	108642479	108649477	.	+	.	LOC_00018118	geneID=LOC_00018118	protein_coding	CCNB1IP1:_E3_ubiquitin-protein_ligase_CCNB1IP1_(Homo_sapiens)	1960	0	0	0
chr6	EviAnn	gene	108650227	108664550	.	+	.	LOC_00018119	geneID=LOC_00018119	protein_coding	TTC5:_Tetratricopeptide_repeat_protein_5_(Homo_sapiens)	7482	0.275174	0.635413	0.66326
chr6	EviAnn	gene	108696998	108698297	.	-	.	LOC_00018120	geneID=LOC_00018120	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	1038	14.199	0	0
chr6	EviAnn	gene	108713372	108822100	.	-	.	LOC_00018121	geneID=LOC_00018121	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	1657.5	0	0	0
chr6	EviAnn	gene	108789489	108822065	.	-	.	LOC_00018122	geneID=LOC_00018122	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2108	0	2.4104	0
chr6	EviAnn	gene	108831028	108832260	.	-	.	LOC_00018123	geneID=LOC_00018123	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	984	2.52744	0	0
chr6	EviAnn	gene	108880598	108881841	.	-	.	LOC_00018124	geneID=LOC_00018124	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	978	0	0	0
chr6	EviAnn	gene	108925886	108938266	.	-	.	LOC_00018125	geneID=LOC_00018125	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2568	0	0	0
chr6	EviAnn	gene	108940877	108951843	.	-	.	LOC_00018126	geneID=LOC_00018126	protein_coding	OR11G2:_Olfactory_receptor_11G2_(Homo_sapiens)	976.5	0	2.95426	0
chr6	EviAnn	gene	108958663	108959635	.	-	.	LOC_00018127	geneID=LOC_00018127	protein_coding	OR11G2:_Olfactory_receptor_11G2_(Homo_sapiens)	973	0	2.9393	0
chr6	EviAnn	gene	108967884	108968864	.	-	.	LOC_00018128	geneID=LOC_00018128	protein_coding	OR11G2:_Olfactory_receptor_11G2_(Homo_sapiens)	981	0	0	0
chr6	EviAnn	gene	108977257	108978195	.	+	.	LOC_00018129	geneID=LOC_00018129	protein_coding	OR11G2:_Olfactory_receptor_11G2_(Homo_sapiens)	939	0	3.07148	0
chr6	EviAnn	gene	108977285	108990747	.	+	.	LOC_00018130	geneID=LOC_00018130	protein_coding	OR11G2:_Olfactory_receptor_11G2_(Homo_sapiens)	924.5	0	0	0
chr6	EviAnn	gene	109002701	109003645	.	+	.	LOC_00018131	geneID=LOC_00018131	protein_coding	OR11G2:_Olfactory_receptor_11G2_(Homo_sapiens)	945	0	0	0
chr6	EviAnn	gene	109018579	109019538	.	+	.	LOC_00018132	geneID=LOC_00018132	protein_coding	OR11G2:_Olfactory_receptor_11G2_(Homo_sapiens)	960	0	0	0
chr6	EviAnn	gene	109048761	109049720	.	+	.	LOC_00018133	geneID=LOC_00018133	protein_coding	OR11G2:_Olfactory_receptor_11G2_(Homo_sapiens)	960	0	0	0
chr6	EviAnn	gene	109059427	109060386	.	+	.	LOC_00018134	geneID=LOC_00018134	protein_coding	OR11G2:_Olfactory_receptor_11G2_(Homo_sapiens)	960	0	0	0
chr6	EviAnn	gene	109083460	109084419	.	+	.	LOC_00018135	geneID=LOC_00018135	protein_coding	OR11G2:_Olfactory_receptor_11G2_(Homo_sapiens)	960	0	0	0
chr6	EviAnn	gene	109098051	109099010	.	-	.	LOC_00018136	geneID=LOC_00018136	protein_coding	OR11G2:_Olfactory_receptor_11G2_(Homo_sapiens)	960	0	0	0
chr6	EviAnn	gene	109109225	109110157	.	-	.	LOC_00018137	geneID=LOC_00018137	protein_coding	OR11G2:_Olfactory_receptor_11G2_(Homo_sapiens)	933	0	0	0
chr6	EviAnn	gene	109124578	109125535	.	-	.	LOC_00018138	geneID=LOC_00018138	protein_coding	OR4Q3:_Olfactory_receptor_4Q3_(Homo_sapiens)	958	0	0	0
chr6	EviAnn	gene	109163741	109164673	.	-	.	LOC_00018139	geneID=LOC_00018139	protein_coding	OR4D5:_Olfactory_receptor_4D5_(Homo_sapiens)	933	0	0	0
chr6	EviAnn	gene	109180255	109181199	.	+	.	LOC_00018140	geneID=LOC_00018140	protein_coding	Or4m1:_Olfactory_receptor_4M1_(Mus_musculus)	945	0	6.09453	0
chr6	EviAnn	gene	109204883	109205818	.	+	.	LOC_00018141	geneID=LOC_00018141	protein_coding	OR4M1:_Olfactory_receptor_4M1_(Homo_sapiens)	936	5.37986	0	0
chr6	EviAnn	gene	109233541	109234479	.	-	.	LOC_00018142	geneID=LOC_00018142	protein_coding	OR4Q2:_Olfactory_receptor_4Q2_(Homo_sapiens)	939	0	0	0
chr6	EviAnn	gene	109274395	109275330	.	+	.	LOC_00018143	geneID=LOC_00018143	protein_coding	OR4M1:_Olfactory_receptor_4M1_(Homo_sapiens)	936	0	0	0
chr6	EviAnn	gene	109336173	109349389	.	+	.	LOC_00018144	geneID=LOC_00018144	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2394	0	0	0
chr6	EviAnn	gene	109360106	109368085	.	+	.	LOC_00018145	geneID=LOC_00018145	protein_coding	OR4K3:_Olfactory_receptor_4K3_(Homo_sapiens)	1062	0	0	0
chr6	EviAnn	gene	109413894	109416539	.	-	.	XLOC_018069U_lncRNA	geneID=XLOC_018069U_lncRNA	lncRNA	function_unknown	1757	0	0	0
chr6	EviAnn	gene	109428048	109458602	.	+	.	LOC_00018146	geneID=LOC_00018146	protein_coding	LPCAT4:_Lysophospholipid_acyltransferase_LPCAT4_(Homo_sapiens)	1783	1.25968	0	0
chr6	EviAnn	gene	109460833	109468768	.	-	.	LOC_00018147	geneID=LOC_00018147	protein_coding	Nutm1:_NUT_family_member_1_(Mus_musculus)	3072	3.48128	3.21153	0.837628
chr6	EviAnn	gene	109476897	109484025	.	+	.	LOC_00018148	geneID=LOC_00018148	protein_coding	Nop10:_H/ACA_ribonucleoprotein_complex_subunit_3_(Mus_musculus)	3542	24.9933	21.8136	29.1737
chr6	EviAnn	gene	109488975	109539659	.	+	.	LOC_00018149	geneID=LOC_00018149	protein_coding	SLC12A6:_Solute_carrier_family_12_member_6_(Homo_sapiens)	4953	33.2815	22.3649	13.1926
chr6	EviAnn	gene	109539516	109539708	.	-	.	LOC_00018150	geneID=LOC_00018150	protein_coding	function_unknown	193	39.0425	44.082	91.743
chr6	EviAnn	gene	109540611	109548340	.	-	.	LOC_00018151	geneID=LOC_00018151	protein_coding	Emc4:_ER_membrane_protein_complex_subunit_4_(Mus_musculus)	928	10.8759	3.1168	12.9743
chr6	EviAnn	gene	109548293	109565392	.	+	.	LOC_00018152	geneID=LOC_00018152	protein_coding	SDR39U1:_Epimerase_family_protein_SDR39U1_(Bos_taurus)	5044	4.54726	6.25163	0
chr6	EviAnn	gene	109582711	109593199	.	-	.	LOC_00018153	geneID=LOC_00018153	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	1968	0	0	0
chr6	EviAnn	gene	109656193	109676492	.	+	.	LOC_00018154	geneID=LOC_00018154	protein_coding	Khnyn:_Protein_KHNYN_(Mus_musculus)	4107.29	21.5141	17.024	14.8772
chr6	EviAnn	gene	109674771	109687493	.	-	.	LOC_00018155	geneID=LOC_00018155	protein_coding	function_unknown	4654.49	593.288	1666.81	1268.05
chr6	EviAnn	gene	109685391	109686368	.	-	.	LOC_00018156	geneID=LOC_00018156	protein_coding	function_unknown	978	0	0	0
chr6	EviAnn	gene	109688017	109700610	.	-	.	LOC_00018157	geneID=LOC_00018157	protein_coding	NAT1:_Arylamine_N-acetyltransferase_1_(Bos_taurus)	7830.42	98.616	19.8043	81.1078
chr6	EviAnn	gene	109705651	109706560	.	-	.	LOC_00018158	geneID=LOC_00018158	protein_coding	OR2T11:_Olfactory_receptor_2T11_(Homo_sapiens)	910	19.508	6.388	6.64731
chr6	EviAnn	gene	110003010	110013064	.	-	.	LOC_00018159	geneID=LOC_00018159	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	1515	1.51449	0	0
chr6	EviAnn	gene	110029606	110030550	.	+	.	LOC_00018160	geneID=LOC_00018160	protein_coding	OR2B3:_Putative_olfactory_receptor_2B3_(Homo_sapiens)	945	0	0	0
chr6	EviAnn	gene	110042572	110043517	.	+	.	LOC_00018161	geneID=LOC_00018161	protein_coding	OR2A12:_Olfactory_receptor_2A12_(Homo_sapiens)	946	0	0	0
chr6	EviAnn	gene	110064437	110065372	.	+	.	LOC_00018162	geneID=LOC_00018162	protein_coding	OR11L1:_Olfactory_receptor_11L1_(Homo_sapiens)	936	0	0	0
chr6	EviAnn	gene	110091631	110099030	.	+	.	LOC_00018163	geneID=LOC_00018163	protein_coding	CASR:_Extracellular_calcium-sensing_receptor_(Sus_scrofa)	2001	0	0	0
chr6	EviAnn	gene	110177690	110178631	.	+	.	LOC_00018164	geneID=LOC_00018164	protein_coding	OR2D3:_Olfactory_receptor_2D3_(Homo_sapiens)	942	0	6.11865	0
chr6	EviAnn	gene	110203377	110213465	.	-	.	LOC_00018165	geneID=LOC_00018165	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2349	0	0	0
chr6	EviAnn	gene	110221735	110238937	.	-	.	LOC_00018166	geneID=LOC_00018166	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2589	0	0	0
chr6	EviAnn	gene	110284918	110356741	.	-	.	LOC_00018167	geneID=LOC_00018167	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	1687.5	0	0	0
chr6	EviAnn	gene	110375321	110386712	.	-	.	LOC_00018168	geneID=LOC_00018168	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2394	0	0	0
chr6	EviAnn	gene	110414878	110428478	.	-	.	LOC_00018169	geneID=LOC_00018169	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2505	0	1.99807	0
chr6	EviAnn	gene	110434844	110452968	.	-	.	LOC_00018170	geneID=LOC_00018170	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2505	0	0	0
chr6	EviAnn	gene	110457530	110566482	.	-	.	LOC_00018171	geneID=LOC_00018171	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2402	0	133.245	1.09236
chr6	EviAnn	gene	110584292	110600391	.	-	.	LOC_00018172	geneID=LOC_00018172	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2562	5.07579	11.1864	0
chr6	EviAnn	gene	110629423	110670956	.	-	.	LOC_00018174	geneID=LOC_00018174	protein_coding	Cyld:_Ubiquitin_carboxyl-terminal_hydrolase_CYLD_(Mus_musculus)	11681	0.176111	0.20167	1.05268
chr6	EviAnn	gene	110632943	110633887	.	+	.	LOC_00018173	geneID=LOC_00018173	protein_coding	OR2D3:_Olfactory_receptor_2D3_(Homo_sapiens)	945	63.789	63.9926	31.7152
chr6	EviAnn	gene	110682125	110713022	.	+	.	LOC_00018175	geneID=LOC_00018175	protein_coding	NFATC4:_Nuclear_factor_of_activated_T-cells,_cytoplasmic_4_(Homo_sapiens)	2594	0.834704	1.92428	0
chr6	EviAnn	gene	110717636	110757663	.	+	.	LOC_00018176	geneID=LOC_00018176	protein_coding	RIPK3:_Receptor-interacting_serine/threonine-protein_kinase_3_(Homo_sapiens)	4374.67	0	0	0
chr6	EviAnn	gene	110783111	110836834	.	+	.	LOC_00018177	geneID=LOC_00018177	protein_coding	ADCY4:_Adenylate_cyclase_type_4_(Homo_sapiens)	3338	0	0	0
chr6	EviAnn	gene	110845691	110857273	.	-	.	LOC_00018178	geneID=LOC_00018178	protein_coding	Ltb4r:_Leukotriene_B4_receptor_1_(Mus_musculus)	2438	0	1.02873	0
chr6	EviAnn	gene	110867686	110915810	.	-	.	LOC_00018179	geneID=LOC_00018179	protein_coding	Ltb4r2:_Leukotriene_B4_receptor_2_(Mus_musculus)	14079	0.288957	1.11481	0.174207
chr6	EviAnn	gene	110952474	110961584	.	+	.	LOC_00018180	geneID=LOC_00018180	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	1143	0	0	0
chr6	EviAnn	gene	111031130	111064057	.	+	.	LOC_00018181	geneID=LOC_00018181	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2502	0	0	0
chr6	EviAnn	gene	111115743	111116642	.	+	.	LOC_00018182	geneID=LOC_00018182	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	900	0	0	0
chr6	EviAnn	gene	111172565	111184697	.	+	.	LOC_00018183	geneID=LOC_00018183	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2391	2.73508	0	0
chr6	EviAnn	gene	111208166	111220735	.	+	.	LOC_00018184	geneID=LOC_00018184	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2631	0	0.960545	0
chr6	EviAnn	gene	111242694	111247051	.	-	.	LOC_00018185	geneID=LOC_00018185	protein_coding	function_unknown	773	0	0	0
chr6	EviAnn	gene	111373939	111450960	.	+	.	LOC_00018186	geneID=LOC_00018186	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2687	1.60723	0	0
chr6	EviAnn	gene	111432365	111437394	.	+	.	LOC_00018187	geneID=LOC_00018187	protein_coding	CASR:_Extracellular_calcium-sensing_receptor_(Sus_scrofa)	1411	0	0	0
chr6	EviAnn	gene	111455112	111481428	.	+	.	LOC_00018188	geneID=LOC_00018188	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2172.5	0	0	0
chr6	EviAnn	gene	111488875	111510700	.	+	.	LOC_00018189	geneID=LOC_00018189	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2496	0	0	0
chr6	EviAnn	gene	111659800	111701710	.	+	.	LOC_00018190	geneID=LOC_00018190	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	1038	0	0	0
chr6	EviAnn	gene	111760841	111762627	.	-	.	LOC_00018191	geneID=LOC_00018191	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	762	0	0	0
chr6	EviAnn	gene	111902948	111907836	.	+	.	LOC_00018192	geneID=LOC_00018192	protein_coding	function_unknown	997	0	0	0
chr6	EviAnn	gene	112027710	112036142	.	-	.	LOC_00018193	geneID=LOC_00018193	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	1815	0	0	0
chr6	EviAnn	gene	112072945	112113025	.	-	.	LOC_00018194	geneID=LOC_00018194	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2547	0	0	0
chr6	EviAnn	gene	112199498	112212541	.	-	.	LOC_00018195	geneID=LOC_00018195	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	1476	0	0	0
chr6	EviAnn	gene	112844064	112994494	.	+	.	LOC_00018196	geneID=LOC_00018196	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2546	0	0	0
chr6	EviAnn	gene	112888713	112968319	.	-	.	LOC_00018197	geneID=LOC_00018197	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2622	0	0	0
chr6	EviAnn	gene	113001873	113022285	.	+	.	LOC_00018198	geneID=LOC_00018198	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2622	0	0	0
chr6	EviAnn	gene	113034954	113052453	.	+	.	LOC_00018199	geneID=LOC_00018199	protein_coding	Vmn2r26:_Vomeronasal_type-2_receptor_26_(Mus_musculus)	2514	0	0	0
