Chromosome	Source	Type	Start	Stop	Score	Strand	Phase	Name	GeneID	BioType	Function	Length	rna_30	rna_35	rna_L007
chr5	EviAnn	gene	8819421	8829691	.	+	.	LOC_00006066	geneID=LOC_00006066	protein_coding	htr7:_5-hydroxytryptamine_receptor_7_(Xenopus_laevis)	783	15.445	20.1492	0
chr5	EviAnn	gene	8920225	8921232	.	+	.	LOC_00006067	geneID=LOC_00006067	protein_coding	ora4:_Olfactory_receptor_class_A-like_protein_4_(Danio_rerio)	963	0	31.0544	15.4324
chr5	EviAnn	gene	8942817	8979922	.	+	.	LOC_00006068	geneID=LOC_00006068	protein_coding	Ddrgk1:_DDRGK_domain-containing_protein_1_(Mus_musculus)	897	13.0335	0	5.61301
chr5	EviAnn	gene	9045489	9137628	.	+	.	LOC_00006069	geneID=LOC_00006069	protein_coding	LZTS3:_Leucine_zipper_putative_tumor_suppressor_3_(Homo_sapiens)	2001	0	8.91215	2.22321
chr5	EviAnn	gene	9113579	9121391	.	+	.	XLOC_014838U_lncRNA	geneID=XLOC_014838U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr5	EviAnn	gene	9149049	9185460	.	+	.	LOC_00006071	geneID=LOC_00006071	protein_coding	UBOX5:_RING_finger_protein_37_(Homo_sapiens)	1620	6.54569	0	0
chr5	EviAnn	gene	9149132	9164747	.	+	.	LOC_00006070	geneID=LOC_00006070	protein_coding	FASTKD5:_FAST_kinase_domain-containing_protein_5,_mitochondrial_(Macaca_fascicularis)	2475	0	0	0
chr5	EviAnn	gene	9206753	9211952	.	+	.	LOC_00006072	geneID=LOC_00006072	protein_coding	Vasotocin-neurophysin_VT_(Fragment)_(Bufo_japonicus)	549	0	0	0
chr5	EviAnn	gene	9232833	9235704	.	+	.	LOC_00006073	geneID=LOC_00006073	protein_coding	Mesotocin-neurophysin_MT_(Bufo_japonicus)	378.431	198.912	240.604	132.091
chr5	EviAnn	gene	9239210	9611464	.	+	.	LOC_00006077	geneID=LOC_00006077	protein_coding	MAVS:_Mitochondrial_antiviral-signaling_protein_(Homo_sapiens)	1974	0	0	2.25653
chr5	EviAnn	gene	9239783	9250699	.	+	.	LOC_00006074	geneID=LOC_00006074	protein_coding	Mrps26:_Small_ribosomal_subunit_protein_mS26_(Rattus_norvegicus)	498	57.4244	50.5432	37.3817
chr5	EviAnn	gene	9263525	9274746	.	+	.	XLOC_014842U_lncRNA	geneID=XLOC_014842U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr5	EviAnn	gene	9285297	9287918	.	-	.	LOC_00006075	geneID=LOC_00006075	protein_coding	gnrh2:_Progonadoliberin-2_(Aquarana_catesbeiana)	261	0	0	0
chr5	EviAnn	gene	9326558	9522486	.	-	.	LOC_00006076	geneID=LOC_00006076	protein_coding	PTPRA:_Receptor-type_tyrosine-protein_phosphatase_alpha_(Homo_sapiens)	2424	2.10669	0	0
chr5	EviAnn	gene	9585875	9611464	.	+	.	LOC_00006078	geneID=LOC_00006078	protein_coding	Pank2:_Pantothenate_kinase_2,_mitochondrial_(Mus_musculus)	816	0	14.0445	3.49738
chr5	EviAnn	gene	9614872	9709184	.	-	.	LOC_00006079	geneID=LOC_00006079	protein_coding	Rnf24:_RING_finger_protein_24_(Mus_musculus)	450	50.2558	29.5537	14.5576
chr5	EviAnn	gene	9847974	9909740	.	+	.	LOC_00006080	geneID=LOC_00006080	protein_coding	SMOX:_Spermine_oxidase_(Homo_sapiens)	1536	0	0	0
chr5	EviAnn	gene	9933120	10000527	.	-	.	LOC_00006081	geneID=LOC_00006081	protein_coding	ADRA1D:_Alpha-1D_adrenergic_receptor_(Sus_scrofa)	1533	0	5.99574	0
chr5	EviAnn	gene	10350141	10350293	.	-	.	LOC_00006082	geneID=LOC_00006082	protein_coding	function_unknown	153	0	0	0
chr5	EviAnn	gene	11243700	11965119	.	+	.	LOC_00006083	geneID=LOC_00006083	protein_coding	Ctnna2:_Catenin_alpha-2_(Mus_musculus)	2246	0	0	0
chr5	EviAnn	gene	11653524	11655474	.	-	.	LOC_00006084	geneID=LOC_00006084	protein_coding	LRRTM1:_Leucine-rich_repeat_transmembrane_neuronal_protein_1_(Homo_sapiens)	1401	7.70788	3.32157	0
chr5	EviAnn	gene	13435966	13437373	.	+	.	XLOC_014850U_lncRNA	geneID=XLOC_014850U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr5	EviAnn	gene	13634262	13636584	.	+	.	LOC_00006085	geneID=LOC_00006085	protein_coding	function_unknown	378	0	0	0
chr5	EviAnn	gene	14170645	14199960	.	-	.	LOC_00006086	geneID=LOC_00006086	protein_coding	Suclg1:_Succinate--CoA_ligase_[ADP/GDP-forming]_subunit_alpha,_mitochondrial_(Rattus_norvegicus)	526.2	0	0	0
chr5	EviAnn	gene	14354316	14557959	.	+	.	LOC_00006087	geneID=LOC_00006087	protein_coding	ADAMTS3:_A_disintegrin_and_metalloproteinase_with_thrombospondin_motifs_3_(Homo_sapiens)	2937	0	1.17851	0
chr5	EviAnn	gene	14622145	14631738	.	-	.	LOC_00006088	geneID=LOC_00006088	protein_coding	fth1-a:_Ferritin_heavy_chain_A_(Xenopus_laevis)	531	0	0	0
chr5	EviAnn	gene	14847978	14859280	.	-	.	LOC_00006089	geneID=LOC_00006089	protein_coding	NPFFR2:_Neuropeptide_FF_receptor_2_(Homo_sapiens)	1278	0	7.38632	0
chr5	EviAnn	gene	15229011	15283486	.	+	.	LOC_00006090	geneID=LOC_00006090	protein_coding	Gc:_Vitamin_D-binding_protein_(Rattus_norvegicus)	1161	0	0	0
chr5	EviAnn	gene	15347826	15357222	.	-	.	XLOC_015744U_lncRNA	geneID=XLOC_015744U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr5	EviAnn	gene	15351064	15604295	.	-	.	LOC_00006091	geneID=LOC_00006091	protein_coding	SLC4A4:_Electrogenic_sodium_bicarbonate_cotransporter_1_(Sus_scrofa)	3228	0	1.33156	2.6606
chr5	EviAnn	gene	15691256	15708567	.	-	.	LOC_00006092	geneID=LOC_00006092	protein_coding	DCK:_Deoxycytidine_kinase_(Gallus_gallus)	771	0	6.85242	0
chr5	EviAnn	gene	15708876	15766483	.	-	.	LOC_00006093	geneID=LOC_00006093	protein_coding	Mob1b:_MOB_kinase_activator_1B_(Mus_musculus)	544.5	0	80.431	95.3166
chr5	EviAnn	gene	15777539	15797349	.	+	.	LOC_00006094	geneID=LOC_00006094	protein_coding	GRSF1:_G-rich_sequence_factor_1_(Homo_sapiens)	1532.22	38.3169	77.0909	53.2012
chr5	EviAnn	gene	15796319	15864736	.	-	.	LOC_00006095	geneID=LOC_00006095	protein_coding	RUFY3:_Protein_RUFY3_(Homo_sapiens)	1416	30.4611	63.3788	81.7371
chr5	EviAnn	gene	15864954	15872513	.	-	.	LOC_00006096	geneID=LOC_00006096	protein_coding	Utp3:_Something_about_silencing_protein_10_(Rattus_norvegicus)	1479	0	21.8564	9.33532
chr5	EviAnn	gene	15884817	15891637	.	+	.	LOC_00006097	geneID=LOC_00006097	protein_coding	JCHAIN:_Immunoglobulin_J_chain_(Equus_asinus)	412	0	31.8608	0
chr5	EviAnn	gene	15900515	15917302	.	-	.	LOC_00006098	geneID=LOC_00006098	protein_coding	FAM47E:_Protein_FAM47E_(Homo_sapiens)	1230	0	0	0
chr5	EviAnn	gene	15935989	15938587	.	+	.	LOC_00006099	geneID=LOC_00006099	protein_coding	CXCL11:_C-X-C_motif_chemokine_11_(Bos_taurus)	279	0	0	0
chr5	EviAnn	gene	15979877	15984090	.	+	.	LOC_00006100	geneID=LOC_00006100	protein_coding	CXCL10:_C-X-C_motif_chemokine_10_(Canis_lupus_familiaris)	300	0	0	0
chr5	EviAnn	gene	15989296	16020802	.	+	.	LOC_00006101	geneID=LOC_00006101	protein_coding	SDAD1:_Protein_SDA1_homolog_(Homo_sapiens)	1493	0	9.416	0
chr5	EviAnn	gene	16034937	16037596	.	-	.	LOC_00006102	geneID=LOC_00006102	protein_coding	function_unknown	471	241.821	208.157	236.094
chr5	EviAnn	gene	16036571	16056811	.	+	.	LOC_00006103	geneID=LOC_00006103	protein_coding	NAAA:_N-acylethanolamine-hydrolyzing_acid_amidase_(Homo_sapiens)	1080	0	0	0
chr5	EviAnn	gene	16059702	16102935	.	+	.	LOC_00006104	geneID=LOC_00006104	protein_coding	PPEF2:_Serine/threonine-protein_phosphatase_with_EF-hands_2_(Homo_sapiens)	2174	0	0	0
chr5	EviAnn	gene	16106309	16143803	.	-	.	LOC_00006105	geneID=LOC_00006105	protein_coding	Nup54:_Nuclear_pore_complex_protein_Nup54_(Rattus_norvegicus)	1619.5	0	0	0
chr5	EviAnn	gene	16146965	16206544	.	-	.	LOC_00006106	geneID=LOC_00006106	protein_coding	Scarb2:_Lysosome_membrane_protein_2_(Mus_musculus)	1044.38	0	0	0
chr5	EviAnn	gene	16226031	16261257	.	+	.	LOC_00006107	geneID=LOC_00006107	protein_coding	FAM47E:_Protein_FAM47E_(Homo_sapiens)	1245	0	0	0
chr5	EviAnn	gene	16247313	16277851	.	-	.	XLOC_015753U_lncRNA	geneID=XLOC_015753U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr5	EviAnn	gene	16277176	16284077	.	+	.	LOC_00006108	geneID=LOC_00006108	protein_coding	STBD1:_Starch-binding_domain-containing_protein_1_(Homo_sapiens)	1135.56	14.7321	4.05861	0
chr5	EviAnn	gene	16289954	16352041	.	-	.	LOC_00006109	geneID=LOC_00006109	protein_coding	CCDC158:_Coiled-coil_domain-containing_protein_158_(Homo_sapiens)	3519	0	0	0
chr5	EviAnn	gene	16362951	16614425	.	+	.	LOC_00006110	geneID=LOC_00006110	protein_coding	Shroom3:_Protein_Shroom3_(Mus_musculus)	6165	0	3.39143	0
chr5	EviAnn	gene	16374484	16374675	.	-	.	LOC_00006111	geneID=LOC_00006111	protein_coding	function_unknown	192	0	0	0
chr5	EviAnn	gene	16625805	16631728	.	-	.	LOC_00006112	geneID=LOC_00006112	protein_coding	16_kDa_beta-galactoside-binding_lectin_(Gallus_gallus)	408	0	0	0
chr5	EviAnn	gene	16713703	16715715	.	-	.	LOC_00006113	geneID=LOC_00006113	protein_coding	SOWAHB:_Ankyrin_repeat_domain-containing_protein_SOWAHB_(Homo_sapiens)	2013	0	11.0673	0
chr5	EviAnn	gene	16748834	16934267	.	+	.	LOC_00006114	geneID=LOC_00006114	protein_coding	SEPTIN11:_Septin-11_(Homo_sapiens)	1119	9.9924	3.33795	9.977
chr5	EviAnn	gene	16866938	16939149	.	-	.	LOC_00006115	geneID=LOC_00006115	protein_coding	Ccni:_Cyclin-I_(Mus_musculus)	786.924	84.4093	49.7124	112.683
chr5	EviAnn	gene	16950589	16952208	.	-	.	LOC_00006116	geneID=LOC_00006116	protein_coding	UTP23:_rRNA-processing_protein_UTP23_homolog_(Homo_sapiens)	759	0	7.09045	7.26579
chr5	EviAnn	gene	16992048	17002973	.	+	.	LOC_00006117	geneID=LOC_00006117	protein_coding	CCNG2:_Cyclin-G2_(Homo_sapiens)	1014	0	0	0
chr5	EviAnn	gene	17075854	17077717	.	-	.	XLOC_015760U_lncRNA	geneID=XLOC_015760U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr5	EviAnn	gene	17200690	17208518	.	+	.	LOC_00006118	geneID=LOC_00006118	protein_coding	MDV078:_Viral_interleukin-8_homolog_(Gallid_herpesvirus_2_(strain_Chicken/Md5/ATCC_VR-987))	297	0	0	0
chr5	EviAnn	gene	17211260	17265156	.	-	.	LOC_00006119	geneID=LOC_00006119	protein_coding	Cnot6l:_CCR4-NOT_transcription_complex_subunit_6-like_(Mus_musculus)	1653	0	0	0
chr5	EviAnn	gene	17273807	17298444	.	+	.	LOC_00006120	geneID=LOC_00006120	protein_coding	Mrpl1:_Large_ribosomal_subunit_protein_uL1m_(Mus_musculus)	981	0	4.87766	0
chr5	EviAnn	gene	17337228	17714064	.	+	.	LOC_00006121	geneID=LOC_00006121	protein_coding	FRAS1:_Extracellular_matrix_organizing_protein_FRAS1_(Homo_sapiens)	8977.12	0	0.392495	0
chr5	EviAnn	gene	17722436	17766799	.	+	.	LOC_00006122	geneID=LOC_00006122	protein_coding	Anxa3:_Annexin_A3_(Mus_musculus)	972	0	0	0
chr5	EviAnn	gene	17878933	17993348	.	+	.	LOC_00006123	geneID=LOC_00006123	protein_coding	BMP2K:_BMP-2-inducible_protein_kinase_(Homo_sapiens)	2014	0	19.6822	52.5665
chr5	EviAnn	gene	17879080	17940454	.	+	.	LOC_00006124	geneID=LOC_00006124	protein_coding	function_unknown	258	176.378	0	234.062
chr5	EviAnn	gene	17879109	17894091	.	-	.	LOC_00006125	geneID=LOC_00006125	protein_coding	function_unknown	249	759.176	702.944	546.547
chr5	EviAnn	gene	17968195	17986434	.	-	.	LOC_00006126	geneID=LOC_00006126	protein_coding	Paqr3:_Progestin_and_adipoQ_receptor_family_member_3_(Mus_musculus)	579	23.0956	30.3049	30.0051
chr5	EviAnn	gene	18193719	18200177	.	+	.	XLOC_014871U_lncRNA	geneID=XLOC_014871U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr5	EviAnn	gene	18375205	18381684	.	-	.	XLOC_015764U_lncRNA	geneID=XLOC_015764U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr5	EviAnn	gene	18674277	18859747	.	-	.	LOC_00006127	geneID=LOC_00006127	protein_coding	ANTXR2:_Anthrax_toxin_receptor_2_(Homo_sapiens)	1377	7.86083	6.77617	0
chr5	EviAnn	gene	18930082	18930192	.	+	.	LOC_00006128	geneID=LOC_00006128	protein_coding	function_unknown	111	0	0	0
chr5	EviAnn	gene	18942168	18948493	.	+	.	LOC_00006129	geneID=LOC_00006129	protein_coding	PRDM8:_PR_domain_zinc_finger_protein_8_(Homo_sapiens)	1899	0	14.1608	2.35459
chr5	EviAnn	gene	19013133	19041497	.	+	.	LOC_00006130	geneID=LOC_00006130	protein_coding	FGF5:_Fibroblast_growth_factor_5_(Canis_lupus_familiaris)	603	0	12.6193	0
chr5	EviAnn	gene	19068565	19471371	.	+	.	LOC_00006131	geneID=LOC_00006131	protein_coding	cfap299:_Cilia-_and_flagella-associated_protein_299_(Xenopus_laevis)	483	0	7.62165	0
chr5	EviAnn	gene	19500576	19546077	.	+	.	LOC_00006132	geneID=LOC_00006132	protein_coding	Bmp3:_Bone_morphogenetic_protein_3_(Mus_musculus)	1437	0	29.039	9.6455
chr5	EviAnn	gene	19557370	19641987	.	-	.	LOC_00006133	geneID=LOC_00006133	protein_coding	PRKG2:_cGMP-dependent_protein_kinase_2_(Homo_sapiens)	2137.5	0	9.26284	0
chr5	EviAnn	gene	19734939	19763668	.	-	.	LOC_00006134	geneID=LOC_00006134	protein_coding	RASGEF1B:_Ras-GEF_domain-containing_family_member_1B_(Bos_taurus)	1500	0	0	0
chr5	EviAnn	gene	20167313	20178557	.	+	.	LOC_00006135	geneID=LOC_00006135	protein_coding	VAMP8:_Vesicle-associated_membrane_protein_8_(Bos_taurus)	303	32.4921	0	171.667
chr5	EviAnn	gene	20179350	20197408	.	-	.	LOC_00006136	geneID=LOC_00006136	protein_coding	Hnrnpd:_Heterogeneous_nuclear_ribonucleoprotein_D0_(Rattus_norvegicus)	564	11.9819	10.4928	10.385
chr5	EviAnn	gene	20197560	20209226	.	-	.	LOC_00006137	geneID=LOC_00006137	protein_coding	HNRNPDL:_Heterogeneous_nuclear_ribonucleoprotein_D-like_(Gallus_gallus)	936	6.186	10.7204	15.9784
chr5	EviAnn	gene	20214961	20243286	.	+	.	LOC_00006138	geneID=LOC_00006138	protein_coding	ENOPH1:_Enolase-phosphatase_E1_(Homo_sapiens)	684	0	0	0
chr5	EviAnn	gene	20249666	20291946	.	-	.	LOC_00006139	geneID=LOC_00006139	protein_coding	TMEM150C:_Transmembrane_protein_150C_(Homo_sapiens)	697	0	0	0
chr5	EviAnn	gene	20348644	20424783	.	-	.	LOC_00006140	geneID=LOC_00006140	protein_coding	SCD5:_Stearoyl-CoA_desaturase_5_(Bos_taurus)	984	0	0	0
chr5	EviAnn	gene	20438752	20517169	.	-	.	LOC_00006141	geneID=LOC_00006141	protein_coding	SEC31A:_Protein_transport_protein_Sec31A_(Homo_sapiens)	3114.82	0	3.59821	0
chr5	EviAnn	gene	20517312	20525948	.	+	.	LOC_00006142	geneID=LOC_00006142	protein_coding	THAP9:_DNA_transposase_THAP9_(Homo_sapiens)	648	19.7805	43.1814	0
chr5	EviAnn	gene	20528081	20566746	.	-	.	LOC_00006143	geneID=LOC_00006143	protein_coding	LIN54:_Protein_lin-54_homolog_(Homo_sapiens)	1329	4.09285	0	0
chr5	EviAnn	gene	20546490	20546564	.	-	.	LOC_00006144	geneID=LOC_00006144	protein_coding	function_unknown	66	0	0	0
chr5	EviAnn	gene	20556686	20564516	.	-	.	LOC_00006145	geneID=LOC_00006145	protein_coding	function_unknown	126	0	0	0
chr5	EviAnn	gene	20569986	20587621	.	+	.	LOC_00006146	geneID=LOC_00006146	protein_coding	COPS4:_COP9_signalosome_complex_subunit_4_(Sus_scrofa)	1293	16.8951	13.6953	23.9748
chr5	EviAnn	gene	20589847	20625504	.	-	.	LOC_00006147	geneID=LOC_00006147	protein_coding	Plac8:_Placenta-specific_gene_8_protein_(Mus_musculus)	383.25	0	26.1917	0
chr5	EviAnn	gene	20592702	20612458	.	-	.	LOC_00006148	geneID=LOC_00006148	protein_coding	function_unknown	339	176.061	122.717	0
chr5	EviAnn	gene	20625585	20664668	.	-	.	LOC_00006149	geneID=LOC_00006149	protein_coding	Plac8:_Placenta-specific_gene_8_protein_(Mus_musculus)	441	0	0	0
chr5	EviAnn	gene	20636485	20682178	.	-	.	LOC_00006150	geneID=LOC_00006150	protein_coding	pol:_RNA-directed_DNA_polymerase_from_mobile_element_jockey_(Drosophila_melanogaster)	858	227.199	155.362	261.032
chr5	EviAnn	gene	20670406	20694973	.	-	.	LOC_00006152	geneID=LOC_00006152	protein_coding	function_unknown	198	1098.63	270.252	2610.08
chr5	EviAnn	gene	20679666	20683493	.	-	.	LOC_00006151	geneID=LOC_00006151	protein_coding	Plac8:_Placenta-specific_gene_8_protein_(Mus_musculus)	339	266.555	0	163.635
chr5	EviAnn	gene	20701931	20721432	.	-	.	LOC_00006153	geneID=LOC_00006153	protein_coding	COQ2:_4-hydroxybenzoate_polyprenyltransferase,_mitochondrial_(Bos_taurus)	1167	52.3188	78.0497	36.7961
chr5	EviAnn	gene	20719978	20722982	.	+	.	XLOC_014884U_lncRNA	geneID=XLOC_014884U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr5	EviAnn	gene	20724723	20759610	.	-	.	LOC_00006154	geneID=LOC_00006154	protein_coding	HPSE:_Heparanase_(Homo_sapiens)	1644	16.0982	16.6248	33.1529
chr5	EviAnn	gene	20767284	20794010	.	-	.	LOC_00006155	geneID=LOC_00006155	protein_coding	HELQ:_Helicase_POLQ-like_(Homo_sapiens)	2383.8	0	0	0
chr5	EviAnn	gene	20794126	20811166	.	+	.	LOC_00006156	geneID=LOC_00006156	protein_coding	Mrps18c:_Small_ribosomal_subunit_protein_bS18m_(Mus_musculus)	351	251.292	554.616	879.496
chr5	EviAnn	gene	20799451	20823362	.	-	.	LOC_00006157	geneID=LOC_00006157	protein_coding	ABRAXAS1:_BRCA1-A_complex_subunit_Abraxas_1_(Gallus_gallus)	1065	127.124	119.094	109.343
chr5	EviAnn	gene	20849477	20902084	.	+	.	LOC_00006158	geneID=LOC_00006158	protein_coding	GPAT3:_Glycerol-3-phosphate_acyltransferase_3_(Gallus_gallus)	1338	0	3.50205	0
chr5	EviAnn	gene	21453242	21468446	.	-	.	LOC_00006159	geneID=LOC_00006159	protein_coding	Nkx6-1:_Homeobox_protein_Nkx-6.1_(Rattus_norvegicus)	1044	0	28.1501	4.66578
chr5	EviAnn	gene	21512593	21558022	.	+	.	LOC_00006160	geneID=LOC_00006160	protein_coding	Cds1:_Phosphatidate_cytidylyltransferase_1_(Mus_musculus)	1219.5	0	0	0
chr5	EviAnn	gene	21559162	21772759	.	-	.	LOC_00006161	geneID=LOC_00006161	protein_coding	WDFY3:_WD_repeat_and_FYVE_domain-containing_protein_3_(Homo_sapiens)	2881.51	17.5155	7.70371	9.29986
chr5	EviAnn	gene	21657614	21664429	.	+	.	XLOC_014888U_lncRNA	geneID=XLOC_014888U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr5	EviAnn	gene	21998811	22468789	.	+	.	LOC_00006162	geneID=LOC_00006162	protein_coding	ARHGAP24:_Rho_GTPase-activating_protein_24_(Homo_sapiens)	2060	0	6.83027	0
chr5	EviAnn	gene	22407954	22409036	.	-	.	LOC_00006163	geneID=LOC_00006163	protein_coding	Patr-A:_Patr_class_I_histocompatibility_antigen,_A-108_alpha_chain_(Pan_troglodytes)	1083	0	4.48938	0
chr5	EviAnn	gene	22486471	22856250	.	-	.	LOC_00006164	geneID=LOC_00006164	protein_coding	MAPK10:_Mitogen-activated_protein_kinase_10_(Homo_sapiens)	1281	0	10.0139	0
chr5	EviAnn	gene	23223395	23233171	.	-	.	XLOC_015785U_lncRNA	geneID=XLOC_015785U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr5	EviAnn	gene	23249018	23308275	.	+	.	LOC_00006166	geneID=LOC_00006166	protein_coding	function_unknown	621	83.8308	137.354	72.5419
chr5	EviAnn	gene	23249018	23496320	.	+	.	LOC_00006165	geneID=LOC_00006165	protein_coding	AFF1:_AF4/FMR2_family_member_1_(Homo_sapiens)	3459	2.88848	2.47558	2.47357
chr5	EviAnn	gene	23311120	23409313	.	+	.	LOC_00006167	geneID=LOC_00006167	protein_coding	function_unknown	912	838.039	752.792	640.815
chr5	EviAnn	gene	23459858	23504529	.	-	.	LOC_00006168	geneID=LOC_00006168	protein_coding	KLHL8:_Kelch-like_protein_8_(Homo_sapiens)	993.797	747.857	215.361	173.261
chr5	EviAnn	gene	23550976	23582970	.	+	.	LOC_00006169	geneID=LOC_00006169	protein_coding	Hsd17b11:_Estradiol_17-beta-dehydrogenase_11_(Mus_musculus)	844.5	0	0	0
chr5	EviAnn	gene	23586356	23610150	.	-	.	LOC_00006170	geneID=LOC_00006170	protein_coding	HSD17B11:_Estradiol_17-beta-dehydrogenase_11_(Pongo_abelii)	930	0	0	0
chr5	EviAnn	gene	23613903	23628734	.	+	.	LOC_00006171	geneID=LOC_00006171	protein_coding	NUDT9:_ADP-ribose_pyrophosphatase,_mitochondrial_(Homo_sapiens)	868.667	0	0	0
chr5	EviAnn	gene	23627576	23650358	.	-	.	LOC_00006172	geneID=LOC_00006172	protein_coding	function_unknown	343.5	0	0	0
chr5	EviAnn	gene	23809875	23831051	.	+	.	LOC_00006173	geneID=LOC_00006173	protein_coding	Ibsp:_Integrin-binding_sialoprotein_(Rattus_norvegicus)	927	0	16.2739	0
chr5	EviAnn	gene	23946547	23959739	.	+	.	LOC_00006174	geneID=LOC_00006174	protein_coding	SPP1:_Osteopontin_(Gallus_gallus)	1038	0	0	0
chr5	EviAnn	gene	24013417	24047314	.	+	.	LOC_00006175	geneID=LOC_00006175	protein_coding	Pkd2:_Polycystin-2_(Mus_musculus)	1706.73	0	32.3039	10.7457
chr5	EviAnn	gene	24048900	24088102	.	-	.	LOC_00006176	geneID=LOC_00006176	protein_coding	ABCG2:_Broad_substrate_specificity_ATP-binding_cassette_transporter_ABCG2_(Macaca_mulatta)	717.784	25.8171	25.4849	88.0229
chr5	EviAnn	gene	24087689	24098826	.	+	.	XLOC_014894U_lncRNA	geneID=XLOC_014894U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr5	EviAnn	gene	24091302	24119082	.	-	.	LOC_00006177	geneID=LOC_00006177	protein_coding	Abcg2:_Broad_substrate_specificity_ATP-binding_cassette_transporter_ABCG2_(Mus_musculus)	1968	10.561	0	13.5845
chr5	EviAnn	gene	24149305	24216409	.	-	.	LOC_00006178	geneID=LOC_00006178	protein_coding	PPM1K:_Protein_phosphatase_Mn(2+)-dependent_1K_(Homo_sapiens)	962.571	0	0	0
chr5	EviAnn	gene	24268253	24327951	.	+	.	LOC_00006179	geneID=LOC_00006179	protein_coding	HERC5:_E3_ISG15--protein_ligase_HERC5_(Homo_sapiens)	3063	4.92529	25.339	18.2813
chr5	EviAnn	gene	24300603	24301751	.	-	.	LOC_00006180	geneID=LOC_00006180	protein_coding	PIGY:_Phosphatidylinositol_N-acetylglucosaminyltransferase_subunit_Y_(Homo_sapiens)	216	1341.62	166.168	113.932
chr5	EviAnn	gene	24301762	24307087	.	-	.	LOC_00006181	geneID=LOC_00006181	protein_coding	PREY:_Protein_preY,_mitochondrial_(Bos_taurus)	369	322.922	183.484	0
chr5	EviAnn	gene	24341027	24379842	.	+	.	LOC_00006182	geneID=LOC_00006182	protein_coding	CFDP2:_Craniofacial_development_protein_2_(Bos_taurus)	621	251.493	347.964	308.303
chr5	EviAnn	gene	24348410	24360902	.	-	.	LOC_00006183	geneID=LOC_00006183	protein_coding	function_unknown	315	60.6577	159.66	80.0521
chr5	EviAnn	gene	24361051	24436194	.	+	.	LOC_00006184	geneID=LOC_00006184	protein_coding	HERC3:_Probable_E3_ubiquitin-protein_ligase_HERC3_(Homo_sapiens)	1573	0	5.21591	0
chr5	EviAnn	gene	24400631	24414957	.	+	.	LOC_00006185	geneID=LOC_00006185	protein_coding	function_unknown	426	0	0	0
chr5	EviAnn	gene	24443106	24459491	.	+	.	XLOC_014898U_lncRNA	geneID=XLOC_014898U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr5	EviAnn	gene	24448971	24643810	.	-	.	LOC_00006186	geneID=LOC_00006186	protein_coding	FAM13A:_Protein_FAM13A_(Homo_sapiens)	3105	0	2.76089	1.39323
chr5	EviAnn	gene	24677367	24744475	.	-	.	LOC_00006187	geneID=LOC_00006187	protein_coding	GPRIN3:_G_protein-regulated_inducer_of_neurite_outgrowth_3_(Homo_sapiens)	2352	0	0	0
chr5	EviAnn	gene	24772696	24772839	.	-	.	LOC_00006188	geneID=LOC_00006188	processed_pseudogene	pseudo=true	NA	NA	NA	NA
chr5	EviAnn	gene	24925344	25034635	.	-	.	LOC_00006189	geneID=LOC_00006189	protein_coding	SNCA:_Alpha-synuclein_(Serinus_canaria)	431	0	0	0
chr5	EviAnn	gene	25086027	25182913	.	+	.	LOC_00006190	geneID=LOC_00006190	protein_coding	MMRN1:_Multimerin-1_(Homo_sapiens)	3492	1.4299	0	2.44897
chr5	EviAnn	gene	25369026	26225768	.	+	.	LOC_00006191	geneID=LOC_00006191	protein_coding	CCSER1:_Serine-rich_coiled-coil_domain-containing_protein_1_(Bos_taurus)	2268	0	3.88666	0
chr5	EviAnn	gene	27108368	28528611	.	+	.	LOC_00006192	geneID=LOC_00006192	protein_coding	GRID2:_Glutamate_receptor_ionotropic,_delta-2_(Homo_sapiens)	3024	0	2.85404	0
chr5	EviAnn	gene	28571105	28572232	.	-	.	LOC_00006194	geneID=LOC_00006194	protein_coding	function_unknown	996	0	19.8672	0
chr5	EviAnn	gene	28571153	28572232	.	+	.	LOC_00006193	geneID=LOC_00006193	protein_coding	ATOH1:_Transcription_factor_ATOH1_(Pan_troglodytes)	1080	0	22.5216	0
chr5	EviAnn	gene	28728294	28793153	.	+	.	LOC_00006195	geneID=LOC_00006195	protein_coding	SMARCAD1:_SWI/SNF-related_matrix-associated_actin-dependent_regulator_of_chromatin_subfamily_A_containing_DEAD/H_box_1_(Homo_sapiens)	2129	0	0	0
chr5	EviAnn	gene	28897905	28969020	.	+	.	LOC_00006196	geneID=LOC_00006196	protein_coding	OPN4:_Melanopsin_(Podarcis_siculus)	1549	0	0	0
