"Chromosome","Source","Type","Start","Stop","Score","Strand","Phase","Name","GeneID","BioType","Function","Length","SRR2889291","SRR2889292","SRR2889293","Fmean","value"
"NC_052557.1","BestRefSeq%2CGnomon","gene",2693454,2700902,".","+",".","gene-C4BPG","Name=C4BPG","protein_coding","Dbxref=CGNC:51109,GeneID:419853",1443.11,16.0559,17.0636,31.5044,21.5413,4.42903341287345
"NC_052557.1","Gnomon","gene",2701458,2722219,".","+",".","gene-CR2","Name=CR2","protein_coding","Dbxref=CGNC:66354,GeneID:419854",6189,0.159341,0.063088,0,0.074143,-3.75354569860526
"NC_052557.1","BestRefSeq%2CGnomon","gene",2722621,2759934,".","+",".","gene-C4BPM","Name=C4BPM","protein_coding","Dbxref=CGNC:49292,GeneID:395384",1356,14.6637,12.4524,11.755,12.9570333333333,3.69566352875585
"NC_052557.1","Gnomon","gene",2751908,2760501,".","-",".","gene-LOC112530321","Name=LOC112530321","protein_coding","Dbxref=CGNC:84866,GeneID:112530321",1149,1.15413,1.1411,0.583197,0.959475666666667,-0.0596818762983713
"NC_052557.1","Gnomon","gene",2762407,2772836,".","-",".","gene-CD34","Name=CD34","protein_coding","Dbxref=CGNC:799,GeneID:419856",1067.28,6.91212,6.16083,4.98835,6.02043333333333,2.58986733172777
"NC_052557.1","Gnomon","gene",2789526,3135000,".","-",".","gene-PLXNA2","Name=PLXNA2","protein_coding","Dbxref=CGNC:863,GeneID:419857",5682,1.18279,1.9627,1.79011,1.6452,0.718262976950933
"NC_052557.1","Gnomon","gene",3138333,3150182,".","+",".","gene-CAMK1G","Name=CAMK1G","protein_coding","Dbxref=CGNC:903,GeneID:419859",1395,0,0.1527,0,0.0509,-4.29619053347375
"NC_052557.1","Gnomon","gene",3148510,3179674,".","-",".","gene-LAMB3","Name=LAMB3","protein_coding","Dbxref=CGNC:921,GeneID:428268",3507,0.11463,0.170165,0.231371,0.172055333333333,-2.53905548177617
"NC_052557.1","BestRefSeq","gene",3176431,3177334,".","+",".","gene-G0S2","Name=G0S2","protein_coding","Dbxref=CGNC:16864,GeneID:419860",300,16.4635,8.69954,41.4175,22.1935133333333,4.47206616563812
"NC_052557.1","Gnomon","gene",3187216,3190093,".","+",".","gene-HSD11B1B","Name=HSD11B1B","protein_coding","Dbxref=CGNC:937,GeneID:419861",906,224.819,251.809,267.431,248.019666666667,7.95431071311883
"NC_052557.1","Gnomon","gene",3190500,3200502,".","+",".","gene-TRAF3IP3","Name=TRAF3IP3","protein_coding","Dbxref=CGNC:940,GeneID:419862",1075.72,3.32081,1.54937,2.18373,2.35130333333333,1.23346066798574
"NC_052557.1","Gnomon","gene",3201001,3202184,".","-",".","gene-C1orf74","Name=C1orf74","protein_coding","Dbxref=CGNC:945,GeneID:771943",828,1.69904,2.23839,1.71872,1.88538333333333,0.91485787992591
"NC_052557.1","Gnomon","gene",3202423,3209896,".","-",".","gene-IRF6","Name=IRF6","protein_coding","Dbxref=CGNC:51111,GeneID:419863",1387.19,20.3542,14.4333,22.7562,19.1812333333333,4.26162358201495
"NC_052557.1","BestRefSeq","gene",3220642,3225099,".","-",".","gene-GUCA1A","Name=GUCA1A","protein_coding","Dbxref=CGNC:49088,GeneID:374216",600,0.852017,1.26152,0.431579,0.848372,-0.237231088502335
"NC_052557.1","Gnomon","gene",3230349,3249628,".","+",".","gene-C6orf132","Name=C6orf132","protein_coding","Dbxref=CGNC:70152,GeneID:101750708",3156,19.521,18.558,21.7693,19.9494333333333,4.31827586194648
"NC_052557.1","Gnomon","gene",3239613,3243276,".","+",".","gene-LOC107049264","Name=LOC107049264","protein_coding","Dbxref=CGNC:72284,GeneID:107049264",1131,0,14.8448,14.4108,9.75186666666667,3.2856784007065
"NC_052557.1","BestRefSeq","gene",3251229,3255435,".","-",".","gene-WDR77","Name=WDR77","protein_coding","Dbxref=CGNC:991,GeneID:419865",1080,9.50353,8.37412,9.81479,9.23081333333333,3.20645777032727
"NC_052557.1","Gnomon","gene",3255359,3258861,".","+",".","gene-ATP5PB","Name=ATP5PB","protein_coding","Dbxref=CGNC:1004,GeneID:419866",783,243.806,288.205,267.24,266.417,8.05754233311928
"NC_052557.1","BestRefSeq","gene",3263357,3265696,".","-",".","gene-ADORA3","Name=ADORA3","protein_coding","Dbxref=CGNC:48977,GeneID:373956",1017,0.22158,0,0.672009,0.297863,-1.74727916912382
"NC_052557.1","Gnomon","gene",3274807,3296607,".","+",".","gene-RAP1A","Name=RAP1A","protein_coding","Dbxref=CGNC:1020,GeneID:419867",555,68.5999,68.6254,84.8756,74.0336333333333,6.21010892805691
"NC_052557.1","Gnomon","gene",3306683,3316972,".","-",".","gene-FAM212B","Name=FAM212B","protein_coding","Dbxref=CGNC:1023,GeneID:419868",996,1.58948,0.897805,0.229564,0.905616333333333,-0.143028116613212
"NC_052557.1","Gnomon","gene",3324575,3330890,".","+",".","gene-DDX20","Name=DDX20","protein_coding","Dbxref=CGNC:1040,GeneID:419869",2241,1.83972,1.76708,1.30014,1.63564666666667,0.70986113012422
"NC_052557.1","BestRefSeq%2CGnomon","gene",3332613,3431721,".","-",".","gene-KCND3","Name=KCND3","protein_coding","Dbxref=CGNC:1043,GeneID:374228",1920,0.108651,0,0,0.036217,-4.78718914277914
"NC_052557.1","Gnomon","gene",3498469,3515048,".","+",".","gene-CTTNBP2NL","Name=CTTNBP2NL","protein_coding","Dbxref=CGNC:1053,GeneID:419870",1920,5.21527,4.93308,4.86188,5.00341,2.32291167754167
"NC_052557.1","BestRefSeq","gene",3534457,3547126,".","+",".","gene-WNT2B","Name=WNT2B","protein_coding","Dbxref=CGNC:49099,GeneID:374243",1158,0,0,0.192663,0.064221,-3.96081105999898
"NC_052557.1","BestRefSeq%2CGnomon","gene",3553724,3585227,".","-",".","gene-ST7L","Name=ST7L","protein_coding","Dbxref=CGNC:49271,GeneID:395331",1476,5.65434,4.30184,5.27227,5.07615,2.34373470138129
"NC_052557.1","BestRefSeq","gene",3573796,3583769,".","+",".","gene-CAPZA1","Name=CAPZA1","protein_coding","Dbxref=CGNC:1070,GeneID:396521",861,9.72244,11.4756,7.92153,9.70652333333333,3.27895464601298
"NC_052557.1","BestRefSeq%2CGnomon","gene",3585515,3591486,".","+",".","gene-MOV10","Name=MOV10","protein_coding","Dbxref=CGNC:51112,GeneID:419872",2904,16.2066,9.67777,20.3065,15.3969566666667,3.94457331361285
"NC_052557.1","BestRefSeq%2CGnomon","gene",3591568,3596953,".","-",".","gene-RHOC","Name=RHOC","protein_coding","Dbxref=CGNC:49521,GeneID:395869",582,39.0429,28.9005,33.7165,33.8866333333333,5.0826444058145
"NC_052557.1","Gnomon","gene",3597477,3605639,".","-",".","gene-PPM1J","Name=PPM1J","protein_coding","Dbxref=CGNC:1113,GeneID:419873",1117.31,3.57562,2.4208,3.79491,3.26377666666667,1.706542340117
"NC_052557.1","Gnomon","gene",3609233,3618777,".","+",".","gene-FAM19A3","Name=FAM19A3","protein_coding","Dbxref=CGNC:66355,GeneID:419874",402,2.27431,0.746577,5.39477,2.805219,1.48811340465963
"NC_052557.1","BestRefSeq%2CGnomon","gene",3651922,3667094,".","-",".","gene-SLC16A1","Name=SLC16A1","protein_coding","Dbxref=CGNC:1202,GeneID:419875",1506,312.624,384.93,369.486,355.68,8.47443604325226
"NC_052557.1","Gnomon","gene",3677452,3696308,".","+",".","gene-LRIG2","Name=LRIG2","protein_coding","Dbxref=CGNC:66071,GeneID:100857856",2942.7,13.0199,8.73162,9.81773,10.5230833333333,3.39548558069187
"NC_052557.1","BestRefSeq%2CGnomon","gene",3708631,3760043,".","+",".","gene-MAGI3","Name=MAGI3","protein_coding","Dbxref=CGNC:1278,GeneID:419877",4259.02,2.01368,2.15049,2.10134,2.08850333333333,1.06246944610048
"NC_052557.1","Gnomon","gene",3759810,3770833,".","-",".","gene-PHTF1","Name=PHTF1","protein_coding","Dbxref=CGNC:84373,GeneID:419878",2259,3.19206,1.17308,2.20979,2.19164333333333,1.13201303411109
"NC_052557.1","BestRefSeq","gene",3773245,3787358,".","-",".","gene-RSBN1","Name=RSBN1","protein_coding","Dbxref=CGNC:1313,GeneID:772027",2100,3.05757,2.82989,4.58081,3.48942333333333,1.80298863446319
"NC_052557.1","Gnomon","gene",3787642,3800940,".","-",".","gene-PTPN22","Name=PTPN22","protein_coding","Dbxref=CGNC:14668,GeneID:772032",2328,0.088315,0.087382,0.178314,0.118003666666667,-3.08309640648981
"NC_052557.1","Gnomon","gene",3801311,3804053,".","-",".","gene-BCL2L15","Name=BCL2L15","protein_coding","Dbxref=CGNC:57270,GeneID:772088",483,6.89757,8.50176,9.91463,8.43798666666667,3.07689880787617
"NC_052557.1","BestRefSeq%2CGnomon","gene",3804694,3811343,".","-",".","gene-AP4B1","Name=AP4B1","protein_coding","Dbxref=CGNC:14666,GeneID:419879",2000.2,8.21176,5.50808,6.65082,6.79022,2.76345831788197
"NC_052557.1","BestRefSeq","gene",3811003,3813848,".","+",".","gene-DCLRE1B","Name=DCLRE1B","protein_coding","Dbxref=CGNC:66552,GeneID:428269",1626,1.5632,1.54624,1.9735,1.69431333333333,0.760700700316363
"NC_052557.1","Gnomon","gene",3818018,3841976,".","+",".","gene-HIPK1","Name=HIPK1","protein_coding","Dbxref=CGNC:1370,GeneID:419880",3714,11.4993,10.5257,13.5663,11.8637666666667,3.56849022353823
"NC_052557.1","BestRefSeq","gene",3842125,3843833,".","+",".","gene-OLFML3","Name=OLFML3","protein_coding","Dbxref=CGNC:1383,GeneID:419882",1179,8.03052,13.6646,7.92668,9.87393333333333,3.30362490434637
"NC_052557.1","Gnomon","gene",3849203,3877855,".","-",".","gene-SYT6","Name=SYT6","protein_coding","Dbxref=CGNC:1394,GeneID:428270",1563,0.136068,0,0.137434,0.0911673333333333,-3.45533921275693
"NC_052557.1","BestRefSeq%2CGnomon","gene",3885330,3910038,".","-",".","gene-TRIM33","Name=TRIM33","protein_coding","Dbxref=CGNC:9717,GeneID:419883",3243.25,3.85633,3.23706,4.89863,3.99734,1.99904028865841
"NC_052557.1","BestRefSeq","gene",3910332,3913247,".","-",".","gene-BCAS2","Name=BCAS2","protein_coding","Dbxref=CGNC:1446,GeneID:419884",678,29.7925,31.9335,32.0024,31.2428,4.96545184942666
"NC_052557.1","BestRefSeq%2CGnomon","gene",3913355,3932960,".","-",".","gene-DENND2C","Name=DENND2C","protein_coding","Dbxref=CGNC:64843,GeneID:100858235",2967,0.682946,0.576213,0.896112,0.718423666666667,-0.477093218054074
"NC_052557.1","BestRefSeq%2CGnomon","gene",3946800,3953260,".","-",".","gene-NRAS","Name=NRAS","protein_coding","Dbxref=CGNC:51114,GeneID:419885",570,39.2405,42.3278,46.2398,42.6027,5.41287296085899
"NC_052557.1","BestRefSeq","gene",3953406,3970743,".","-",".","gene-CSDE1","Name=CSDE1","protein_coding","Dbxref=CGNC:51115,GeneID:419886",2391,61.1139,63.4763,60.3954,61.6618666666667,5.94630665916184
"NC_052557.1","Gnomon","gene",3969725,3972044,".","+",".","gene-LOC112530332","Name=LOC112530332","protein_coding","Dbxref=CGNC:84869,GeneID:112530332",1287,0.507135,0.167165,0.341601,0.338633666666667,-1.56220268302849
"NC_052557.1","BestRefSeq","gene",3971268,3975882,".","-",".","gene-SIKE1","Name=SIKE1","protein_coding","Dbxref=CGNC:51116,GeneID:419887",651,9.95349,18.1446,10.8547,12.9842633333333,3.6986922594239
"NC_052557.1","Gnomon","gene",3981700,3993074,".","+",".","gene-LOC419888","Name=LOC419888","protein_coding","Dbxref=CGNC:84374,GeneID:419888",1512,17.221,15.7763,16.6819,16.5597333333333,4.04960753573335
"NC_052557.1","Gnomon","gene",3992344,4023301,".","+",".","gene-SYCP1","Name=SYCP1","protein_coding","Dbxref=CGNC:1800,GeneID:772081",2890.5,0,0.212467,0.14448,0.118982333333333,-3.07118071887107
"NC_052557.1","Gnomon","gene",4014423,4046035,".","-",".","gene-TSPAN2","Name=TSPAN2","protein_coding","Dbxref=CGNC:1836,GeneID:419889",669,0.739201,0.364986,2.24533,1.11650566666667,0.158990573373689
"NC_052557.1","BestRefSeq%2CGnomon","gene",4016750,4023301,".","+",".","gene-TSHB","Name=TSHB","protein_coding","Dbxref=CGNC:1832,GeneID:395937",405,2.99702,0.737912,3.80809,2.51434066666667,1.33018013297801
"NC_052557.1","BestRefSeq%2CGnomon","gene",4068260,4091234,".","-",".","gene-NGF","Name=NGF","protein_coding","Dbxref=CGNC:1838,GeneID:396466",720,0.673288,1.33006,0.340737,0.781361666666667,-0.355937615749778
"NC_052557.1","Gnomon","gene",4120666,4125064,".","-",".","gene-FANCE","Name=FANCE","protein_coding","Dbxref=CGNC:1843,GeneID:419891",1614.56,1.18155,0.608477,1.05884,0.949622333333333,-0.0745742300314218
"NC_052557.1","BestRefSeq%2CGnomon","gene",4128545,4146645,".","-",".","gene-PPARD","Name=PPARD","protein_coding","Dbxref=CGNC:1862,GeneID:395479",1329,2.11942,2.09593,2.63544,2.28359666666667,1.19130786156599
"NC_052557.1","Gnomon","gene",4149142,4160519,".","-",".","gene-DEF6","Name=DEF6","protein_coding","Dbxref=CGNC:1882,GeneID:419893",1878,4.67416,2.64231,5.057,4.12449,2.04421573876237
"NC_052557.1","Gnomon","gene",4161446,4170884,".","-",".","gene-ZNF76","Name=ZNF76","protein_coding","Dbxref=CGNC:57285,GeneID:772107",1733.96,6.43412,5.22321,7.33418,6.33050333333333,2.66232021176026
"NC_052557.1","Gnomon","gene",4171099,4174778,".","+",".","gene-RPL10A","Name=RPL10A","protein_coding","Dbxref=CGNC:51119,GeneID:419895",653.697,557.468,493.148,455.882,502.166,8.97202054157825
"NC_052557.1","Gnomon","gene",4175654,4217776,".","-",".","gene-SCUBE3","Name=SCUBE3","protein_coding","Dbxref=CGNC:1927,GeneID:419896",2937,0.138058,0,0.139347,0.0924683333333333,-3.43489680430535
"NC_052557.1","Gnomon","gene",4226758,4312373,".","-",".","gene-ANKS1A","Name=ANKS1A","protein_coding","Dbxref=CGNC:1964,GeneID:419898",3428.4,3.05178,3.5444,4.2635,3.61989333333333,1.85594718633105
"NC_052557.1","BestRefSeq","gene",4312940,4316414,".","+",".","gene-TAF11","Name=TAF11","protein_coding","Dbxref=CGNC:51121,GeneID:419899",654,6.46946,5.63669,13.1023,8.40281666666667,3.07087300763992
"NC_052557.1","Gnomon","gene",4316688,4344194,".","-",".","gene-UHRF1BP1","Name=UHRF1BP1","protein_coding","Dbxref=CGNC:1993,GeneID:419900",4245.23,3.61803,2.83789,4.01299,3.48963666666667,1.80307683400357
"NC_052557.1","BestRefSeq%2CGnomon","gene",4346742,4350747,".","-",".","gene-SNRPC","Name=SNRPC","protein_coding","Dbxref=CGNC:2000,GeneID:419901",481.461,42.1538,39.306,52.7356,44.7318,5.48322890820024
"NC_052557.1","BestRefSeq%2CGnomon","gene",4352529,4384393,".","+",".","gene-C6orf106","Name=C6orf106","protein_coding","Dbxref=CGNC:2004,GeneID:419902",858.543,72.8994,60.1186,66.0446,66.3542,6.05211588116709
"NC_052557.1","Gnomon","gene",4400103,4415346,".","-",".","gene-PACSIN1","Name=PACSIN1","protein_coding","Dbxref=CGNC:2021,GeneID:419903",1338,0.970794,1.12005,2.45201,1.51428466666667,0.598636439526979
"NC_052557.1","BestRefSeq","gene",4417240,4422747,".","+",".","gene-RPS10","Name=RPS10","protein_coding","Dbxref=CGNC:51122,GeneID:419904",498,1028.81,943.551,977.183,983.181333333333,9.941313714758
"NC_052557.1","BestRefSeq","gene",4424672,4446730,".","+",".","gene-NUDT3","Name=NUDT3","protein_coding","Dbxref=CGNC:2039,GeneID:419905",510,10.6385,6.29595,11.8683,9.60091666666667,3.26317215659623
"NC_052557.1","BestRefSeq%2CGnomon","gene",4455431,4462185,".","-",".","gene-HMGA1","Name=HMGA1","protein_coding","Dbxref=CGNC:49124,GeneID:378795",378.967,23.3405,12.6954,13.1114,16.3824333333333,4.03407775572483
"NC_052557.1","Gnomon","gene",4474818,4516087,".","+",".","gene-GRM4","Name=GRM4","protein_coding","Dbxref=CGNC:51123,GeneID:419906",2739,0,0.073527,0,0.024509,-5.35054456825755
"NC_052557.1","Gnomon","gene",4625344,4638282,".","+",".","gene-LEMD2","Name=LEMD2","protein_coding","Dbxref=CGNC:2072,GeneID:419907",2148,11.5517,11.0481,11.5656,11.3884666666667,3.50950161179211
"NC_052557.1","BestRefSeq","gene",4656225,4660998,".","+",".","gene-C26H6ORF125","Name=C26H6ORF125","protein_coding","Dbxref=CGNC:21772,GeneID:419909",378,19.2557,22.2483,23.8497,21.7845666666667,4.44523451068491
"NC_052557.1","Gnomon","gene",4660512,4700499,".","-",".","gene-ITPR3","Name=ITPR3","protein_coding","Dbxref=CGNC:2283,GeneID:419910",7842,0.77566,0.594432,0.530111,0.633401,-0.658808949823277
"NC_052557.1","BestRefSeq%2CGnomon","gene",4718057,4730968,".","+",".","gene-BAK1","Name=BAK1","protein_coding","Dbxref=CGNC:66356,GeneID:419912",684,5.02958,6.04821,5.03969,5.37249333333333,2.42559178743009
"NC_052557.1","Gnomon","gene",4739041,4744157,".","+",".","gene-TSPO2","Name=TSPO2","protein_coding","Dbxref=CGNC:2335,GeneID:419914",495,1.66476,3.30747,3.37755,2.78326,1.47677568523795
"NC_052557.1","Gnomon","gene",4750843,4758705,".","+",".","gene-APOBEC2","Name=APOBEC2","protein_coding","Dbxref=CGNC:2343,GeneID:419915",669,1.1088,0.364986,1.12267,0.865485333333333,-0.208418723252181
"NC_052557.1","BestRefSeq%2CGnomon","gene",4759442,4762959,".","-",".","gene-OARD1","Name=OARD1","protein_coding","Dbxref=CGNC:2345,GeneID:419916",570,13.2323,7.20474,10.1728,10.20328,3.35096109797231
"NC_052557.1","BestRefSeq%2CGnomon","gene",4763134,4777520,".","+",".","gene-NFYA","Name=NFYA","protein_coding","Dbxref=CGNC:2358,GeneID:419917",1010.1,10.7208,14.9889,11.5922,12.4339666666667,3.63621471126243
"NC_052557.1","BestRefSeq%2CGnomon","gene",4781429,4788017,".","-",".","gene-TREMB1","Name=TREMB1","protein_coding","Dbxref=CGNC:54543,GeneID:768535",1245,1.05311,0.173558,0.884341,0.703669666666667,-0.507029771288721
"NC_052557.1","BestRefSeq","gene",4788001,4793698,".","-",".","gene-TREM2","Name=TREM2","protein_coding","Dbxref=CGNC:51126,GeneID:419920",666,0,0.367095,0,0.122365,-3.03073713119647
"NC_052557.1","BestRefSeq","gene",4795527,4801898,".","-",".","gene-TREMB2","Name=TREMB2","protein_coding","Dbxref=CGNC:54576,GeneID:768582",816,0.576522,0.344622,0.117264,0.346136,-1.5305890975605
"NC_052557.1","Gnomon","gene",4884446,4927344,".","+",".","gene-FOXP4","Name=FOXP4","protein_coding","Dbxref=CGNC:64443,GeneID:100858652",1956.19,18.9528,21.605,18.6489,19.7355666666667,4.30272603876763
"NC_052557.1","Gnomon","gene",4931846,4946853,".","+",".","gene-MDFI","Name=MDFI","protein_coding","Dbxref=CGNC:2461,GeneID:419921",693,14.4862,12.5622,12.1612,13.0698666666667,3.70817251832216
"NC_052557.1","BestRefSeq","gene",4966951,4981266,".","-",".","gene-TFEB","Name=TFEB","protein_coding","Dbxref=CGNC:2479,GeneID:419922",1368,4.89241,2.80938,3.66712,3.78963666666667,1.92205953590946
"NC_052557.1","BestRefSeq%2CGnomon","gene",4987885,5000762,".","-",".","gene-PGC","Name=PGC","protein_coding","Dbxref=CGNC:2504,GeneID:395690",1140,0.5823,0.959537,0.980834,0.840890333333333,-0.250010434564763
"NC_052557.1","Gnomon","gene",4993484,5006708,".","-",".","gene-FRS3","Name=FRS3","protein_coding","Dbxref=CGNC:2514,GeneID:419923",1491,10.4655,10.351,10.137,10.3178333333333,3.3670681424476
"NC_052557.1","Gnomon","gene",5008062,5014325,".","+",".","gene-PRICKLE4","Name=PRICKLE4","protein_coding","Dbxref=CGNC:63786,GeneID:100859351",1575,5.53186,4.13709,5.99615,5.2217,2.38451957351728
"NC_052557.1","Gnomon","gene",5014707,5026438,".","-",".","gene-LOC101749017","Name=LOC101749017","protein_coding","Dbxref=CGNC:68493,GeneID:101749017",1443,0,0.683056,0.513757,0.398937666666667,-1.32576474948251
"NC_052557.1","BestRefSeq","gene",5026451,5027382,".","+",".","gene-TOMM6","Name=TOMM6","protein_coding","Dbxref=CGNC:51127,GeneID:419924",231,542.109,672.421,399.054,537.861333333333,9.07109046757863
"NC_052557.1","Gnomon","gene",5027469,5060117,".","-",".","gene-USP49","Name=USP49","protein_coding","Dbxref=CGNC:2522,GeneID:419925",2148,0.770112,0.857177,1.44909,1.02545966666667,0.0362707489174186
"NC_052557.1","BestRefSeq%2CGnomon","gene",5062832,5067697,".","-",".","gene-MED20","Name=MED20","protein_coding","Dbxref=CGNC:2532,GeneID:419926",494.628,45.5528,28.0509,58.0286,43.8774333333333,5.45540723080228
"NC_052557.1","Gnomon","gene",5067739,5070402,".","+",".","gene-BYSL","Name=BYSL","protein_coding","Dbxref=CGNC:2527,GeneID:419927",1287,11.6641,13.3732,11.6144,12.2172333333333,3.61084570997932
"NC_052557.1","BestRefSeq%2CGnomon","gene",5071618,5110296,".","-",".","gene-CCND3","Name=CCND3","protein_coding","Dbxref=CGNC:2542,GeneID:419928",741.738,7.13498,5.80908,5.36523,6.10309666666667,2.6095414413725
"NC_052557.1","BestRefSeq%2CGnomon","gene",5110045,5117712,".","+",".","gene-TAF8","Name=TAF8","protein_coding","Dbxref=CGNC:2552,GeneID:419929",939,2.67776,3.36839,5.90763,3.98459333333333,1.9944324906094
"NC_052557.1","BestRefSeq","gene",5129630,5133775,".","-",".","gene-CHIA","Name=CHIA","protein_coding","Dbxref=GeneID:395072",1449,0.59197,0,0,0.197323333333333,-2.34136653115278
"NC_052557.1","Gnomon","gene",5136557,5141464,".","-",".","gene-LOC768786","Name=LOC768786","protein_coding","Dbxref=CGNC:54751,GeneID:768786",1179,0,0,0.18873,0.06291,-3.99056682761906
"NC_052557.1","Gnomon","gene",5164171,5168230,".","+",".","gene-BTG2","Name=BTG2","protein_coding","Dbxref=CGNC:2580,GeneID:419932",495,12.2082,13.6814,16.3248,14.0714666666667,3.81470080316686
"NC_052557.1","BestRefSeq","gene",5174637,5181340,".","-",".","gene-FMOD","Name=FMOD","protein_coding","Dbxref=CGNC:49494,GeneID:395814",1143,0,0,0.782296,0.260765333333333,-1.93917600734437
"NC_052557.1","Gnomon","gene",5193998,5215993,".","+",".","gene-PRELP","Name=PRELP","protein_coding","Dbxref=CGNC:2592,GeneID:419933",1125,1.57665,2.14335,2.19104,1.97034666666667,0.978449482616147
"NC_052557.1","BestRefSeq%2CGnomon","gene",5218024,5221477,".","+",".","gene-OPTC","Name=OPTC","protein_coding","Dbxref=CGNC:49183,GeneID:395130",937.5,0,0,0.224003,0.0746676666666667,-3.74337254164644
"NC_052557.1","Gnomon","gene",5251562,5288735,".","+",".","gene-ATP2B4","Name=ATP2B4","protein_coding","Dbxref=CGNC:2630,GeneID:419934",3591,3.80231,2.95303,3.16975,3.30836333333333,1.72611768384829
"NC_052558.1","Gnomon","gene",53730,64576,".","-",".","gene-LOC107057545","Name=LOC107057545","protein_coding","Dbxref=CGNC:80495,GeneID:107057545",1914,1.85335,3.72856,3.58628,3.05606333333333,1.61167444184851
"NC_052558.1","Gnomon","gene",99870,109850,".","+",".","gene-VWA5A1","Name=VWA5A1","protein_coding","Dbxref=CGNC:108,GeneID:419937",2343,0.526268,1.17487,1.15112,0.950752666666667,-0.0728580145614665
"NC_052558.1","BestRefSeq","gene",112141,114902,".","+",".","gene-DAD1","Name=DAD1","protein_coding","Dbxref=CGNC:111,GeneID:395343",372,71.349,74.4432,45.4887,63.7603,5.99458651228811
"NC_052558.1","Gnomon","gene",356988,358199,".","-",".","gene-LOC124417418","Name=LOC124417418","protein_coding","Dbxref=GeneID:124417418",780,0.30468,0,0,0.10156,-3.29959579478931
"NC_052558.1","Gnomon","gene",361904,438769,".","-",".","gene-LOC101747602","Name=LOC101747602","V_segment","Dbxref=CGNC:67100,GeneID:101747602",369,1.74257,0,0.886764,0.876444666666667,-0.190265083931646
"NC_052558.1","Gnomon","gene",388466,396640,".","-",".","gene-LOC124417417","Name=LOC124417417","protein_coding","Dbxref=GeneID:124417417",858,0.271209,0.268,0,0.179736333333333,-2.47604601869741
"NC_052558.1","Gnomon","gene",674710,685938,".","+",".","gene-GTSF1","Name=GTSF1","protein_coding","Dbxref=CGNC:753,GeneID:771059",477.957,11.088,9.17681,17.5655,12.6101033333333,3.65650819274832
"NC_052558.1","BestRefSeq%2CGnomon","gene",693593,705412,".","-",".","gene-GOSR2","Name=GOSR2","protein_coding","Dbxref=CGNC:751,GeneID:419973",639,8.62804,12.7784,8.73795,10.04813,3.32885512955021
"NC_052558.1","BestRefSeq%2CGnomon","gene",776759,833462,".","-",".","gene-NSF","Name=NSF","protein_coding","Dbxref=CGNC:715,GeneID:419972",2223,7.23717,9.54733,10.4914,9.09196666666667,3.18459239489896
"NC_052558.1","BestRefSeq","gene",853032,861994,".","-",".","gene-CCDC43","Name=CCDC43","protein_coding","Dbxref=CGNC:686,GeneID:419971",654,8.37224,10.8976,10.4047,9.89151333333333,3.3061912602638
"NC_052558.1","Gnomon","gene",862078,872262,".","+",".","gene-DBF4B","Name=DBF4B","protein_coding","Dbxref=CGNC:680,GeneID:771128",1608,0.39562,0.391321,0.665275,0.484072,-1.04670644755786
"NC_052558.1","BestRefSeq%2CGnomon","gene",890768,903741,".","-",".","gene-GJC3","Name=GJC3","protein_coding","Dbxref=CGNC:49839,GeneID:396501",1185,3.15648,7.71074,4.50327,5.12349666666667,2.35712875199267
"NC_052558.1","BestRefSeq%2CGnomon","gene",905157,920799,".","-",".","gene-EFTUD2","Name=EFTUD2","protein_coding","Dbxref=CGNC:656,GeneID:428281",2919,19.1758,18.2195,19.9861,19.1271333333333,4.25754876179209
"NC_052558.1","Gnomon","gene",920911,924769,".","+",".","gene-CCDC103","Name=CCDC103","protein_coding","Dbxref=CGNC:612,GeneID:419970",735,0.328041,0,0,0.109347,-3.19301445515516
"NC_052558.1","BestRefSeq","gene",933707,941602,".","-",".","gene-KIF18B","Name=KIF18B","protein_coding","Dbxref=CGNC:51140,GeneID:419968",2394,1.11435,1.78113,1.21149,1.36899,0.453111908244388
"NC_052558.1","Gnomon","gene",942292,946951,".","-",".","gene-C1QL1","Name=C1QL1","protein_coding","Dbxref=CGNC:13079,GeneID:430993",999,1.13134,1.58297,0.457506,1.057272,0.0803465806652982
"NC_052558.1","Gnomon","gene",949818,959290,".","-",".","gene-DCAKD","Name=DCAKD","protein_coding","Dbxref=CGNC:571,GeneID:419967",662.81,5.23656,4.56141,5.37193,5.05663333333333,2.33817716953496
"NC_052558.1","Gnomon","gene",959512,969505,".","+",".","gene-NMT1","Name=NMT1","protein_coding","Dbxref=CGNC:561,GeneID:419966",1488,13.3627,12.9322,14.2236,13.5061666666667,3.75554636054076
"NC_052558.1","Gnomon","gene",970283,982194,".","-",".","gene-PLCD3","Name=PLCD3","protein_coding","Dbxref=CGNC:53312,GeneID:428279",2298.12,5.7307,3.46069,2.63977,3.94372,1.97955712551114
"NC_052558.1","Gnomon","gene",980760,992800,".","+",".","gene-ACBD4","Name=ACBD4","protein_coding","Dbxref=CGNC:56585,GeneID:771191",1092.94,9.78089,6.32487,7.50109,7.86895,2.97617114134207
"NC_052558.1","Gnomon","gene",987195,988396,".","+",".","gene-HEXIM1","Name=HEXIM1","protein_coding","Dbxref=CGNC:66015,GeneID:100857796",855,54.472,54.9036,55.3717,54.9157666666667,5.77914851053254
